Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0050896 response to stimulus,-7.7,4.5,7.5,30286,614,217,20,9.2,2,652|2064|2261|2549|3481|3488|3693|4035|4054|4774|5296|7048|7049|7301|10370|10454|10628|23770|27250|51196,BMP4|ERBB2|FGFR3|GAB1|IGF2|IGFBP5|ITGB5|LRP1|LTBP3|NFIA|PIK3R2|TGFBR2|TGFBR3|TYRO3|CITED2|TAB1|TXNIP|FKBP8|PDCD4|PLCE1,-6,down_common_genes
GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-6.3,4.6,6.8,30286,488,217,16,7.4,1.8,652|678|1915|2064|2261|2549|3693|4054|4774|7048|7049|10370|10454|23770|27250|29904,BMP4|ZFP36L2|EEF1A1|ERBB2|FGFR3|GAB1|ITGB5|LTBP3|NFIA|TGFBR2|TGFBR3|CITED2|TAB1|FKBP8|PDCD4|EEF2K,-4.7,down_common_genes
GO Biological Processes,19,GO:0006518,peptide metabolic process,19_GO:0008152 metabolic process,-6.3,4.3,6.7,30286,551,217,17,7.8,1.8,290|1200|1915|1938|1939|1975|3646|4048|5859|8665|10347|23621|29904|51386|54760|55139|123283,ANPEP|TPP1|EEF1A1|EEF2|EIF2D|EIF4B|EIF3E|LTA4H|QARS1|EIF3F|ABCA7|BACE1|EEF2K|EIF3L|PCSK4|ANKZF1|TARS3,-4.7,down_common_genes
GO Biological Processes,19,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,19_GO:0050896 response to stimulus,-6.3,8,7.9,30286,174,217,10,4.6,1.4,652|3693|4054|4774|7048|7049|10370|10454|23770|27250,BMP4|ITGB5|LTBP3|NFIA|TGFBR2|TGFBR3|CITED2|TAB1|FKBP8|PDCD4,-4.7,down_common_genes
GO Biological Processes,19,GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,19_GO:0050896 response to stimulus,-6,7.5,7.5,30286,187,217,10,4.6,1.4,652|3693|4054|4774|7048|7049|10370|10454|23770|27250,BMP4|ITGB5|LTBP3|NFIA|TGFBR2|TGFBR3|CITED2|TAB1|FKBP8|PDCD4,-4.5,down_common_genes
GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-5.9,4.3,6.4,30286,520,217,16,7.4,1.8,652|678|1915|2064|2261|2549|3693|4054|4774|7048|7049|10370|10454|23770|27250|29904,BMP4|ZFP36L2|EEF1A1|ERBB2|FGFR3|GAB1|ITGB5|LTBP3|NFIA|TGFBR2|TGFBR3|CITED2|TAB1|FKBP8|PDCD4|EEF2K,-4.4,down_common_genes
GO Biological Processes,19,GO:0060939,epicardium-derived cardiac fibroblast cell development,19_GO:0032502 developmental process,-5.8,1e+02,18,30286,4,217,3,1.4,0.79,7049|10252|27250,TGFBR3|SPRY1|PDCD4,-4.4,down_common_genes
GO Biological Processes,19,GO:0060938,epicardium-derived cardiac fibroblast cell differentiation,19_GO:0032502 developmental process,-5.8,1e+02,18,30286,4,217,3,1.4,0.79,7049|10252|27250,TGFBR3|SPRY1|PDCD4,-4.4,down_common_genes
WikiPathways,27,WP107,Translation factors,,-5.8,17,9.5,30286,50,217,6,2.8,1.1,1915|1938|1975|3646|8665|29904,EEF1A1|EEF2|EIF4B|EIF3E|EIF3F|EEF2K,-4.4,down_common_genes
Hallmark Gene Sets,23,M5902,HALLMARK APOPTOSIS,,-5.6,7.8,7.4,30286,161,217,9,4.1,1.4,665|894|1676|2064|2878|7049|10628|27250|56172,BNIP3L|CCND2|DFFA|ERBB2|GPX3|TGFBR3|TXNIP|PDCD4|ANKH,-4.2,down_common_genes
