_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,-46.91099082162866,-6.3143919419998555,0.0,-8.377873687153283,R-HSA-1280215,M00001101,3,0,Reactome Gene Sets,6,Cytokine Signaling in Immune system,,-46.91099082162866,10.612573856040022,24.198447674531636,30286,786,236,65,27.54237288135593,2.9079486218445973,329|1326|1435|2247|2633|2919|2920|3105|3106|3107|3135|3383|3455|3460|3576|3589|3600|3656|3659|3665|3726|3976|4478|4791|4792|4793|4893|5293|5306|5519|5685|5687|5688|5690|5694|5698|5700|5701|5702|5704|5708|5709|5713|5717|5719|5743|5971|6776|6868|7186|7187|7323|7412|9235|9246|9636|9861|10019|10148|10213|23586|24138|81603|92610|146433,BIRC2|MAP3K8|CSF1|FGF2|GBP1|CXCL1|CXCL2|HLA-A|HLA-B|HLA-C|HLA-G|ICAM1|IFNAR2|IFNGR2|CXCL8|IL11|IL15|IRAK2|IRF1|IRF7|JUNB|LIF|MSN|NFKB2|NFKBIA|NFKBIB|NRAS|PIK3CD|PITPNA|PPP2R1B|PSMA4|PSMA6|PSMA7|PSMB2|PSMB6|PSMB9|PSMC1|PSMC2|PSMC3|PSMC4|PSMD2|PSMD3|PSMD7|PSMD11|PSMD13|PTGS2|RELB|STAT5A|ADAM17|TRAF2|TRAF3|UBE2D3|VCAM1|IL32|UBE2L6|ISG15|PSMD6|SH2B3|EBI3|PSMD14|RIGI|IFIT5|TRIM8|TIFA|IL34,-42.6214910557548,0,1.0,1.0,1.0,-46.91099082162866,50.2162859248342,
0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,-42.39813132344965,-2.5352103748009682,0.0,-3.48435389059594,M5890,M00001101,3,0,Hallmark Gene Sets,23,HALLMARK TNFA SIGNALING VIA NFKB,,-42.39813132344965,25.024449152542374,30.208820125714993,30286,200,236,39,16.52542372881356,2.417672174529404,329|650|1326|1435|1839|2919|2920|3383|3460|3624|3659|3726|3914|3976|4791|4792|4794|5054|5271|5743|5971|6372|6776|6890|7127|7128|7185|7262|8870|9308|9945|10318|10950|11182|23258|23586|24145|79693|80149,BIRC2|BMP2|MAP3K8|CSF1|HBEGF|CXCL1|CXCL2|ICAM1|IFNGR2|INHBA|IRF1|JUNB|LAMB3|LIF|NFKB2|NFKBIA|NFKBIE|SERPINE1|SERPINB8|PTGS2|RELB|CXCL6|STAT5A|TAP1|TNFAIP2|TNFAIP3|TRAF1|PHLDA2|IER3|CD83|GFPT2|TNIP1|BTG3|SLC2A6|DENND5A|RIGI|PANX1|YRDC|ZC3H12A,-38.40966155323977,0,2.0,1.0,1.0,-42.39813132344965,25.024449152542374,
0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,-5.375588706605301,0.0,-37.698875301349034,-2.7780317654554953,M5924,M00001011,3,0,Hallmark Gene Sets,23,HALLMARK MTORC1 SIGNALING,,-37.698875301349034,19.174577922077923,26.138756658347894,30286,200,308,39,12.662337662337663,1.8948828658232733,120|516|821|1595|1717|1718|2023|2058|2181|2632|3145|3156|3157|3251|3309|3313|3329|3336|3422|3638|3992|4074|5033|5352|6319|6713|7184|7494|8615|9136|9415|9521|10437|23753|27230|51109|79071|80777|134429,ADD3|ATP5MC1|CANX|CYP51A1|DHCR7|DHCR24|ENO1|EPRS1|ACSL3|GBE1|HMBS|HMGCR|HMGCS1|HPRT1|HSPA5|HSPA9|HSPD1|HSPE1|IDI1|INSIG1|FADS1|M6PR|P4HA1|PLOD2|SCD|SQLE|HSP90B1|XBP1|USO1|RRP9|FADS2|EEF1E1|IFI30|SDF2L1|SERP1|RDH11|ELOVL6|CYB5B|STARD4,-33.88649679019484,0,3.0,1.0,1.0,-37.698875301349034,19.174577922077923,
0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,-33.406569969186734,-3.768938837840224,0.0,-4.226492126622156,R-HSA-449147,M00001101,3,0,Reactome Gene Sets,6,Signaling by Interleukins,,-33.406569969186734,11.937721718565234,21.247221840061055,30286,473,236,44,18.64406779661017,2.5351808644539164,1326|1435|2247|2919|2920|3383|3576|3589|3600|3656|3726|3976|4478|4791|4792|4793|5293|5306|5519|5685|5687|5688|5690|5694|5698|5700|5701|5702|5704|5708|5709|5713|5717|5719|5743|6776|7186|7412|9235|9861|10148|10213|92610|146433,MAP3K8|CSF1|FGF2|CXCL1|CXCL2|ICAM1|CXCL8|IL11|IL15|IRAK2|JUNB|LIF|MSN|NFKB2|NFKBIA|NFKBIB|PIK3CD|PITPNA|PPP2R1B|PSMA4|PSMA6|PSMA7|PSMB2|PSMB6|PSMB9|PSMC1|PSMC2|PSMC3|PSMC4|PSMD2|PSMD3|PSMD7|PSMD11|PSMD13|PTGS2|STAT5A|TRAF2|VCAM1|IL32|PSMD6|EBI3|PSMD14|TIFA|IL34,-29.71913019464084,0,1.0,0.0,0.0,-46.91099082162866,50.2162859248342,
0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,-30.240216117042213,0.0,0.0,-3.4554458305585425,hsa05169,M00001001,2,0,KEGG Pathway,24,Epstein-Barr virus infection,,-30.240216117042213,19.69428595401913,23.624592632828723,30286,202,236,31,13.135593220338983,2.1988204780850373,3105|3106|3107|3135|3383|3455|3665|4791|4792|4793|4794|5293|5700|5701|5702|5704|5708|5709|5713|5717|5719|5971|6890|7128|7186|7187|8772|9636|9861|10213|23586,HLA-A|HLA-B|HLA-C|HLA-G|ICAM1|IFNAR2|IRF7|NFKB2|NFKBIA|NFKBIB|NFKBIE|PIK3CD|PSMC1|PSMC2|PSMC3|PSMC4|PSMD2|PSMD3|PSMD7|PSMD11|PSMD13|RELB|TAP1|TNFAIP3|TRAF2|TRAF3|FADD|ISG15|PSMD6|PSMD14|RIGI,-26.649686355504375,0,1.0,0.0,0.0,-46.91099082162866,50.2162859248342,
0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-28.526139813226514,0.0,0.0,0.0,WP183,M00001000,1,0,WikiPathways,27,Proteasome degradation,,-28.526139813226514,43.46678512848551,29.66311882907497,30286,62,236,21,8.898305084745763,1.8533646396982288,3105|3106|3107|3135|5685|5687|5688|5690|5694|5698|5700|5701|5702|5704|5708|5709|5713|5717|5719|7323|9861,HLA-A|HLA-B|HLA-C|HLA-G|PSMA4|PSMA6|PSMA7|PSMB2|PSMB6|PSMB9|PSMC1|PSMC2|PSMC3|PSMC4|PSMD2|PSMD3|PSMD7|PSMD11|PSMD13|UBE2D3|PSMD6,-25.014791297736302,0,1.0,0.0,0.0,-46.91099082162866,50.2162859248342,
0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-27.24205323404647,0.0,WP4718,M00000010,1,0,WikiPathways,27,Cholesterol metabolism with Bloch and Kandutsch Russell pathways,,-27.24205323404647,41.84305056645482,28.403457436633005,30286,47,308,20,6.4935064935064934,1.4040583834216505,39|1595|1717|1718|2181|2222|2224|3156|3157|3422|3992|4047|4597|4598|6307|6319|6713|6720|6721|9415,ACAT2|CYP51A1|DHCR7|DHCR24|ACSL3|FDFT1|FDPS|HMGCR|HMGCS1|IDI1|FADS1|LSS|MVD|MVK|MSMO1|SCD|SQLE|SREBF1|SREBF2|FADS2,-23.79765150818687,0,4.0,1.0,1.0,-27.24205323404647,84.28385899814471,
0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-26.846092576388,0.0,0.0,0.0,R-HSA-9020702,M00001000,1,0,Reactome Gene Sets,6,Interleukin-1 signaling,,-26.846092576388,26.782019159911567,24.548137481667077,30286,115,236,24,10.169491525423728,1.967458347777733,1326|3656|4791|4792|4793|5685|5687|5688|5690|5694|5698|5700|5701|5702|5704|5708|5709|5713|5717|5719|7186|9861|10213|92610,MAP3K8|IRAK2|NFKB2|NFKBIA|NFKBIB|PSMA4|PSMA6|PSMA7|PSMB2|PSMB6|PSMB9|PSMC1|PSMC2|PSMC3|PSMC4|PSMD2|PSMD3|PSMD7|PSMD11|PSMD13|TRAF2|PSMD6|PSMD14|TIFA,-23.459682797506087,0,1.0,0.0,0.0,-46.91099082162866,50.2162859248342,
0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,-26.29240638021704,0.0,0.0,-2.9853976999299876,R-HSA-1236974,M00001001,2,0,Reactome Gene Sets,6,ER-Phagosome pathway,,-26.29240638021704,31.369679849340866,25.57021103771032,30286,90,236,22,9.322033898305085,1.8925624654731015,3105|3106|3107|3135|5685|5687|5688|5690|5694|5698|5700|5701|5702|5704|5708|5709|5713|5717|5719|6890|9861|10213,HLA-A|HLA-B|HLA-C|HLA-G|PSMA4|PSMA6|PSMA7|PSMB2|PSMB6|PSMB9|PSMC1|PSMC2|PSMC3|PSMC4|PSMD2|PSMD3|PSMD7|PSMD11|PSMD13|TAP1|PSMD6|PSMD14,-22.976329992795655,0,1.0,0.0,0.0,-46.91099082162866,50.2162859248342,
0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,-26.26582975866951,0.0,0.0,-2.688106815127676,R-HSA-1236975,M00001001,2,0,Reactome Gene Sets,6,Antigen processing-Cross presentation,,-26.26582975866951,28.110492332526235,24.661119844112783,30286,105,236,23,9.745762711864407,1.9305707204269429,3105|3106|3107|3135|3685|5685|5687|5688|5690|5694|5698|5700|5701|5702|5704|5708|5709|5713|5717|5719|6890|9861|10213,HLA-A|HLA-B|HLA-C|HLA-G|ITGAV|PSMA4|PSMA6|PSMA7|PSMB2|PSMB6|PSMB9|PSMC1|PSMC2|PSMC3|PSMC4|PSMD2|PSMD3|PSMD7|PSMD11|PSMD13|TAP1|PSMD6|PSMD14,-22.976329992795655,0,1.0,0.0,0.0,-46.91099082162866,50.2162859248342,
