_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
0,0,0,1,1,1,0,0,0.0,0.0,0.0,-21.51557012017843,-19.636808024139484,-21.922617421010976,0.0,0.0,M5890,M00011100,3,0,Hallmark Gene Sets,23,HALLMARK TNFA SIGNALING VIA NFKB,,-38.21634524451197,5.505315765561108,17.893288145421636,30293,200,2201,80,3.634711494775102,0.3989194980656687,329|330|374|388|467|595|602|960|1316|1326|1435|1437|1827|1843|1847|1906|1942|1959|2354|2643|2919|2920|2921|3164|3371|3383|3398|3433|3491|3552|3604|3606|3624|3659|3726|3976|4088|4616|4783|4814|5054|5271|5329|5734|5743|5791|5971|6364|6372|6385|6648|6776|7050|7071|7124|7185|8303|8553|8837|8870|8877|9021|9334|9516|10221|10318|10769|10938|10957|22822|23135|23529|23586|23764|51278|51561|56937|79155|80149|80176,BIRC2|BIRC3|AREG|RHOB|ATF3|CCND1|BCL3|CD44|KLF6|MAP3K8|CSF1|CSF2|RCAN1|DUSP1|DUSP5|EDN1|EFNA1|EGR2|FOSB|GCH1|CXCL1|CXCL2|CXCL3|NR4A1|TNC|ICAM1|ID2|IFIT2|CCN1|IL1A|TNFRSF9|IL18|INHBA|IRF1|JUNB|LIF|SMAD3|GADD45B|NFIL3|NINJ1|SERPINE1|SERPINB8|PLAUR|PTGER4|PTGS2|PTPRE|RELB|CCL20|CXCL6|SDC4|SOD2|STAT5A|TGIF1|KLF10|TNF|TRAF1|SNN|BHLHE40|CFLAR|IER3|SPHK1|SOCS3|B4GALT5|LITAF|TRIB1|TNIP1|PLK2|EHD1|PNRC1|PHLDA1|KDM6B|CLCF1|RIGI|MAFF|IER5|IL23A|PMEPA1|TNIP2|ZC3H12A|SPSB1,-33.92726936561375,0,1.0,1.0,1.0,-38.21634524451197,5.505315765561108,
1,0,1,1,1,1,0,0,-2.592298234801848,0.0,-2.796307800200086,-4.432672738399656,-20.909179605973264,-8.718192760949925,0.0,0.0,GO:0035239,M10111100,5,0,GO Biological Processes,19,tube morphogenesis,19_GO:0032502 developmental process,-32.87105371558826,2.966574111207782,14.539806715911434,30293,682,2201,147,6.67878237164925,0.5321435752998259,71|101|133|317|338|374|387|388|677|780|857|1000|1295|1296|1311|1435|1436|1490|1499|1893|1901|1906|1909|1942|2045|2263|2335|2625|2627|2752|2909|3162|3164|3200|3202|3248|3371|3398|3491|3606|3685|3696|3726|4015|4017|4041|4070|4088|4092|4162|4488|4522|4524|4627|4691|4814|5054|5058|5087|5156|5216|5310|5316|5345|5420|5534|5663|5743|5916|6091|6385|6469|6495|6505|6608|6659|6692|7040|7042|7045|7048|7057|7189|7248|7249|7289|7291|7408|7410|7476|7477|7494|7798|7852|8463|8626|8751|8829|8879|9037|9255|9645|9968|10018|10267|10370|10395|10451|10551|11331|23059|23210|23242|23552|25865|25902|25932|25960|51330|51339|51676|54567|54910|55083|55742|57493|57545|58495|60681|64344|64399|64412|65009|79600|79733|80004|80149|90627|91010|115908|147372|153090|154796|219699|284217|375056|441478,ACTG1|ADAM8|ADM|APAF1|APOB|AREG|RHOA|RHOB|ZFP36L1|DDR1|CAV1|CDH2|COL8A1|COL8A2|COMP|CSF1|CSF1R|CCN2|CTNNB1|ECM1|S1PR1|EDN1|EDNRA|EFNA1|EPHA7|FGFR2|FN1|GATA3|GATA6|GLUL|ARHGAP35|HMOX1|NR4A1|HOXA3|HOXA5|HPGD|TNC|ID2|CCN1|IL18|ITGAV|ITGB8|JUNB|LOX|LOXL2|LRP5|TACSTD2|SMAD3|SMAD7|MCAM|MSX2|MTHFD1|MTHFR|MYH9|NCL|NINJ1|SERPINE1|PAK1|PBX1|PDGFRA|PFN1|PKD1|PKNOX1|SERPINF2|PODXL|PPP3R1|PSEN1|PTGS2|RARG|ROBO1|SDC4|SHH|SIX1|SLC1A1|SMO|SOX4|SPINT1|TGFB1|TGFB2|TGFBI|TGFBR2|THBS1|TRAF6|TSC1|TSC2|TULP3|TWIST1|VASP|VAV2|WNT7A|WNT7B|XBP1|LUZP1|CXCR4|TEAD2|TP63|ADAM15|NRP1|SGPL1|SEMA5A|AIMP1|MICAL2|MED12|BCL2L11|RAMP1|CITED2|DLC1|VAV3|AGR2|PHB2|CLUAP1|JMJD6|COBL|CDK20|PRKD2|MTHFD1L|CLIC4|ADGRA2|TNFRSF12A|DACT1|ASB2|DLL4|SEMA4C|KIF26B|PARVA|HEG1|CC2D2A|OVOL2|FKBP10|HIF3A|HHIP|GZF1|NDRG4|TCTN1|E2F8|ESRP2|ZC3H12A|STARD13|FMNL3|CTHRC1|CCBE1|DAB2IP|AMOT|UNC5B|LAMA1|MIA3|NRARP,-28.88300783235402,0,2.0,1.0,1.0,-32.87105371558826,2.966574111207782,
0,0,0,1,1,0,0,1,0.0,0.0,0.0,-2.724465049980356,-30.500432158272474,0.0,0.0,-9.152206091079185,M5930,M00011001,3,0,Hallmark Gene Sets,23,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,,-30.500432158272474,20.06587606837607,23.868419354175675,30293,200,234,31,13.247863247863247,2.2161802475294023,388|633|1000|1277|1311|1490|2335|3371|3491|3624|3685|3918|4017|4616|5054|5270|5329|6876|7040|7045|7057|7168|7171|8572|10085|10272|10398|11010|51330|56937|115908,RHOB|BGN|CDH2|COL1A1|COMP|CCN2|FN1|TNC|CCN1|INHBA|ITGAV|LAMC2|LOXL2|GADD45B|SERPINE1|SERPINE2|PLAUR|TAGLN|TGFB1|TGFBI|THBS1|TPM1|TPM4|PDLIM4|EDIL3|FSTL3|MYL9|GLIPR1|TNFRSF12A|PMEPA1|CTHRC1,-26.211356279374254,0,3.0,1.0,1.0,-30.500432158272474,33.56299461855018,
0,0,1,1,1,1,0,1,0.0,0.0,-3.660117613803903,-3.4778905559051783,-14.926383076002018,-7.941762459979692,0.0,-2.132411769533842,GO:0048729,M00111101,5,0,GO Biological Processes,19,tissue morphogenesis,19_GO:0032502 developmental process,-27.012753811386574,2.945826857010769,13.127377248099911,30293,570,2201,122,5.542935029532031,0.48772733452707373,59|60|71|133|317|374|387|388|659|760|780|960|1301|1435|1436|1499|1832|1861|1901|1906|1909|2045|2263|2280|2300|2625|2650|2909|3084|3202|3371|3491|3624|3675|4041|4070|4086|4088|4092|4321|4478|4488|4522|4524|5058|5087|5216|5310|5420|5534|5573|5663|5916|6091|6385|6469|6495|6608|6615|6692|7040|7041|7042|7048|7134|7168|7189|7248|7249|7273|7289|7291|7408|7476|7477|7798|7852|8463|8626|8829|9021|9645|9968|10370|10395|10512|11096|11331|22943|23059|23135|23242|23275|23322|23552|23671|25865|25902|25932|51676|54567|54910|55083|57493|57545|57591|58495|60412|64399|64412|65009|79600|80004|80326|90410|90627|115908|123016|140628|163183|284217|441478,ACTA2|ACTB|ACTG1|ADM|APAF1|AREG|RHOA|RHOB|BMPR2|CA2|DDR1|CD44|COL11A1|CSF1|CSF1R|CTNNB1|DSP|TOR1A|S1PR1|EDN1|EDNRA|EPHA7|FGFR2|FKBP1A|FOXL1|GATA3|GCNT1|ARHGAP35|NRG1|HOXA5|TNC|CCN1|INHBA|ITGA3|LRP5|TACSTD2|SMAD1|SMAD3|SMAD7|MMP12|MSN|MSX2|MTHFD1|MTHFR|PAK1|PBX1|PFN1|PKD1|PODXL|PPP3R1|PRKAR1A|PSEN1|RARG|ROBO1|SDC4|SHH|SIX1|SMO|SNAI1|SPINT1|TGFB1|TGFB1I1|TGFB2|TGFBR2|TNNC1|TPM1|TRAF6|TSC1|TSC2|TTN|TULP3|TWIST1|VASP|WNT7A|WNT7B|LUZP1|CXCR4|TEAD2|TP63|NRP1|SOCS3|MICAL2|MED12|CITED2|DLC1|SEMA3C|ADAMTS5|PHB2|DKK1|CLUAP1|KDM6B|COBL|POFUT2|RPGRIP1L|CDK20|TMEFF2|PRKD2|MTHFD1L|CLIC4|ASB2|DLL4|SEMA4C|KIF26B|HEG1|CC2D2A|MRTFA|OVOL2|EXOC4|HHIP|GZF1|NDRG4|TCTN1|ESRP2|WNT10A|IFT20|STARD13|CTHRC1|TTC8|GATA5|SYNE4|LAMA1|NRARP,-23.200799187208016,0,4.0,1.0,1.0,-27.012753811386574,4.3463019201798225,
0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,-2.013836603188536,0.0,-9.024089756453883,-25.827107191329972,R-HSA-446203,M00001011,3,0,Reactome Gene Sets,6,Asparagine N-linked glycosylation,,-25.827107191329972,12.057056564899794,18.74843390922014,30293,304,281,34,12.099644128113878,1.9454875472193902,811|1780|2673|3703|6400|6675|6712|7264|8702|8703|8704|8729|9276|9554|9919|10020|10113|10282|10466|10802|11316|23256|29925|51014|51226|54732|55757|56886|57511|64689|83548|84061|84447|122553,CALR|DYNC1I1|GFPT1|STT3A|SEL1L|UAP1|SPTBN2|GFUS|B4GALT4|B4GALT3|B4GALT2|GBF1|COPB2|SEC22B|SEC16A|GNE|PREB|BET1|COG5|SEC24A|COPE|SCFD1|GMPPB|TMED7|COPZ2|TMED9|UGGT2|UGGT1|COG6|GORASP1|COG3|MAGT1|SYVN1|TRAPPC6B,-21.839061308095733,0,5.0,1.0,1.0,-25.827107191329972,23.716939501779358,
0,0,1,0,1,1,1,1,0.0,0.0,-4.186983286154121,0.0,-7.128129088954711,-2.7593487368539207,-3.476418970265092,-14.918231927782383,R-HSA-5653656,M00101111,5,0,Reactome Gene Sets,6,Vesicle-mediated transport,,-24.337165118786853,2.6585848793571474,12.179665814058115,30293,673,2201,130,5.906406179009541,0.5024949040089665,60|71|259|335|338|374|378|382|400|409|547|808|811|949|1075|1212|1277|1278|1780|1783|1861|2495|2664|2705|2799|2803|2810|3257|3320|3797|4253|4481|4627|5049|5286|5866|5874|6455|6643|6712|6764|6836|7082|7110|7184|7248|7249|7529|7846|8218|8546|8615|8729|8906|9230|9265|9267|9276|9341|9367|9554|9685|9847|9919|9950|10000|10092|10113|10121|10244|10282|10466|10525|10540|10802|10960|11031|11316|11336|22848|22879|22920|23062|23256|23423|23431|23647|23682|26286|27128|27147|27333|27348|30011|51014|51028|51160|51226|51762|54732|54885|55014|55083|55605|55707|55738|57511|60412|64147|64689|64746|79958|81035|81930|83548|83696|84364|84790|90196|90990|112574|122553|125058|127534|155382|259173|284297|347733|375056|414918,ACTB|ACTG1|AMBP|APOA1|APOB|AREG|ARF4|ARF6|ARL1|ARRB2|KIF1A|CALM3|CALR|SCARB1|CTSC|CLTB|COL1A1|COL1A2|DYNC1I1|DYNC1LI2|TOR1A|FTH1|GDI1|GJB1|GNS|GOLGA4|SFN|HPS1|HSP90AA1|KIF3C|MIA2|MSR1|MYH9|PAFAH1B2|PIK3C2A|RAB3IL1|RAB27B|SH3GL1|SNX2|SPTBN2|DENND2B|SURF4|TJP1|TMF1|HSP90B1|TSC1|TSC2|YWHAB|TUBA1A|CLTCL1|AP3B1|USO1|GBF1|AP1G2|RAB11B|CYTH3|CYTH1|COPB2|VAMP3|RAB9A|SEC22B|CLINT1|C2CD5|SEC16A|GOLGA5|AKT3|ARPC5|PREB|ACTR1A|RABEPK|BET1|COG5|HYOU1|DCTN2|SEC24A|LMAN2|RAB31|COPE|EXOC3|AAK1|MON1B|KIFAP3|GGA2|SCFD1|TMED3|AP4E1|ARFIP2|RAB38|ARFGAP3|CYTH4|DENND2A|GOLIM4|TOR1B|SH3KBP1|TMED7|VPS36|VPS28|COPZ2|RAB8B|TMED9|TBC1D8B|STX17|KIF26B|KIF21A|NECAP2|ARFGAP1|COG6|EXOC4|KIF9|GORASP1|ACBD3|DENND1C|COLEC12|KIF18A|COG3|TRAPPC9|ARFGAP2|TUBA1C|SYS1|KIFC2|SNX18|TRAPPC6B|TBC1D16|GJB4|VPS37D|ALS2CL|SSC5D|TUBB2B|MIA3|DENND6B,-20.74705924422465,0,6.0,1.0,1.0,-24.337165118786853,3.336555009430975,
1,0,1,0,1,1,0,0,-7.051087132682175,0.0,-4.662540114276048,0.0,-10.672274948622617,-7.184909387366609,0.0,0.0,GO:0007167,M10101100,4,0,GO Biological Processes,19,enzyme-linked receptor protein signaling pathway,19_GO:0050896 response to stimulus,-23.97645276097448,2.7216794178618025,12.144064178105035,30293,622,2201,123,5.58836892321672,0.4896043452184078,174|374|409|659|780|1123|1277|1278|1288|1311|1435|1436|1490|1499|1942|1943|1946|1949|2044|2045|2051|2202|2250|2261|2263|2264|2308|2331|2674|2690|2887|2888|3084|3096|3248|3315|3480|3481|3624|3645|3694|3696|3925|3976|4015|4052|4053|4086|4088|4091|4092|4318|4488|4879|4920|5045|5058|5156|5157|5164|5170|5286|5296|5327|5595|5618|5764|5786|5801|6498|6760|6776|6778|7040|7042|7043|7048|7249|7301|7410|7429|7431|7763|7867|8200|8829|8851|8874|8879|8997|9261|9372|9702|9846|9847|10006|10019|10076|10220|10256|10370|10454|10628|10637|10718|23236|25759|25865|25937|26058|27250|55959|56034|57154|57552|80310|84159|84557|130399|153090|201163|283375|392255,AFP|AREG|ARRB2|BMPR2|DDR1|CHN1|COL1A1|COL1A2|COL4A6|COMP|CSF1|CSF1R|CCN2|CTNNB1|EFNA1|EFNA2|EFNA5|EFNB3|EPHA5|EPHA7|EPHB6|EFEMP1|FGF5|FGFR3|FGFR2|FGFR4|FOXO1|FMOD|GFRA1|GHR|GRB10|GRB14|NRG1|HIVEP1|HPGD|HSPB1|IGF1R|IGF2|INHBA|INSRR|ITGB6|ITGB8|STMN1|LIF|LOX|LTBP1|LTBP2|SMAD1|SMAD3|SMAD6|SMAD7|MMP9|MSX2|NPPB|ROR2|FURIN|PAK1|PDGFRA|PDGFRL|PDK2|PDPK1|PIK3C2A|PIK3R2|PLAT|MAPK3|PRLR|PTN|PTPRA|PTPRR|SKIL|SS18|STAT5A|STAT6|TGFB1|TGFB2|TGFB3|TGFBR2|TSC2|TYRO3|VAV2|VIL1|VIM|ZFAND5|MAPKAPK3|GDF5|NRP1|CDK5R1|ARHGEF7|SGPL1|KALRN|MAPKAPK2|ZFYVE9|CEP57|GAB2|C2CD5|ABI1|SH2B3|PTPRU|GDF11|CNKSR1|CITED2|TAB1|TXNIP|LEFTY1|NRG3|PLCB1|SHC2|PRKD2|WWTR1|GIGYF2|PDCD4|SULF2|PDGFC|SMURF1|NCEH1|PDGFD|ARID5B|MAP1LC3A|ACVR1C|DAB2IP|FLCN|SLC39A5|GDF6,-20.465528132459905,0,7.0,1.0,1.0,-23.97645276097448,2.7216794178618025,
1,0,0,1,1,1,0,0,-2.9390761423254155,0.0,0.0,-2.5418796650438242,-22.229430012530752,-4.812070142095809,0.0,0.0,GO:0001944,M10011100,4,0,GO Biological Processes,19,vasculature development,19_GO:0032502 developmental process,-23.75801472040521,2.8484463439029546,12.20012410805574,30293,546,2201,113,5.134029986369832,0.47040768167287217,59|71|101|133|196|338|388|659|677|857|1000|1277|1278|1295|1296|1311|1490|1499|1893|1901|1906|1909|1942|1959|2263|2308|2335|2548|2627|2752|3162|3164|3200|3248|3491|3606|3685|3696|3726|3976|3988|4015|4017|4041|4091|4092|4162|4627|4691|4814|5054|5156|5310|5316|5345|5534|5663|5743|6091|6469|6495|6505|6608|6659|6692|7040|7042|7045|7048|7057|7410|7476|7477|7494|7763|7798|8463|8751|8829|8877|8879|9021|9037|9255|10267|10370|10451|10454|10512|11174|23210|25865|25932|25960|51330|54567|55742|57493|58495|60626|60681|64344|79733|80149|83943|91010|147372|153090|154796|219699|284217|375056|441478,ACTA2|ACTG1|ADAM8|ADM|AHR|APOB|RHOB|BMPR2|ZFP36L1|CAV1|CDH2|COL1A1|COL1A2|COL8A1|COL8A2|COMP|CCN2|CTNNB1|ECM1|S1PR1|EDN1|EDNRA|EFNA1|EGR2|FGFR2|FOXO1|FN1|GAA|GATA6|GLUL|HMOX1|NR4A1|HOXA3|HPGD|CCN1|IL18|ITGAV|ITGB8|JUNB|LIF|LIPA|LOX|LOXL2|LRP5|SMAD6|SMAD7|MCAM|MYH9|NCL|NINJ1|SERPINE1|PDGFRA|PKD1|PKNOX1|SERPINF2|PPP3R1|PSEN1|PTGS2|ROBO1|SHH|SIX1|SLC1A1|SMO|SOX4|SPINT1|TGFB1|TGFB2|TGFBI|TGFBR2|THBS1|VAV2|WNT7A|WNT7B|XBP1|ZFAND5|LUZP1|TEAD2|ADAM15|NRP1|SPHK1|SGPL1|SOCS3|SEMA5A|AIMP1|RAMP1|CITED2|VAV3|TAB1|SEMA3C|ADAMTS6|JMJD6|PRKD2|CLIC4|ADGRA2|TNFRSF12A|DLL4|PARVA|HEG1|OVOL2|RIC8A|FKBP10|HIF3A|E2F8|ZC3H12A|IMMP2L|FMNL3|CCBE1|DAB2IP|AMOT|UNC5B|LAMA1|MIA3|NRARP,-20.314036881521247,0,2.0,0.0,0.0,-32.87105371558826,2.966574111207782,
1,1,1,0,1,1,0,0,-4.721700261101119,-3.229404893370126,-4.713587099648516,0.0,-8.546150177397726,-4.517474153239335,0.0,0.0,GO:0009792,M11101100,5,0,GO Biological Processes,19,embryo development ending in birth or egg hatching,19_GO:0032502 developmental process,-23.077767338002428,2.6127619664658477,11.807124640066217,30293,669,2201,127,5.770104497955475,0.4970226409570373,133|317|321|338|430|677|729|1277|1301|1376|1437|1499|1906|1909|2263|2625|2627|2909|3200|3202|3225|3294|3481|3491|3726|3976|4088|4097|4188|4522|4524|4627|5045|5087|5156|5216|5310|5501|5663|5745|5801|5916|6385|6469|6495|6498|6608|6615|6692|7040|7042|7043|7048|7189|7205|7248|7249|7274|7289|7291|7408|7477|7483|7763|7798|8463|8796|8851|8894|9021|9646|9742|9968|10006|10018|10049|10265|10370|10395|10454|10512|10568|22943|23059|23081|23242|23322|23552|23764|25902|25942|25949|26469|51119|51339|51763|51804|54855|54910|55959|56957|57142|57493|57545|58495|60625|60626|60681|64131|79600|79733|79816|80790|81502|85451|115908|130399|130507|154796|196051|201163|201895|203286|402569|441478|553115|728661,ADM|APAF1|APBA2|APOB|ASCL2|ZFP36L1|C6|COL1A1|COL11A1|CPT2|CSF2|CTNNB1|EDN1|EDNRA|FGFR2|GATA3|GATA6|ARHGAP35|HOXA3|HOXA5|HOXC9|HSD17B2|IGF2|CCN1|JUNB|LIF|SMAD3|MAFG|MDFI|MTHFD1|MTHFR|MYH9|FURIN|PBX1|PDGFRA|PFN1|PKD1|PPP1CC|PSEN1|PTH1R|PTPRR|RARG|SDC4|SHH|SIX1|SKIL|SMO|SNAI1|SPINT1|TGFB1|TGFB2|TGFB3|TGFBR2|TRAF6|TRIP6|TSC1|TSC2|TTPA|TULP3|TWIST1|VASP|WNT7B|WNT9A|ZFAND5|LUZP1|TEAD2|SCEL|CDK5R1|EIF2S2|SOCS3|CTR9|IFT140|MED12|ABI1|BCL2L11|DNAJB6|IRX5|CITED2|DLC1|TAB1|SEMA3C|SLC34A2|DKK1|CLUAP1|KDM4C|COBL|RPGRIP1L|CDK20|MAFF|MTHFD1L|SIN3A|SYF2|PTPN18|SBDS|DACT1|INPP5K|SIX4|TENT5C|SEMA4C|SULF2|OTUD7B|RTN4|HEG1|CC2D2A|OVOL2|DHX35|RIC8A|FKBP10|XYLT1|TCTN1|E2F8|TLE6|CMIP|HM13|UNK|CTHRC1|ACVR1C|UBR3|AMOT|PLPP4|FLCN|SMIM14|ANKS6|KPNA7|NRARP|PEF1|SLC35E2B,-19.69178144609615,0,4.0,0.0,0.0,-27.012753811386574,4.3463019201798225,
1,0,0,1,1,1,0,0,-2.570996974048674,0.0,0.0,-2.6579575771260955,-20.71444170580486,-4.517661286815977,0.0,0.0,GO:0001568,M10011100,4,0,GO Biological Processes,19,blood vessel development,19_GO:0032502 developmental process,-22.978630402738435,2.8520884907136925,11.994157205639093,30293,526,2201,109,4.952294411631077,0.4624491922796371,59|71|101|133|196|338|388|659|677|857|1000|1277|1278|1295|1296|1311|1490|1499|1893|1901|1906|1909|1942|1959|2263|2308|2335|2548|2627|2752|3162|3164|3200|3248|3491|3606|3685|3696|3726|3988|4015|4017|4041|4091|4092|4162|4627|4691|4814|5054|5156|5310|5316|5345|5534|5663|5743|6091|6469|6495|6505|6608|6659|6692|7040|7042|7045|7048|7057|7410|7476|7477|7494|7798|8463|8751|8829|8877|8879|9021|9037|9255|10267|10370|10451|10454|10512|11174|23210|25865|25932|25960|51330|54567|55742|57493|58495|60681|64344|79733|80149|91010|147372|153090|154796|219699|284217|375056|441478,ACTA2|ACTG1|ADAM8|ADM|AHR|APOB|RHOB|BMPR2|ZFP36L1|CAV1|CDH2|COL1A1|COL1A2|COL8A1|COL8A2|COMP|CCN2|CTNNB1|ECM1|S1PR1|EDN1|EDNRA|EFNA1|EGR2|FGFR2|FOXO1|FN1|GAA|GATA6|GLUL|HMOX1|NR4A1|HOXA3|HPGD|CCN1|IL18|ITGAV|ITGB8|JUNB|LIPA|LOX|LOXL2|LRP5|SMAD6|SMAD7|MCAM|MYH9|NCL|NINJ1|SERPINE1|PDGFRA|PKD1|PKNOX1|SERPINF2|PPP3R1|PSEN1|PTGS2|ROBO1|SHH|SIX1|SLC1A1|SMO|SOX4|SPINT1|TGFB1|TGFB2|TGFBI|TGFBR2|THBS1|VAV2|WNT7A|WNT7B|XBP1|LUZP1|TEAD2|ADAM15|NRP1|SPHK1|SGPL1|SOCS3|SEMA5A|AIMP1|RAMP1|CITED2|VAV3|TAB1|SEMA3C|ADAMTS6|JMJD6|PRKD2|CLIC4|ADGRA2|TNFRSF12A|DLL4|PARVA|HEG1|OVOL2|FKBP10|HIF3A|E2F8|ZC3H12A|FMNL3|CCBE1|DAB2IP|AMOT|UNC5B|LAMA1|MIA3|NRARP,-19.64379703327954,0,2.0,0.0,0.0,-32.87105371558826,2.966574111207782,
