_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,1,1,1,1,1,0,0,-3.9,-2.5,-7.3,-2.8,-2.9,-3.2,0,0,GO:0009725,response to hormone,M11111100,6,0
1,0,1,1,1,1,0,1,-4.4,0,-2.8,-2.4,-8.4,-4.6,0,-3.5,GO:0007507,heart development,M10111101,6,0
1,1,0,1,1,1,1,0,-3.3,-4.1,0,-4.7,-2.7,-5.2,-2.3,0,GO:0048732,gland development,M11011110,6,0
1,1,1,0,1,1,0,0,-4.7,-3.2,-4.7,0,-8.5,-4.5,0,0,GO:0009792,embryo development ending in birth or egg hatching,M11101100,5,0
0,0,1,0,1,1,1,1,0,0,-4.2,0,-7.1,-2.8,-3.5,-15,R-HSA-5653656,Vesicle-mediated transport,M00101111,5,0
1,1,0,1,0,1,1,0,-2.3,-6.8,0,-4.3,0,-2.5,-2.1,0,M5907,HALLMARK ESTROGEN RESPONSE LATE,M11010110,5,0
1,0,1,1,1,1,0,0,-3.1,0,-3.7,-3,-8.4,-5.7,0,0,GO:0060562,epithelial tube morphogenesis,M10111100,5,0
0,0,0,1,1,1,1,1,0,0,0,-4.4,-6.3,-2.9,-2.7,-2,R-HSA-9012999,RHO GTPase cycle,M00011111,5,0
0,0,1,1,1,1,1,0,0,0,-2.1,-3.9,-11,-3.5,-2.2,0,WP3888,VEGFA VEGFR2 signaling,M00111110,5,0
0,1,1,1,1,1,0,0,0,-2.3,-3.1,-2.7,-2.1,-4.1,0,0,GO:0006897,endocytosis,M01111100,5,0
1,0,1,1,1,1,0,0,-2,0,-2.8,-3.1,-13,-6.6,0,0,GO:0002009,morphogenesis of an epithelium,M10111100,5,0
1,0,1,1,1,1,0,0,-2.1,0,-2.7,-3.7,-6.2,-5.6,0,0,GO:0045937,positive regulation of phosphate metabolic process,M10111100,5,0
1,0,1,1,1,1,0,0,-2.1,0,-2.7,-3.7,-6.2,-5.6,0,0,GO:0010562,positive regulation of phosphorus metabolic process,M10111100,5,0
0,1,1,1,1,1,0,0,0,-5,-2.3,-2.1,-6.9,-3.1,0,0,GO:0030855,epithelial cell differentiation,M01111100,5,0
1,0,1,1,1,1,0,0,-2.3,0,-5.2,-2.8,-4.8,-2,0,0,GO:0070482,response to oxygen levels,M10111100,5,0
0,1,1,1,1,1,0,0,0,-3.8,-3,-3.7,-2.9,-3.7,0,0,GO:0098657,import into cell,M01111100,5,0
0,0,0,1,1,1,1,1,0,0,0,-3.2,-10,-3.7,-2.3,-2.2,R-HSA-194315,Signaling by Rho GTPases,M00011111,5,0
0,0,1,1,1,1,0,1,0,0,-3.3,-3,-7.8,-5.8,0,-2,GO:0045596,negative regulation of cell differentiation,M00111101,5,0
1,1,1,0,1,1,0,0,-3.6,-3.5,-3.9,0,-4.9,-2.5,0,0,GO:0001701,in utero embryonic development,M11101100,5,0
1,1,1,0,1,1,0,0,-4.9,-2.6,-4.9,0,-8.8,-4.2,0,0,GO:0043009,chordate embryonic development,M11101100,5,0
0,0,1,1,1,1,0,1,0,0,-3.7,-3.5,-15,-7.9,0,-2.1,GO:0048729,tissue morphogenesis,M00111101,5,0
1,0,1,1,1,1,0,0,-2.6,0,-2.8,-4.4,-21,-8.7,0,0,GO:0035239,tube morphogenesis,M10111100,5,0
1,0,1,1,1,1,0,0,-2.5,0,-5.6,-3,-3.8,-2.3,0,0,GO:0036293,response to decreased oxygen levels,M10111100,5,0
1,0,1,1,1,1,0,0,-2,0,-2.4,-4.2,-5.7,-5.5,0,0,GO:0042327,positive regulation of phosphorylation,M10111100,5,0
1,1,0,0,1,1,0,1,-3.2,-2.1,0,0,-2.4,-3.3,0,-2.1,GO:0030323,respiratory tube development,M11001101,5,0
0,0,1,0,1,1,1,1,0,0,-3.5,0,-3.1,-2.6,-2.5,-4.5,GO:0061024,membrane organization,M00101111,5,0
1,1,0,1,0,1,0,1,-2.7,-2.3,0,-2.4,0,-2.7,0,-2.1,GO:0007423,sensory organ development,M11010101,5,0
0,1,1,1,0,1,0,1,0,-3.5,-2.6,-2.9,0,-5.1,0,-2.7,GO:1903829,positive regulation of protein localization,M01110101,5,0
0,0,1,0,1,1,1,1,0,0,-3.6,0,-6.9,-3,-3.2,-12,R-HSA-199991,Membrane Trafficking,M00101111,5,0
1,0,1,0,1,0,1,1,-3.1,0,-2.7,0,-4.2,0,-4,-12,GO:0006886,intracellular protein transport,M10101011,5,0
0,0,0,1,1,1,1,1,0,0,0,-3.6,-10,-3.6,-2.7,-2.1,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",M00011111,5,0
1,0,0,1,1,1,0,0,-5.3,0,0,-2,-2.7,-3.2,0,0,GO:0006979,response to oxidative stress,M10011100,4,0
0,0,1,1,1,1,0,0,0,0,-5,-2.4,-4.5,-5.5,0,0,GO:0120039,plasma membrane bounded cell projection morphogenesis,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-6,-5.5,-5.2,-3.8,0,0,GO:0043065,positive regulation of apoptotic process,M00111100,4,0
0,0,0,0,1,1,1,1,0,0,0,0,-2.6,-3.1,-2.2,-3,GO:0006986,response to unfolded protein,M00001111,4,0
0,1,0,1,1,1,0,0,0,-5.9,0,-4.3,-3,-3.7,0,0,M5906,HALLMARK ESTROGEN RESPONSE EARLY,M01011100,4,0
0,1,1,0,1,1,0,0,0,-2.4,-2.8,0,-4.3,-2.8,0,0,GO:0048568,embryonic organ development,M01101100,4,0
0,1,1,0,1,1,0,0,0,-2.2,-4.1,0,-2.9,-2.6,0,0,GO:0031667,response to nutrient levels,M01101100,4,0
0,0,1,1,1,1,0,0,0,0,-4.2,-3.9,-4.1,-9.5,0,0,GO:0031344,regulation of cell projection organization,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-4.6,-5.3,-15,-8.4,0,0,GO:0030335,positive regulation of cell migration,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-3.2,-2.6,-2.1,-3.3,0,0,GO:0031346,positive regulation of cell projection organization,M00111100,4,0
1,0,0,1,1,1,0,0,-2.6,0,0,-3.1,-3.2,-3.4,0,0,GO:0033674,positive regulation of kinase activity,M10011100,4,0
0,0,1,1,1,1,0,0,0,0,-4.2,-3.1,-4.3,-4,0,0,GO:0051129,negative regulation of cellular component organization,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-2.6,-2.8,-3.4,-5.3,0,0,GO:0043254,regulation of protein-containing complex assembly,M00111100,4,0
0,1,1,0,1,1,0,0,0,-3,-4.4,0,-4.1,-5.1,0,0,GO:0051336,regulation of hydrolase activity,M01101100,4,0
1,0,0,1,1,1,0,0,-4.4,0,0,-3,-3.8,-4.3,0,0,GO:0051338,regulation of transferase activity,M10011100,4,0
0,1,1,1,1,0,0,0,0,-2.1,-2.9,-2.6,-4.9,0,0,0,GO:0048545,response to steroid hormone,M01111000,4,0
1,0,0,1,1,1,0,0,-2.1,0,0,-5,-2.5,-3,0,0,GO:0071396,cellular response to lipid,M10011100,4,0
1,0,0,1,1,1,0,0,-4.7,0,0,-3.1,-4.1,-4.4,0,0,GO:0043549,regulation of kinase activity,M10011100,4,0
0,0,1,1,1,1,0,0,0,0,-4.3,-5,-14,-8,0,0,GO:2000147,positive regulation of cell motility,M00111100,4,0
1,1,0,0,0,0,1,1,-3.2,-6.9,0,0,0,0,-4.7,-3.7,GO:0043648,dicarboxylic acid metabolic process,M11000011,4,0
1,1,0,0,0,0,1,1,-6.6,-4.3,0,0,0,0,-4,-3.3,GO:0055086,nucleobase-containing small molecule metabolic process,M11000011,4,0
0,0,1,1,1,1,0,0,0,0,-5.7,-5.3,-5,-3.6,0,0,GO:0043068,positive regulation of programmed cell death,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-3.9,-2.1,-8.7,-5,0,0,WP5087,Pleural mesothelioma,M00111100,4,0
1,0,1,0,1,1,0,0,-3,0,-3.7,0,-5.7,-2.1,0,0,GO:0016331,morphogenesis of embryonic epithelium,M10101100,4,0
0,0,1,1,1,1,0,0,0,0,-4.3,-3.5,-4.2,-9.7,0,0,GO:0120035,regulation of plasma membrane bounded cell projection organization,M00111100,4,0
0,0,0,1,1,1,1,0,0,0,0,-4.3,-4.8,-4.5,-2.4,0,GO:2001233,regulation of apoptotic signaling pathway,M00011110,4,0
0,1,1,0,1,1,0,0,0,-2,-4.8,0,-3.2,-2.4,0,0,GO:0009991,response to extracellular stimulus,M01101100,4,0
0,0,0,0,1,1,1,1,0,0,0,0,-3.9,-2.7,-2.7,-4.2,GO:0035966,response to topologically incorrect protein,M00001111,4,0
0,0,1,0,1,0,1,1,0,0,-2.9,0,-13,0,-2.7,-5.5,GO:0001503,ossification,M00101011,4,0
0,0,0,1,1,1,0,1,0,0,0,-3.4,-15,-4.8,0,-2.9,GO:0097435,supramolecular fiber organization,M00011101,4,0
0,0,1,1,1,1,0,0,0,0,-5,-2.3,-4.5,-6,0,0,GO:0048858,cell projection morphogenesis,M00111100,4,0
0,1,1,0,0,1,0,1,0,-2.6,-2.3,0,0,-2,0,-2.2,M3468,NABA ECM REGULATORS,M01100101,4,0
0,0,1,1,1,1,0,0,0,0,-3.9,-2.8,-2.2,-2.2,0,0,GO:0071417,cellular response to organonitrogen compound,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-3.6,-3.3,-5.1,-7.4,0,0,GO:0031175,neuron projection development,M00111100,4,0
0,1,0,1,1,1,0,0,0,-3.2,0,-4.3,-14,-2.7,0,0,R-HSA-109582,Hemostasis,M01011100,4,0
0,0,1,1,1,1,0,0,0,0,-3.3,-2.8,-2.3,-4,0,0,GO:0006935,chemotaxis,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-2.2,-4.6,-5.4,-6,0,0,hsa04010,MAPK signaling pathway,M00111100,4,0
1,0,0,1,1,1,0,0,-4.5,0,0,-2.7,-6.5,-2.6,0,0,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,M10011100,4,0
1,0,0,0,1,0,1,1,-2.1,0,0,0,-2.1,0,-5.7,-6.6,GO:0034976,response to endoplasmic reticulum stress,M10001011,4,0
0,0,1,1,1,1,0,0,0,0,-3.3,-2.7,-2.2,-4,0,0,GO:0042330,taxis,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-2.2,-2.2,-3.6,-3.1,0,0,GO:0010035,response to inorganic substance,M00111100,4,0
1,0,0,1,1,1,0,0,-2.6,0,0,-3.1,-2.5,-3.1,0,0,GO:0051347,positive regulation of transferase activity,M10011100,4,0
0,0,1,1,1,1,0,0,0,0,-2.7,-10,-6.3,-4.5,0,0,M5902,HALLMARK APOPTOSIS,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-3.1,-3.2,-2.1,-4.3,0,0,GO:0040011,locomotion,M00111100,4,0
1,0,0,0,1,1,0,1,-3.7,0,0,0,-2,-2.6,0,-2.5,GO:0001654,eye development,M10001101,4,0
0,0,1,1,1,1,0,0,0,0,-4.4,-2.2,-6.7,-2.1,0,0,hsa04360,Axon guidance,M00111100,4,0
0,0,1,0,1,1,0,1,0,0,-3.4,0,-6.4,-3.1,0,-2.8,GO:0042692,muscle cell differentiation,M00101101,4,0
0,0,1,1,1,1,0,0,0,0,-2.8,-2.7,-4.6,-7.6,0,0,M5947,HALLMARK IL2 STAT5 SIGNALING,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-2.3,-4.6,-4.9,-5.5,0,0,GO:0001934,positive regulation of protein phosphorylation,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-3.9,-4.3,-4.2,-2.9,0,0,GO:1902903,regulation of supramolecular fiber organization,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-2.2,-2.1,-5.3,-2.3,0,0,hsa04151,PI3K-Akt signaling pathway,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-4.2,-5.6,-14,-7.8,0,0,GO:0040017,positive regulation of locomotion,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-2.8,-2.5,-4.5,-4.6,0,0,GO:0050770,regulation of axonogenesis,M00111100,4,0
1,0,0,1,1,1,0,0,-2.1,0,0,-5.6,-4.9,-2.7,0,0,GO:0050920,regulation of chemotaxis,M10011100,4,0
0,0,1,1,1,1,0,0,0,0,-2.6,-4.2,-6.7,-4.1,0,0,GO:0043410,positive regulation of MAPK cascade,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-5.6,-5.5,-4.9,-5.8,0,0,GO:0008285,negative regulation of cell population proliferation,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-2.1,-2.4,-3.8,-2.3,0,0,GO:0070372,regulation of ERK1 and ERK2 cascade,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-3.3,-4.5,-8.5,-5,0,0,GO:0043408,regulation of MAPK cascade,M00111100,4,0
0,1,1,0,1,0,0,1,0,-2.3,-2.6,0,-3.1,0,0,-3.2,GO:0072001,renal system development,M01101001,4,0
0,0,1,1,1,1,0,0,0,0,-3.4,-3.7,-7.1,-3,0,0,GO:0060485,mesenchyme development,M00111100,4,0
0,1,1,1,1,0,0,0,0,-2,-2.9,-2.3,-4.7,0,0,0,GO:0032231,regulation of actin filament bundle assembly,M01111000,4,0
0,0,1,1,1,1,0,0,0,0,-4.8,-3.2,-7.4,-4.2,0,0,GO:0032535,regulation of cellular component size,M00111100,4,0
1,0,1,0,1,1,0,0,-3,0,-3.7,0,-4.8,-2.7,0,0,GO:0035148,tube formation,M10101100,4,0
0,0,1,1,1,1,0,0,0,0,-4.5,-2.4,-3.4,-5.6,0,0,GO:0048812,neuron projection morphogenesis,M00111100,4,0
1,1,1,0,1,0,0,0,-3.2,-5.3,-2.2,0,-2,0,0,0,GO:0006790,sulfur compound metabolic process,M11101000,4,0
0,0,1,0,1,1,0,1,0,0,-3,0,-3.4,-2.7,0,-2.9,GO:0051146,striated muscle cell differentiation,M00101101,4,0
1,0,0,1,1,1,0,0,-2.6,0,0,-2.7,-21,-4.5,0,0,GO:0001568,blood vessel development,M10011100,4,0
1,1,0,0,0,0,1,1,-6,-3.4,0,0,0,0,-7.4,-11,GO:1901137,carbohydrate derivative biosynthetic process,M11000011,4,0
0,0,1,1,1,1,0,0,0,0,-4,-3.5,-8.8,-5.6,0,0,GO:0045785,positive regulation of cell adhesion,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-5.6,-3.4,-8.2,-5.4,0,0,GO:0048598,embryonic morphogenesis,M00111100,4,0
1,0,1,0,1,1,0,0,-4,0,-4.7,0,-4,-5.3,0,0,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,M10101100,4,0
1,0,0,1,1,1,0,0,-4.5,0,0,-2.9,-8.8,-6.1,0,0,GO:0071363,cellular response to growth factor stimulus,M10011100,4,0
0,0,1,0,1,1,0,1,0,0,-2.9,0,-8.6,-4.3,0,-8.7,GO:0001501,skeletal system development,M00101101,4,0
0,0,1,0,1,1,0,1,0,0,-3.2,0,-12,-4.1,0,-3.4,GO:0061061,muscle structure development,M00101101,4,0
1,1,0,0,0,0,1,1,-2.9,-7.3,0,0,0,0,-3.4,-2.5,hsa01240,Biosynthesis of cofactors,M11000011,4,0
1,0,1,0,1,1,0,0,-7.1,0,-4.7,0,-11,-7.2,0,0,GO:0007167,enzyme-linked receptor protein signaling pathway,M10101100,4,0
1,1,0,0,0,0,1,1,-5,-2.1,0,0,0,0,-4,-2.1,GO:0005975,carbohydrate metabolic process,M11000011,4,0
1,1,1,1,0,0,0,0,-5.8,-3.5,-3.2,-3,0,0,0,0,R-HSA-556833,Metabolism of lipids,M11110000,4,0
0,0,1,0,1,1,0,1,0,0,-4.1,0,-9.8,-3.5,0,-2.9,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,M00101101,4,0
1,0,0,1,1,1,0,0,-3,0,0,-2.1,-6,-4.6,0,0,GO:0003007,heart morphogenesis,M10011100,4,0
1,0,1,0,1,1,0,0,-2.6,0,-2.5,0,-7.9,-4.2,0,0,GO:0048762,mesenchymal cell differentiation,M10101100,4,0
1,0,0,1,1,1,0,0,-2.3,0,0,-2.7,-2.9,-2.2,0,0,GO:0071900,regulation of protein serine/threonine kinase activity,M10011100,4,0
0,0,1,1,1,1,0,0,0,0,-2.1,-5.6,-15,-5.6,0,0,GO:0030029,actin filament-based process,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-2.8,-3.9,-2.7,-2.8,0,0,GO:0044089,positive regulation of cellular component biogenesis,M00111100,4,0
0,1,1,0,0,0,1,1,0,-2.6,-3.9,0,0,0,-7.9,-5.4,GO:0051604,protein maturation,M01100011,4,0
0,0,1,1,1,1,0,0,0,0,-3.6,-4.9,-4.2,-2.7,0,0,GO:0110053,regulation of actin filament organization,M00111100,4,0
0,0,1,0,1,1,0,1,0,0,-2.2,0,-2,-3.9,0,-2.8,GO:0070201,regulation of establishment of protein localization,M00101101,4,0
0,0,1,1,1,1,0,0,0,0,-3.4,-5.1,-4.3,-5.2,0,0,GO:0032970,regulation of actin filament-based process,M00111100,4,0
0,0,0,1,1,1,0,1,0,0,0,-6.3,-9.5,-6.5,0,-3.2,GO:0098609,cell-cell adhesion,M00011101,4,0
1,1,0,0,1,1,0,0,-3.2,-2.1,0,0,-2.5,-2.7,0,0,GO:0030324,lung development,M11001100,4,0
0,0,1,1,1,1,0,0,0,0,-4.3,-3.8,-5.3,-7.4,0,0,GO:0032989,cellular anatomical entity morphogenesis,M00111100,4,0
1,0,1,1,1,0,0,0,-2.6,0,-5.2,-3.1,-3.9,0,0,0,GO:0001666,response to hypoxia,M10111000,4,0
0,0,1,1,1,1,0,0,0,0,-3.9,-4.8,-4.1,-5.2,0,0,GO:0032956,regulation of actin cytoskeleton organization,M00111100,4,0
0,0,1,0,1,0,1,1,0,0,-3,0,-7.9,0,-2.7,-2,GO:0001649,osteoblast differentiation,M00101011,4,0
0,0,1,1,1,1,0,0,0,0,-3.6,-3.2,-4.2,-5.1,0,0,GO:0051493,regulation of cytoskeleton organization,M00111100,4,0
1,0,0,1,1,0,0,1,-2.3,0,0,-2.6,-4.8,0,0,-3.4,M5942,HALLMARK UV RESPONSE DN,M10011001,4,0
0,0,1,1,1,1,0,0,0,0,-2.7,-2,-4.2,-9.9,0,0,GO:0010975,regulation of neuron projection development,M00111100,4,0
1,1,0,0,0,1,1,0,-3.4,-3.6,0,0,0,-2.3,-3.1,0,GO:1901617,organic hydroxy compound biosynthetic process,M11000110,4,0
1,0,0,1,1,1,0,0,-2.9,0,0,-3.6,-4,-4.6,0,0,GO:0045859,regulation of protein kinase activity,M10011100,4,0
1,0,0,1,1,1,0,0,-2.9,0,0,-2.5,-22,-4.8,0,0,GO:0001944,vasculature development,M10011100,4,0
0,1,0,1,1,1,0,0,0,-2.5,0,-2.7,-4.1,-2.9,0,0,GO:0048871,multicellular organismal-level homeostasis,M01011100,4,0
0,0,1,1,1,1,0,0,0,0,-2.2,-3.2,-7.4,-6.1,0,0,hsa05200,Pathways in cancer,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-2.3,-2.6,-7.8,-4.3,0,0,GO:0010720,positive regulation of cell development,M00111100,4,0
1,0,0,1,1,1,0,0,-4.3,0,0,-2.7,-9.1,-5.7,0,0,GO:0070848,response to growth factor,M10011100,4,0
0,0,1,1,1,1,0,0,0,0,-6.5,-3.3,-6.9,-5.2,0,0,GO:0090066,regulation of anatomical structure size,M00111100,4,0
1,0,0,1,1,1,0,0,-3,0,0,-2.9,-3,-3.7,0,0,R-HSA-5683057,MAPK family signaling cascades,M10011100,4,0
0,0,1,0,1,1,0,0,0,0,-2.4,0,-5.8,-3.4,0,0,GO:0048863,stem cell differentiation,M00101100,3,0
0,0,0,1,1,1,0,0,0,0,0,-3,-3.8,-3.9,0,0,GO:0097190,apoptotic signaling pathway,M00011100,3,0
0,0,1,0,1,0,0,1,0,0,-2.7,0,-3.2,0,0,-3.3,GO:0001822,kidney development,M00101001,3,0
0,0,0,1,1,1,0,0,0,0,0,-2,-3,-6.7,0,0,M5939,HALLMARK P53 PATHWAY,M00011100,3,0
0,1,0,0,0,0,1,1,0,-2,0,0,0,0,-8.3,-2.8,R-HSA-72766,Translation,M01000011,3,0
1,1,0,0,0,0,1,0,-4.8,-3.4,0,0,0,0,-2.4,0,GO:0009259,ribonucleotide metabolic process,M11000010,3,0
0,0,0,1,0,0,1,1,0,0,0,-2.7,0,0,-5,-12,GO:0009101,glycoprotein biosynthetic process,M00010011,3,0
1,0,1,0,0,1,0,0,-2.3,0,-2.1,0,0,-2.5,0,0,GO:0006468,protein phosphorylation,M10100100,3,0
0,0,0,1,1,1,0,0,0,0,0,-5.3,-2.8,-6.7,0,0,GO:0002694,regulation of leukocyte activation,M00011100,3,0
1,1,0,0,0,0,1,0,-2.3,-5.1,0,0,0,0,-5.9,0,GO:0046394,carboxylic acid biosynthetic process,M11000010,3,0
1,1,0,0,0,0,1,0,-3.2,-2.4,0,0,0,0,-9.2,0,GO:0006518,peptide metabolic process,M11000010,3,0
0,0,0,1,1,1,0,0,0,0,0,-22,-20,-22,0,0,M5890,HALLMARK TNFA SIGNALING VIA NFKB,M00011100,3,0
0,0,0,1,1,1,0,0,0,0,0,-14,-4.9,-16,0,0,R-HSA-1280215,Cytokine Signaling in Immune system,M00011100,3,0
0,1,0,0,0,0,1,1,0,-3.8,0,0,0,0,-3.9,-3.2,WP5220,Metabolic reprogramming in pancreatic cancer,M01000011,3,0
0,0,1,1,0,1,0,0,0,0,-3.5,-6.7,0,-2.6,0,0,GO:0009615,response to virus,M00110100,3,0
1,0,0,1,1,0,0,0,-3.6,0,0,-2.4,-7.2,0,0,0,GO:0071560,cellular response to transforming growth factor beta stimulus,M10011000,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.2,-2.5,-4.8,0,0,R-HSA-109581,Apoptosis,M00011100,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.8,-4.6,-3.1,0,0,GO:1903706,regulation of hemopoiesis,M00011100,3,0
1,1,0,0,0,0,1,0,-11,-10,0,0,0,0,-2.5,0,GO:0016054,organic acid catabolic process,M11000010,3,0
0,0,1,1,0,1,0,0,0,0,-3.5,-4.4,0,-3.1,0,0,GO:0002253,activation of immune response,M00110100,3,0
1,1,0,0,0,0,0,1,-5.3,-3.1,0,0,0,0,0,-2,GO:0034440,lipid oxidation,M11000001,3,0
0,0,1,1,0,1,0,0,0,0,-3,-3.8,0,-5.9,0,0,GO:0045087,innate immune response,M00110100,3,0
1,0,1,0,1,0,0,0,-3.8,0,-3.9,0,-4.8,0,0,0,GO:0001841,neural tube formation,M10101000,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.9,-4.3,-3.1,0,0,WP4541,Hippo Merlin signaling dysregulation,M00011100,3,0
0,0,1,1,0,1,0,0,0,0,-2.5,-5.4,0,-5.8,0,0,GO:0045088,regulation of innate immune response,M00110100,3,0
1,1,0,0,0,0,1,0,-5.8,-8.4,0,0,0,0,-3,0,GO:0006066,alcohol metabolic process,M11000010,3,0
0,0,0,1,1,1,0,0,0,0,0,-4.8,-3.4,-4.3,0,0,GO:0030856,regulation of epithelial cell differentiation,M00011100,3,0
0,0,1,0,1,1,0,0,0,0,-2.8,0,-5.5,-3,0,0,GO:0051962,positive regulation of nervous system development,M00101100,3,0
0,0,1,1,0,1,0,0,0,0,-2.6,-5.3,0,-5.7,0,0,GO:0050778,positive regulation of immune response,M00110100,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.6,-3,-3.4,0,0,GO:0045860,positive regulation of protein kinase activity,M00011100,3,0
0,0,1,0,1,1,0,0,0,0,-2.2,0,-4.6,-3.6,0,0,hsa05131,Shigellosis,M00101100,3,0
1,0,0,0,0,1,0,1,-3.7,0,0,0,0,-3.5,0,-2.5,GO:0150063,visual system development,M10000101,3,0
0,0,1,0,1,1,0,0,0,0,-3.7,0,-4.6,-2.4,0,0,GO:0040008,regulation of growth,M00101100,3,0
0,0,0,1,1,1,0,0,0,0,0,-5.3,-2.2,-5.3,0,0,GO:0051249,regulation of lymphocyte activation,M00011100,3,0
1,0,0,1,1,0,0,0,-3.5,0,0,-2.3,-7.1,0,0,0,GO:0071559,response to transforming growth factor beta,M10011000,3,0
1,0,1,0,1,0,0,0,-3.2,0,-4.2,0,-4.1,0,0,0,GO:0060606,tube closure,M10101000,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.9,-6.3,-3.1,0,0,GO:0031032,actomyosin structure organization,M00011100,3,0
0,0,0,1,1,1,0,0,0,0,0,-3,-2.7,-3.7,0,0,M153,PID P75 NTR PATHWAY,M00011100,3,0
1,1,0,0,0,0,1,0,-3.2,-5.8,0,0,0,0,-7,0,WP3925,Amino acid metabolism,M11000010,3,0
0,0,1,0,1,1,0,0,0,0,-2.5,0,-4.3,-2.6,0,0,GO:0071496,cellular response to external stimulus,M00101100,3,0
0,0,1,0,1,1,0,0,0,0,-9.7,0,-3.9,-4.9,0,0,GO:0060322,head development,M00101100,3,0
0,1,1,0,0,1,0,0,0,-4,-2.3,0,0,-2.2,0,0,GO:1903078,positive regulation of protein localization to plasma membrane,M01100100,3,0
1,0,1,0,1,0,0,0,-2.7,0,-4,0,-2.7,0,0,0,GO:0010564,regulation of cell cycle process,M10101000,3,0
0,0,1,0,1,1,0,0,0,0,-2.2,0,-6.3,-2.5,0,0,GO:0050769,positive regulation of neurogenesis,M00101100,3,0
0,0,1,0,1,1,0,0,0,0,-4.7,0,-6.1,-5.2,0,0,GO:0051960,regulation of nervous system development,M00101100,3,0
0,0,1,0,1,1,0,0,0,0,-2.7,0,-5.1,-2.5,0,0,GO:0044092,negative regulation of molecular function,M00101100,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.5,-4.9,-2.1,0,0,hsa05418,Fluid shear stress and atherosclerosis,M00011100,3,0
0,0,1,1,1,0,0,0,0,0,-2.6,-2.1,-2.6,0,0,0,GO:0030278,regulation of ossification,M00111000,3,0
0,0,0,1,1,1,0,0,0,0,0,-4.3,-2.9,-4,0,0,GO:0002573,myeloid leukocyte differentiation,M00011100,3,0
1,1,0,0,0,0,1,0,-2.3,-5.2,0,0,0,0,-6.2,0,M5934,HALLMARK XENOBIOTIC METABOLISM,M11000010,3,0
1,1,1,0,0,0,0,0,-2.2,-2.3,-3.2,0,0,0,0,0,WP4352,Ciliary landscape,M11100000,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.7,-12,-2.5,0,0,WP306,Focal adhesion,M00011100,3,0
0,0,0,1,1,1,0,0,0,0,0,-4.8,-3.4,-6.5,0,0,GO:0050865,regulation of cell activation,M00011100,3,0
0,0,0,1,1,1,0,0,0,0,0,-6.1,-2.3,-10,0,0,M5932,HALLMARK INFLAMMATORY RESPONSE,M00011100,3,0
1,1,0,0,0,0,1,0,-6,-4.5,0,0,0,0,-2.7,0,GO:0006753,nucleoside phosphate metabolic process,M11000010,3,0
1,0,0,0,1,1,0,0,-2.8,0,0,0,-2.2,-3.6,0,0,R-HSA-5684996,MAPK1/MAPK3 signaling,M10001100,3,0
0,0,0,1,1,1,0,0,0,0,0,-4.4,-3.7,-4.3,0,0,GO:0032102,negative regulation of response to external stimulus,M00011100,3,0
0,1,0,0,1,1,0,0,0,-2,0,0,-4.7,-2.6,0,0,hsa05226,Gastric cancer,M01001100,3,0
