GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
TRR01270,Regulated by: SRF,0.0,0.0,0.0,0.0,-4.412965282694912,0.0,0.0,0.0
TRR01243,Regulated by: SNAI1,0.0,0.0,0.0,0.0,-4.021889690596566,0.0,0.0,0.0
TRR01235,Regulated by: SMAD3,0.0,0.0,0.0,0.0,-5.02741172746605,0.0,0.0,0.0
TRR01513,Regulated by: USF2,0.0,0.0,0.0,0.0,-4.099419657975252,0.0,0.0,0.0
TRR01236,Regulated by: SMAD4,0.0,0.0,0.0,0.0,-8.267515650875145,0.0,0.0,0.0
TRR01529,Regulated by: WT1,0.0,0.0,0.0,0.0,-3.7032600342563837,0.0,0.0,0.0
TRR00647,Regulated by: JUND,0.0,0.0,0.0,0.0,-3.6810968879480184,0.0,0.0,0.0
TRR00011,Regulated by: AR,0.0,0.0,0.0,0.0,-4.692311547803139,-2.6888626199968724,0.0,0.0
TRR00111,Regulated by: CEBPD,0.0,0.0,0.0,0.0,0.0,-4.041551385462364,0.0,0.0
TRR00678,Regulated by: KLF8,0.0,0.0,0.0,0.0,0.0,-5.58024795552665,0.0,0.0
TRR01264,Regulated by: SPI1,0.0,0.0,0.0,0.0,0.0,-3.843153538398867,0.0,0.0
TRR01239,Regulated by: SMARCA4,0.0,0.0,0.0,-4.1515182202562375,0.0,0.0,0.0,0.0
TRR01275,Regulated by: STAT1,0.0,0.0,0.0,-5.534621220915517,0.0,0.0,0.0,0.0
TRR01062,Regulated by: PPARG,0.0,0.0,0.0,-4.951552155807292,0.0,0.0,0.0,0.0
TRR01256,Regulated by: SP1,0.0,0.0,0.0,-2.6579575771260955,-6.074763256420932,-3.0761957325132268,0.0,0.0
TRR01400,Regulated by: TFAP2A,0.0,0.0,0.0,-3.7782150993231762,-2.4598509319999766,-2.52177742589278,0.0,0.0
TRR01158,Regulated by: RELA,0.0,0.0,0.0,-11.175961888330308,-4.89869270227957,-9.697898659692976,0.0,0.0
TRR00875,Regulated by: NFKB1,0.0,0.0,0.0,-11.047597869363594,-5.554347937009172,-8.779689902734368,0.0,0.0
TRR01277,Regulated by: STAT3,0.0,0.0,0.0,-6.9900028881743355,-6.237379177705575,-4.48525639678564,0.0,0.0
TRR00645,Regulated by: JUN,0.0,-2.2884046467215042,0.0,-2.291135532771024,-5.0820071259851085,-6.654927395441611,0.0,0.0
