_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,1,0,0,0,0,0,0,-3.5,-36,0,0,0,0,0,0,PGB:00001,M11000000,2,0,PaGenBase,36,Tissue-specific: liver,,-36,7.5,19,30293,692,367,63,17,2,13|126|173|259|335|338|350|433|435|729|949|1244|1468|1892|1962|2168|2330|2620|2690|2705|2731|3026|3158|3171|3248|3336|3698|4547|5005|5053|5345|5625|5959|6519|6819|7032|7274|7366|8431|8501|9032|9942|10247|10840|10841|11001|11199|11309|22977|23464|27165|29974|51085|51156|63910|79814|92840|133686|145226|196410|255738|256394|257407,AADAC|ADH1C|AFM|AMBP|APOA1|APOB|APOH|ASGR2|ASL|C6|SCARB1|ABCC2|SLC25A10|ECHS1|EHHADH|FABP1|FMO5|GAS2|GHR|GJB1|GLDC|HABP2|HMGCS2|FOXA3|HPGD|HSPE1|ITIH2|MTTP|ORM2|PAH|SERPINF2|PRODH|RDH5|SLC3A1|SULT1C2|TFF2|TTPA|UGT2B15|NR0B2|SLC43A1|TM4SF5|XYLB|RIDA|ALDH1L1|FTCD|SLC27A2|ANXA10|SLCO2B1|AKR7A3|GCAT|GLS2|A1CF|MLXIPL|SERPINA10|SLC17A9|AGMAT|REEP6|NADK2|RDH12|TMT1B|PCSK9|SERPINA11|C2orf72,-32,0
1,1,0,0,0,0,0,0,-6.6,-23,0,0,0,0,0,0,PGB:00002,M11000000,2,0,PaGenBase,36,Cell-specific: HEPG2,,-23,7.8,16,30293,425,367,40,11,1.6,174|259|335|338|350|364|433|444|1184|1244|1543|1733|1852|2168|2330|2620|2705|2731|2747|2813|2938|2939|3698|4072|4547|5053|5174|5345|5625|6817|7032|7276|7429|8416|8431|9032|9942|10551|29974|257407,AFP|AMBP|APOA1|APOB|APOH|AQP7|ASGR2|ASPH|CLCN5|ABCC2|CYP1A1|DIO1|DUSP9|FABP1|FMO5|GAS2|GJB1|GLDC|GLUD2|GP2|GSTA1|GSTA2|ITIH2|EPCAM|MTTP|PAH|PDZK1|SERPINF2|PRODH|SULT1A1|TFF2|TTR|VIL1|ANXA9|NR0B2|TM4SF5|XYLB|AGR2|A1CF|C2orf72,-19,0
0,0,0,0,1,0,0,1,0,0,0,0,-12,0,0,-3.6,PGB:00120,M00001001,2,0,PaGenBase,36,Cell-specific: Cardiac Myocytes,,-12,24,16,30293,60,234,11,4.7,1.4,633|1000|1397|1490|1906|2335|5054|7057|7168|25937|27295,BGN|CDH2|CRIP2|CCN2|EDN1|FN1|SERPINE1|THBS1|TPM1|WWTR1|PDLIM3,-9.1,0
0,0,0,0,1,0,0,1,0,0,0,0,-11,0,0,-6.3,PGB:00015,M00001001,2,0,PaGenBase,36,Tissue-specific: Smooth Muscle,,-11,15,13,30293,103,234,12,5.1,1.4,1000|5054|5743|7042|7045|7057|7171|9645|11010|25932|64943|81688,CDH2|SERPINE1|PTGS2|TGFB2|TGFBI|THBS1|TPM4|MICAL2|GLIPR1|CLIC4|NT5DC2|C6orf62,-7.9,0
0,1,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,PGB:00078,M01000000,1,0,PaGenBase,36,Cell-specific: liver cell,,-10,12,11,30293,91,367,13,3.5,0.96,2|174|259|335|338|350|2168|2330|3698|4547|5005|7276|9032,A2M|AFP|AMBP|APOA1|APOB|APOH|FABP1|FMO5|ITIH2|MTTP|ORM2|TTR|TM4SF5,-7.5,0
0,0,0,1,1,1,0,0,0,0,0,-3.6,-3.2,-8.8,0,0,PGB:00081,M00011100,3,0,PaGenBase,36,Cell-specific: Bronchial Epithelial Cells,,-8.8,8.4,9.6,30293,137,370,14,3.8,0.99,780|1212|1824|2810|3321|3552|3675|4070|6273|6692|8626|23650|81706|347735,DDR1|CLTB|DSC2|SFN|IGSF3|IL1A|ITGA3|TACSTD2|S100A2|SPINT1|TP63|TRIM29|PPP1R14C|SERINC2,-6.4,0
0,1,0,0,0,0,0,0,0,-8.2,0,0,0,0,0,0,PGB:00008,M01000000,1,0,PaGenBase,36,Tissue-specific: small intestine,,-8.2,8.4,9.3,30293,128,367,13,3.5,0.96,13|3174|4224|4547|4640|4922|7429|9032|54810|57016|79154|79908|83998,AADAC|HNF4G|MEP1A|MTTP|MYO1A|NTS|VIL1|TM4SF5|GIPC2|AKR1B10|DHRS11|BTNL8|REG4,-5.9,0
0,1,0,0,0,0,0,0,0,-8.1,0,0,0,0,0,0,PGB:00004,M01000000,1,0,PaGenBase,36,Tissue-specific: kidney,,-8.1,4.1,7.6,30293,483,367,24,6.5,1.3,760|1184|1644|1733|1852|1962|2731|2938|2939|5174|5625|6519|6819|8645|9071|9942|10451|10841|11001|55195|222643|256764|284422|353189,CA2|CLCN5|DDC|DIO1|DUSP9|EHHADH|GLDC|GSTA1|GSTA2|PDZK1|PRODH|SLC3A1|SULT1C2|KCNK5|CLDN10|XYLB|VAV3|FTCD|SLC27A2|CCDC198|UNC5CL|WDR72|SMIM24|SLCO4C1,-5.9,0
0,0,0,1,1,0,0,1,0,0,0,-2,-4.9,0,0,-6.7,PGB:00067,M00011001,3,0,PaGenBase,36,Cell-specific: Brain cell,,-6.7,13,9.4,30293,67,281,8,2.8,0.99,1278|1290|2200|4015|4052|10631|64131|64746,COL1A2|COL5A2|FBN1|LOX|LTBP1|POSTN|XYLT1|ACBD3,-4.7,0
0,1,0,0,0,0,0,0,0,-6.7,0,0,0,0,0,0,PGB:00007,M01000000,1,0,PaGenBase,36,Tissue-specific: colon,,-6.7,4.4,7,30293,338,367,18,4.9,1.1,430|760|3110|4224|4640|7015|7033|7103|7429|9914|10551|27134|51085|56649|79170|83998|140893|401546,ASCL2|CA2|MNX1|MEP1A|MYO1A|TERT|TFF3|TSPAN8|VIL1|ATP2C2|AGR2|TJP3|MLXIPL|TMPRSS4|PRR15L|REG4|RBBP8NL|C9orf152,-4.7,0
