_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,0,1,1,1,0,0,0,0,0,-11,-4.9,-9.7,0,0,TRR01158,M00011100,3,0,TRRUST,34,Regulated by: RELA,,-11,8.4,11,30293,334,194,18,9.3,2.1,595|602|1435|2919|3162|3383|3659|5698|5734|6277|6648|6737|6892|8837|9021|9536|10018|51343,CCND1|BCL3|CSF1|CXCL1|HMOX1|ICAM1|IRF1|PSMB9|PTGER4|S100A6|SOD2|TRIM21|TAPBP|CFLAR|SOCS3|PTGES|BCL2L11|FZR1,-8.4,0
0,0,0,1,1,1,0,0,0,0,0,-11,-5.6,-8.8,0,0,TRR00875,M00011100,3,0,TRRUST,34,Regulated by: NFKB1,,-11,8.3,11,30293,340,194,18,9.3,2.1,595|602|1435|2919|3162|3383|3659|5698|5734|6277|6648|6737|6892|8837|9021|9536|10018|51343,CCND1|BCL3|CSF1|CXCL1|HMOX1|ICAM1|IRF1|PSMB9|PTGER4|S100A6|SOD2|TRIM21|TAPBP|CFLAR|SOCS3|PTGES|BCL2L11|FZR1,-8.3,0
0,0,0,0,1,0,0,0,0,0,0,0,-8.3,0,0,0,TRR01236,M00001000,1,0,TRRUST,34,Regulated by: SMAD4,,-8.3,27,13,30293,33,234,7,3,1.1,1030|3371|4092|5054|6498|7040|10272,CDKN2B|TNC|SMAD7|SERPINE1|SKIL|TGFB1|FSTL3,-6,0
0,0,0,1,1,1,0,0,0,0,0,-7,-6.2,-4.5,0,0,TRR01277,M00011100,3,0,TRRUST,34,Regulated by: STAT3,,-7,9.6,8.9,30293,162,194,10,5.2,1.6,595|3162|3383|3659|4615|8462|8837|9021|9590|51343,CCND1|HMOX1|ICAM1|IRF1|MYD88|KLF11|CFLAR|SOCS3|AKAP12|FZR1,-4.9,0
0,1,0,1,1,1,0,0,0,-2.3,0,-2.3,-5.1,-6.7,0,0,TRR00645,M01011100,4,0,TRRUST,34,Regulated by: JUN,,-6.7,6.2,7.6,30293,172,370,13,3.5,0.96,374|467|1437|3552|3732|4316|4318|4321|5021|5327|7124|8851|51561,AREG|ATF3|CSF2|IL1A|CD82|MMP7|MMP9|MMP12|OXTR|PLAT|TNF|CDK5R1|IL23A,-4.6,0
0,0,0,1,1,1,0,0,0,0,0,-2.7,-6.1,-3.1,0,0,TRR01256,M00011100,3,0,TRRUST,34,Regulated by: SP1,,-6.1,4.2,6.5,30293,526,234,17,7.3,1.7,317|1000|1030|1277|1311|1490|3371|3480|3685|4017|5054|5329|5743|7040|8879|56034|147040,APAF1|CDH2|CDKN2B|COL1A1|COMP|CCN2|TNC|IGF1R|ITGAV|LOXL2|SERPINE1|PLAUR|PTGS2|TGFB1|SGPL1|PDGFC|KCTD11,-4.2,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-5.6,0,0,TRR00678,M00000100,1,0,TRRUST,34,Regulated by: KLF8,,-5.6,36,12,30293,9,370,4,1.1,0.54,999|4318|6581|7431,CDH1|MMP9|SLC22A3|VIM,-3.8,0
0,0,0,1,0,0,0,0,0,0,0,-5.5,0,0,0,0,TRR01275,M00010000,1,0,TRRUST,34,Regulated by: STAT1,,-5.5,11,8.2,30293,96,194,7,3.6,1.3,3133|3162|3383|3659|5698|9021|27151,HLA-E|HMOX1|ICAM1|IRF1|PSMB9|SOCS3|CPAMD8,-3.8,0
0,0,0,0,1,0,0,0,0,0,0,0,-5,0,0,0,TRR01235,M00001000,1,0,TRRUST,34,Regulated by: SMAD3,,-5,17,8.9,30293,37,234,5,2.1,0.95,3371|4092|5054|7040|10272,TNC|SMAD7|SERPINE1|TGFB1|FSTL3,-3.4,0
0,0,0,1,0,0,0,0,0,0,0,-5,0,0,0,0,TRR01062,M00010000,1,0,TRRUST,34,Regulated by: PPARG,,-5,12,7.8,30293,78,194,6,3.1,1.2,595|857|1435|3162|3383|8837,CCND1|CAV1|CSF1|HMOX1|ICAM1|CFLAR,-3.4,0
