GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
M39135,AIZARANI LIVER C39 EPCAM POS BILE DUCT CELLS 4,0.0,0.0,0.0,-9.646856661919982,-16.639368068911942,-13.870262064820983,0.0,0.0
M41697,TRAVAGLINI LUNG EREG DENDRITIC CELL,0.0,0.0,0.0,-9.733128615904151,-17.492871049659563,-9.731893329090763,0.0,0.0
M41716,FAN OVARY CL14 MATURE SMOOTH MUSCLE CELL,0.0,0.0,0.0,-6.993803414674856,-24.69450166412991,-4.556176392148354,0.0,0.0
M41691,TRAVAGLINI LUNG PLATELET MEGAKARYOCYTE CELL,0.0,0.0,0.0,-2.7268592924859254,-15.154817381282111,-4.1986965184177,0.0,0.0
M39176,MURARO PANCREAS ENDOTHELIAL CELL,0.0,0.0,-3.1333087872332204,-7.844937722540319,-16.988093287155625,-7.576548644796417,0.0,0.0
M41700,TRAVAGLINI LUNG OLR1 CLASSICAL MONOCYTE CELL,0.0,0.0,0.0,-20.96506492204708,-25.75989551076,-23.263456831137407,0.0,-2.462410786118775
M41669,TRAVAGLINI LUNG BRONCHIAL VESSEL 2 CELL,0.0,0.0,0.0,0.0,-15.506603969670081,-4.466499383675113,0.0,-2.975503504065529
M39050,MANNO MIDBRAIN NEUROTYPES HPERIC,0.0,0.0,-11.392693729285176,-10.199230759809515,-20.42094921245955,-6.691932312974534,0.0,-4.217786200146707
M41659,TRAVAGLINI LUNG ALVEOLAR EPITHELIAL TYPE 1 CELL,0.0,0.0,-4.484285770038029,-4.31689296131842,-21.48442228890326,-7.029151398223059,0.0,-4.079147988867043
M39175,MURARO PANCREAS MESENCHYMAL STROMAL CELL,-2.6032177303450856,0.0,-2.4194101930724035,-4.447166605387881,-53.75165208571965,-4.889764509808969,0.0,-19.867684158716227
M39264,HU FETAL RETINA FIBROBLAST,-2.505553161026407,0.0,-13.518736384708685,-9.242556898354383,-18.419670738719148,0.0,0.0,-9.15516648576336
M39174,MURARO PANCREAS ACINAR CELL,-8.54508260935963,-3.1689012260190155,-3.2779739548116793,-10.182940051432405,-7.171210884211673,-17.496827636643093,-4.809636310759977,-3.735468903721633
M39115,AIZARANI LIVER C11 HEPATOCYTES 1,-5.417138021011758,-26.660806950606567,0.0,0.0,0.0,0.0,0.0,0.0
M40276,DESCARTES FETAL PLACENTA AFP ALB POSITIVE CELLS,-5.117403998534901,-21.54047637929634,0.0,0.0,0.0,0.0,0.0,0.0
M40287,DESCARTES FETAL SPLEEN AFP ALB POSITIVE CELLS,-7.554234287391166,-22.807085793951494,0.0,0.0,0.0,0.0,0.0,0.0
M39118,AIZARANI LIVER C14 HEPATOCYTES 2,-4.958676452666668,-16.167242537295778,0.0,0.0,0.0,0.0,0.0,0.0
M40028,BUSSLINGER DUODENAL LATE IMMATURE ENTEROCYTES,-5.902700819775656,-19.936036696794485,0.0,0.0,0.0,0.0,0.0,0.0
M40234,DESCARTES FETAL LIVER HEPATOBLASTS,-2.7406403529927466,-44.11188035374776,0.0,0.0,0.0,0.0,0.0,0.0
M40027,BUSSLINGER DUODENAL EARLY IMMATURE ENTEROCYTES,-2.733895910947407,-15.841489975374005,-2.798240533260627,0.0,0.0,0.0,0.0,0.0
M40212,DESCARTES FETAL INTESTINE INTESTINAL EPITHELIAL CELLS,0.0,-25.615287097353583,0.0,0.0,0.0,0.0,0.0,0.0
