GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
GO:0007423,sensory organ development,-2.7258555784350484,-2.29525991799511,0.0,-2.3630172437373047,0.0,-2.651151866364382,0.0,-2.0814403657072424
GO:1903829,positive regulation of protein localization,0.0,-3.5323124589166226,-2.554178250262048,-2.9431508856522663,0.0,-5.053338657281276,0.0,-2.714467467124234
GO:0048732,gland development,-3.300471457583856,-4.130668579231793,0.0,-4.66655183318646,-2.727094725564483,-5.212472718639631,-2.260221701200499,0.0
GO:0032103,positive regulation of response to external stimulus,0.0,0.0,-4.807021327401071,-8.411313635821825,0.0,-6.914440025594111,0.0,0.0
GO:0071345,cellular response to cytokine stimulus,0.0,0.0,0.0,-6.5108889668435195,0.0,-8.545885693940146,0.0,0.0
M5913,HALLMARK INTERFERON GAMMA RESPONSE,0.0,0.0,-2.7576299966531987,-13.779639955397883,0.0,0.0,0.0,0.0
GO:0071363,cellular response to growth factor stimulus,-4.544765778969802,0.0,0.0,-2.8964295795994492,-8.769410715019337,-6.111814327000909,0.0,0.0
R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,-4.460126861302519,0.0,0.0,-2.698674944957494,-6.511367665949348,-2.5524243689586306,0.0,0.0
GO:0006979,response to oxidative stress,-5.266182684574535,0.0,0.0,-2.0376789318846935,-2.662939087497024,-3.234647876460558,0.0,0.0
GO:0007507,heart development,-4.408267198427032,0.0,-2.7601897458957745,-2.415638605036263,-8.377371805008528,-4.557838598199967,0.0,-3.5088972425442435
GO:0007167,enzyme-linked receptor protein signaling pathway,-7.051087132682175,0.0,-4.662540114276048,0.0,-10.672274948622617,-7.184909387366609,0.0,0.0
GO:0022411,cellular component disassembly,-2.218018939257007,0.0,-4.405058031316918,0.0,0.0,-4.496615816714301,0.0,0.0
GO:0009725,response to hormone,-3.9022338159248107,-2.4716215462732953,-7.284240146274858,-2.7849418296266046,-2.9315492811029515,-3.1652353327901697,0.0,0.0
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.0,0.0,0.0,-3.6042572941810556,-10.040601751496888,-3.601505375198761,-2.6932790855956403,-2.099618257886759
GO:0098609,cell-cell adhesion,0.0,0.0,0.0,-6.325994939006015,-9.536234937458671,-6.547484416995017,0.0,-3.2322429199066995
R-HSA-1280215,Cytokine Signaling in Immune system,0.0,0.0,0.0,-14.360686052229395,-4.878119333971645,-16.30723903836457,0.0,0.0
GO:0001775,cell activation,0.0,0.0,0.0,-8.031847354523421,-4.832820804514855,-7.576871870679886,0.0,0.0
GO:0008283,cell population proliferation,0.0,0.0,0.0,-4.33279729044937,-6.2485897321507196,-6.788774855758606,0.0,0.0
GO:0030036,actin cytoskeleton organization,0.0,0.0,0.0,-6.315401377572942,-15.49642831533086,-5.953996188758789,0.0,0.0
GO:0009611,response to wounding,0.0,0.0,0.0,-4.0221479482098825,-11.613538728410216,-3.6116821569035547,0.0,0.0
WP4541,Hippo Merlin signaling dysregulation,0.0,0.0,0.0,-3.875328119060483,-4.347897844303021,-3.133639889867928,0.0,0.0
M5941,HALLMARK UV RESPONSE UP,0.0,0.0,0.0,-6.051766604302038,-3.6231109930209824,-3.826286728429884,0.0,0.0
M5890,HALLMARK TNFA SIGNALING VIA NFKB,0.0,0.0,0.0,-21.51557012017843,-19.636808024139484,-21.922617421010976,0.0,0.0
GO:2001233,regulation of apoptotic signaling pathway,0.0,0.0,0.0,-4.267394907957213,-4.843875911747494,-4.463328478606599,-2.4481933665850715,0.0
GO:0120035,regulation of plasma membrane bounded cell projection organization,0.0,0.0,-4.339397810937622,-3.472589588808221,-4.242019158416752,-9.745814698509967,0.0,0.0
GO:0090066,regulation of anatomical structure size,0.0,0.0,-6.464742763148988,-3.275932311563359,-6.886767435988533,-5.1678608460037,0.0,0.0
GO:0008285,negative regulation of cell population proliferation,0.0,0.0,-5.618342636057524,-5.467865938209517,-4.89344036631947,-5.780819369474407,0.0,0.0
GO:0043065,positive regulation of apoptotic process,0.0,0.0,-6.017932144342632,-5.530958508024374,-5.169091860362383,-3.772876046647475,0.0,0.0
GO:0030335,positive regulation of cell migration,0.0,0.0,-4.576700772164352,-5.262163042313721,-14.75011496988136,-8.429487080797818,0.0,0.0
hsa05200,Pathways in cancer,0.0,0.0,-2.1988621044101375,-3.173555077136198,-7.413845883558533,-6.100907921745744,0.0,0.0
M5947,HALLMARK IL2 STAT5 SIGNALING,0.0,0.0,-2.7712858358666637,-2.7354192934776083,-4.577401854766219,-7.571033412031949,0.0,0.0
WP5087,Pleural mesothelioma,0.0,0.0,-3.921603501068022,-2.1186892462480538,-8.741984888563739,-5.035047458148084,0.0,0.0
GO:0032970,regulation of actin filament-based process,0.0,0.0,-3.424316359388679,-5.102511718708267,-4.2959773936136925,-5.204121677018361,0.0,0.0
hsa04010,MAPK signaling pathway,0.0,0.0,-2.1936871767709634,-4.57484408308361,-5.3536723355967295,-5.958285790870488,0.0,0.0
GO:0045785,positive regulation of cell adhesion,0.0,0.0,-3.9897277165466423,-3.5159602192489237,-8.845902071981765,-5.5945839126084245,0.0,0.0
GO:0043408,regulation of MAPK cascade,0.0,0.0,-3.3069859033606392,-4.527919917942708,-8.546150177397726,-5.002455992603306,0.0,0.0
GO:0010035,response to inorganic substance,0.0,0.0,-2.238628028323218,-2.155277825000923,-3.6092246385611295,-3.0848639321929583,0.0,0.0
M5902,HALLMARK APOPTOSIS,0.0,0.0,-2.6779138834486673,-10.372801266204279,-6.262134116788932,-4.508261318958592,0.0,0.0
GO:0048729,tissue morphogenesis,0.0,0.0,-3.660117613803903,-3.4778905559051783,-14.926383076002018,-7.941762459979692,0.0,-2.132411769533842
GO:0045596,negative regulation of cell differentiation,0.0,0.0,-3.2566053659936722,-3.0203627582569346,-7.796530365965522,-5.819096112505238,0.0,-2.040774507051057
WP3888,VEGFA VEGFR2 signaling,0.0,0.0,-2.0563430439083894,-3.9328914768649597,-10.53795678705689,-3.5040145413443677,-2.224796231065609,0.0
