Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,,-21,5.9,14,30293,300,772,45,5.8,0.84,2|634|961|1277|1280|1281|1282|1285|1293|1294|1295|1301|1404|1634|2243|2244|2266|3339|3371|3383|3673|3678|3679|3694|3696|3918|4017|4038|4052|4313|4316|4318|4319|4323|4684|5155|5339|5802|6382|7448|9378|55214|56999|59277|169044,A2M|CEACAM1|CD47|COL1A1|COL2A1|COL3A1|COL4A1|COL4A3|COL6A3|COL7A1|COL8A1|COL11A1|HAPLN1|DCN|FGA|FGB|FGG|HSPG2|TNC|ICAM1|ITGA2|ITGA5|ITGA7|ITGB6|ITGB8|LAMC2|LOXL2|LRP4|LTBP1|MMP2|MMP7|MMP9|MMP10|MMP14|NCAM1|PDGFB|PLEC|PTPRS|SDC1|VTN|NRXN1|P3H2|ADAMTS9|NTN4|COL22A1,-18
MyList,Reactome Gene Sets,6,R-HSA-216083,Integrin cell surface interactions,,-15,9.7,13,30293,85,772,21,2.7,0.59,961|1277|1280|1281|1282|1285|1293|1294|1295|2243|2244|2266|3339|3371|3383|3673|3678|3679|3694|3696|7448,CD47|COL1A1|COL2A1|COL3A1|COL4A1|COL4A3|COL6A3|COL7A1|COL8A1|FGA|FGB|FGG|HSPG2|TNC|ICAM1|ITGA2|ITGA5|ITGA7|ITGB6|ITGB8|VTN,-11
MyList,Reactome Gene Sets,6,R-HSA-3000178,ECM proteoglycans,,-11,8.8,11,30293,76,772,17,2.2,0.53,1277|1280|1281|1282|1285|1293|1404|1634|3339|3371|3673|3679|3694|4038|4684|5802|7448,COL1A1|COL2A1|COL3A1|COL4A1|COL4A3|COL6A3|HAPLN1|DCN|HSPG2|TNC|ITGA2|ITGA7|ITGB6|LRP4|NCAM1|PTPRS|VTN,-8.3
MyList,Reactome Gene Sets,6,R-HSA-3000171,Non-integrin membrane-ECM interactions,,-11,10,11,30293,59,772,15,1.9,0.5,1277|1280|1281|1282|1285|1301|3339|3371|3673|3918|5155|6382|7448|9378|59277,COL1A1|COL2A1|COL3A1|COL4A1|COL4A3|COL11A1|HSPG2|TNC|ITGA2|LAMC2|PDGFB|SDC1|VTN|NRXN1|NTN4,-8
MyList,Reactome Gene Sets,6,R-HSA-109582,Hemostasis,,-10,3,8,30293,621,772,47,6.1,0.86,2|197|302|547|634|961|1048|1062|1277|1607|2243|2244|2266|2624|2791|3673|3678|3709|3833|3835|5099|5104|5155|5196|5327|5328|5516|5908|6382|6546|6547|6810|6850|7975|8503|9056|9123|10630|11004|22915|23657|23764|24137|26153|29106|54518|81027,A2M|AHSG|ANXA2|KIF1A|CEACAM1|CD47|CEACAM5|CENPE|COL1A1|DGKB|FGA|FGB|FGG|GATA2|GNG11|ITGA2|ITGA5|ITPR2|KIFC1|KIF22|PCDH7|SERPINA5|PDGFB|PF4|PLAT|PLAU|PPP2CB|RAP1B|SDC1|SLC8A1|SLC8A3|STX4|SYK|MAFK|PIK3R3|SLC7A7|SLC16A3|PDPN|KIF2C|MMRN1|SLC7A11|MAFF|KIF4A|KIF26A|SCG3|APBB1IP|TUBB1,-7.7
MyList,Reactome Gene Sets,6,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,,-9.5,9,10,30293,61,772,14,1.8,0.48,1277|1280|1281|1282|1285|1293|1294|1295|1301|3918|4017|4316|4318|5339,COL1A1|COL2A1|COL3A1|COL4A1|COL4A3|COL6A3|COL7A1|COL8A1|COL11A1|LAMC2|LOXL2|MMP7|MMP9|PLEC,-6.9
MyList,Reactome Gene Sets,6,R-HSA-1280215,Cytokine Signaling in Immune system,,-9.3,2.6,7.3,30293,787,772,52,6.7,0.9,301|302|330|332|1271|1440|3106|3107|3119|3120|3123|3127|3383|3554|3557|3576|3589|3598|3669|3725|3726|3838|4050|4055|4313|4318|4502|4582|4684|4791|5292|5516|5608|5803|5908|6382|6616|6657|6810|6850|6935|7291|8503|8878|9040|9966|10197|10410|11074|51561|81027|84867,ANXA1|ANXA2|BIRC3|BIRC5|CNTFR|CSF3|HLA-B|HLA-C|HLA-DQB1|HLA-DQB2|HLA-DRB1|HLA-DRB5|ICAM1|IL1R1|IL1RN|CXCL8|IL11|IL13RA2|ISG20|JUN|JUNB|KPNA2|LTB|LTBR|MMP2|MMP9|MT2A|MUC1|NCAM1|NFKB2|PIM1|PPP2CB|MAP2K6|PTPRZ1|RAP1B|SDC1|SNAP25|SOX2|STX4|SYK|ZEB1|TWIST1|PIK3R3|SQSTM1|UBE2M|TNFSF15|PSME3|IFITM3|TRIM31|IL23A|TUBB1|PTPN5,-6.7
MyList,Reactome Gene Sets,6,R-HSA-1442490,Collagen degradation,,-9.2,8.6,9.8,30293,64,772,14,1.8,0.48,1277|1280|1281|1282|1285|1293|1294|1295|1301|4313|4316|4318|4319|4323,COL1A1|COL2A1|COL3A1|COL4A1|COL4A3|COL6A3|COL7A1|COL8A1|COL11A1|MMP2|MMP7|MMP9|MMP10|MMP14,-6.7
MyList,Reactome Gene Sets,6,R-HSA-1474290,Collagen formation,,-9,7,9.2,30293,90,772,16,2.1,0.51,1277|1280|1281|1282|1285|1293|1294|1295|1301|3918|4017|4316|4318|5339|55214|169044,COL1A1|COL2A1|COL3A1|COL4A1|COL4A3|COL6A3|COL7A1|COL8A1|COL11A1|LAMC2|LOXL2|MMP7|MMP9|PLEC|P3H2|COL22A1,-6.5
MyList,Reactome Gene Sets,6,R-HSA-422475,Axon guidance,,-8.9,2.9,7.3,30293,553,772,41,5.3,0.81,1212|1280|1281|1282|1285|1293|1630|1641|1809|1942|1947|2042|2045|2596|2675|3670|3673|3678|3785|4313|4318|4684|5063|5649|6328|6900|8022|8482|8503|9260|10197|10627|10752|24137|55816|56896|57556|59277|79784|81027|91584,CLTB|COL2A1|COL3A1|COL4A1|COL4A3|COL6A3|DCC|DCX|DPYSL3|EFNA1|EFNB1|EPHA3|EPHA7|GAP43|GFRA2|ISL1|ITGA2|ITGA5|KCNQ2|MMP2|MMP9|NCAM1|PAK3|RELN|SCN3A|CNTN2|LHX3|SEMA7A|PIK3R3|PDLIM7|PSME3|MYL12A|CHL1|KIF4A|DOK5|DPYSL5|SEMA6A|NTN4|MYH14|TUBB1|PLXNA4,-6.4
