Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0016054,organic acid catabolic process,19_GO:0008152 metabolic process,-13,9.6,13,30286,232,272,20,7.4,1.6,30|36|38|275|2110|2184|2752|3030|3295|5830|6342|6470|8309|10455|11112|51005|51084|51390|55556|125061,ACAA1|ACADSB|ACAT1|AMT|ETFDH|FAH|GLUL|HADHA|HSD17B4|PEX5|SCP2|SHMT1|ACOX2|ECI2|HIBADH|AMDHD2|CRYL1|AIG1|ENOSF1|AFMID,-11,down_common_genes
GO Biological Processes,19,GO:0046395,carboxylic acid catabolic process,19_GO:0008152 metabolic process,-13,9.6,13,30286,232,272,20,7.4,1.6,30|36|38|275|2110|2184|2752|3030|3295|5830|6342|6470|8309|10455|11112|51005|51084|51390|55556|125061,ACAA1|ACADSB|ACAT1|AMT|ETFDH|FAH|GLUL|HADHA|HSD17B4|PEX5|SCP2|SHMT1|ACOX2|ECI2|HIBADH|AMDHD2|CRYL1|AIG1|ENOSF1|AFMID,-11,down_common_genes
GO Biological Processes,19,GO:0019752,carboxylic acid metabolic process,19_GO:0008152 metabolic process,-13,4.7,9.9,30286,789,272,33,12,2,30|36|38|224|275|427|873|2110|2184|2593|2752|3030|3295|5830|6342|6470|7923|8309|8801|8833|10455|11000|11112|51005|51084|51390|55556|64122|80017|84532|114876|125061|728294,ACAA1|ACADSB|ACAT1|ALDH3A2|AMT|ASAH1|CBR1|ETFDH|FAH|GAMT|GLUL|HADHA|HSD17B4|PEX5|SCP2|SHMT1|HSD17B8|ACOX2|SUCLG2|GMPS|ECI2|SLC27A3|HIBADH|AMDHD2|CRYL1|AIG1|ENOSF1|FN3K|DGLUCY|ACSS1|OSBPL1A|AFMID|D2HGDH,-10,down_common_genes
GO Biological Processes,19,GO:0044282,small molecule catabolic process,19_GO:0008152 metabolic process,-12,7,11,30286,352,272,22,8.1,1.7,30|36|38|221|275|2110|2184|2752|3030|3295|5830|6342|6470|8309|10455|11112|51005|51084|51390|55556|125061|130589,ACAA1|ACADSB|ACAT1|ALDH3B1|AMT|ETFDH|FAH|GLUL|HADHA|HSD17B4|PEX5|SCP2|SHMT1|ACOX2|ECI2|HIBADH|AMDHD2|CRYL1|AIG1|ENOSF1|AFMID|GALM,-9.4,down_common_genes
Hallmark Gene Sets,23,M5935,HALLMARK FATTY ACID METABOLISM,,-11,11,11,30286,158,272,15,5.5,1.4,30|223|224|328|873|2110|2752|3295|4913|8801|10455|10961|84263|84532|728294,ACAA1|ALDH9A1|ALDH3A2|APEX1|CBR1|ETFDH|GLUL|HSD17B4|NTHL1|SUCLG2|ECI2|ERP29|HSDL2|ACSS1|D2HGDH,-8.4,down_common_genes
GO Biological Processes,19,GO:0072329,monocarboxylic acid catabolic process,19_GO:0008152 metabolic process,-9.2,12,11,30286,115,272,12,4.4,1.2,30|38|2110|2184|3030|3295|5830|6342|8309|10455|51084|51390,ACAA1|ACAT1|ETFDH|FAH|HADHA|HSD17B4|PEX5|SCP2|ACOX2|ECI2|CRYL1|AIG1,-7.1,down_common_genes
GO Biological Processes,19,GO:0006631,fatty acid metabolic process,19_GO:0008152 metabolic process,-9,6.2,8.9,30286,324,272,18,6.6,1.5,30|36|38|224|427|873|2110|3030|3295|5830|6342|7923|8309|10455|11000|51084|51390|84532,ACAA1|ACADSB|ACAT1|ALDH3A2|ASAH1|CBR1|ETFDH|HADHA|HSD17B4|PEX5|SCP2|HSD17B8|ACOX2|ECI2|SLC27A3|CRYL1|AIG1|ACSS1,-6.8,down_common_genes
GO Biological Processes,19,GO:0006635,fatty acid beta-oxidation,19_GO:0008152 metabolic process,-8.5,17,12,30286,59,272,9,3.3,1.1,30|38|2110|3030|3295|5830|6342|8309|10455,ACAA1|ACAT1|ETFDH|HADHA|HSD17B4|PEX5|SCP2|ACOX2|ECI2,-6.4,down_common_genes
GO Biological Processes,19,GO:0009062,fatty acid catabolic process,19_GO:0008152 metabolic process,-8.1,12,10,30286,90,272,10,3.7,1.1,30|38|2110|3030|3295|5830|6342|8309|10455|51390,ACAA1|ACAT1|ETFDH|HADHA|HSD17B4|PEX5|SCP2|ACOX2|ECI2|AIG1,-6,down_common_genes
GO Biological Processes,19,GO:0032787,monocarboxylic acid metabolic process,19_GO:0008152 metabolic process,-7.9,4.5,7.7,30286,520,272,21,7.7,1.6,30|36|38|224|427|873|2110|2184|2593|3030|3295|5830|6342|7923|8309|10455|11000|51084|51390|84532|114876,ACAA1|ACADSB|ACAT1|ALDH3A2|ASAH1|CBR1|ETFDH|FAH|GAMT|HADHA|HSD17B4|PEX5|SCP2|HSD17B8|ACOX2|ECI2|SLC27A3|CRYL1|AIG1|ACSS1|OSBPL1A,-5.9,down_common_genes
GO Biological Processes,19,GO:0034660,ncRNA metabolic process,19_GO:0008152 metabolic process,-7.7,4.4,7.5,30286,533,272,21,7.7,1.6,2972|5859|11103|23016|26156|28987|54938|55226|55272|56257|56986|57109|64425|79042|79828|80746|81890|84172|115752|130916|131870,BRF1|QARS1|KRR1|EXOSC7|RSL1D1|NOB1|SARS2|NAT10|IMP3|MEPCE|DTWD1|REXO4|POLR1E|TSEN34|METTL8|TSEN2|QTRT1|POLR1B|DIS3L|MTERF4|NUDT16,-5.7,down_common_genes
GO Biological Processes,19,GO:0019395,fatty acid oxidation,19_GO:0008152 metabolic process,-7.3,12,9.8,30286,81,272,9,3.3,1.1,30|38|2110|3030|3295|5830|6342|8309|10455,ACAA1|ACAT1|ETFDH|HADHA|HSD17B4|PEX5|SCP2|ACOX2|ECI2,-5.4,down_common_genes
GO Biological Processes,19,GO:0034440,lipid oxidation,19_GO:0008152 metabolic process,-7,12,9.4,30286,87,272,9,3.3,1.1,30|38|2110|3030|3295|5830|6342|8309|10455,ACAA1|ACAT1|ETFDH|HADHA|HSD17B4|PEX5|SCP2|ACOX2|ECI2,-5.1,down_common_genes
