_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,1,1,1,1,0,0,0,0,-2.7,-2.1,-7.4,-4,0,0,GO:0045596,negative regulation of cell differentiation,M00111100,4,0
0,1,0,0,1,1,1,0,0,-4.2,0,0,-2.4,-2.2,-2.4,0,GO:0051301,cell division,M01001110,4,0
0,0,1,1,1,1,0,0,0,0,-4.2,-2.1,-4.4,-3,0,0,GO:0051640,organelle localization,M00111100,4,0
0,0,0,1,1,1,0,1,0,0,0,-3.4,-2.9,-2.6,0,-7.6,GO:0051603,proteolysis involved in protein catabolic process,M00011101,4,0
0,0,0,0,1,1,1,1,0,0,0,0,-2.3,-2.1,-2.1,-6.1,GO:0010498,proteasomal protein catabolic process,M00001111,4,0
0,0,1,1,1,1,0,0,0,0,-2.3,-4.1,-3.2,-4.7,0,0,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,M00111100,4,0
1,0,1,1,1,0,0,0,-2.5,0,-3.6,-2.2,-5.3,0,0,0,GO:0001701,in utero embryonic development,M10111000,4,0
0,0,0,1,1,1,0,1,0,0,0,-4,-19,-2.2,0,-2.9,GO:0097435,supramolecular fiber organization,M00011101,4,0
0,0,0,1,1,1,0,1,0,0,0,-3,-3.2,-3.5,0,-2.2,GO:0006511,ubiquitin-dependent protein catabolic process,M00011101,4,0
0,0,1,1,1,1,0,0,0,0,-3.2,-4.4,-5.7,-7.7,0,0,GO:0120035,regulation of plasma membrane bounded cell projection organization,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-2.2,-10,-8,-2.5,0,0,M5902,HALLMARK APOPTOSIS,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-2.6,-2.8,-2.2,-3.8,0,0,GO:0042063,gliogenesis,M00111100,4,0
1,0,0,0,1,0,1,1,-2.7,0,0,0,-3.6,0,-3.8,-14,GO:0006886,intracellular protein transport,M10001011,4,0
1,0,1,1,1,0,0,0,-2.1,0,-5.4,-2.6,-7.1,0,0,0,GO:0048598,embryonic morphogenesis,M10111000,4,0
0,0,1,1,1,1,0,0,0,0,-2.2,-4.6,-2.8,-4.2,0,0,R-HSA-9013148,CDC42 GTPase cycle,M00111100,4,0
0,0,0,1,1,1,0,1,0,0,0,-3.5,-3.1,-3.3,0,-6.9,GO:0030163,protein catabolic process,M00011101,4,0
0,0,0,1,1,1,0,1,0,0,0,-4.5,-7,-3.9,0,-3,WP3888,VEGFA VEGFR2 signaling,M00011101,4,0
1,1,1,0,0,0,1,0,-2.2,-5.6,-2.5,0,0,0,-2.3,0,GO:0016071,mRNA metabolic process,M11100010,4,0
0,0,1,1,1,1,0,0,0,0,-3.1,-4.8,-5.5,-7.5,0,0,GO:0031344,regulation of cell projection organization,M00111100,4,0
1,1,0,0,0,0,1,1,-6.9,-13,0,0,0,0,-4.2,-2.4,GO:0055086,nucleobase-containing small molecule metabolic process,M11000011,4,0
0,1,1,0,1,1,0,0,0,-3.2,-2.2,0,-3,-2.8,0,0,GO:1903047,mitotic cell cycle process,M01101100,4,0
0,1,0,1,1,1,0,0,0,-2.2,0,-2.2,-3.5,-3.3,0,0,R-HSA-9013408,RHOG GTPase cycle,M01011100,4,0
0,0,1,1,1,1,0,0,0,0,-3.1,-2.9,-3.4,-3.5,0,0,GO:0051336,regulation of hydrolase activity,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-2.5,-2.6,-5.2,-7.6,0,0,GO:0010975,regulation of neuron projection development,M00111100,4,0
0,0,0,1,1,1,0,1,0,0,0,-2.8,-3.1,-3.3,0,-2.5,GO:0043632,modification-dependent macromolecule catabolic process,M00011101,4,0
0,0,0,1,1,1,0,1,0,0,0,-2.9,-3.1,-3.4,0,-2.6,GO:0019941,modification-dependent protein catabolic process,M00011101,4,0
1,0,1,0,1,1,0,0,-2.5,0,-2.3,0,-2.5,-2.2,0,0,GO:0010564,regulation of cell cycle process,M10101100,4,0
0,0,1,1,1,1,0,0,0,0,-3,-3.6,-4.6,-4.9,0,0,GO:0090066,regulation of anatomical structure size,M00111100,4,0
1,1,0,0,0,0,1,1,-2.9,-4.5,0,0,0,0,-4.8,-2.2,GO:0043648,dicarboxylic acid metabolic process,M11000011,4,0
0,0,1,1,1,1,0,0,0,0,-4.7,-3.9,-5.6,-8.4,0,0,GO:0032989,cellular anatomical entity morphogenesis,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-3.4,-2.1,-2.7,-3.6,0,0,GO:0030900,forebrain development,M00111100,4,0
0,0,0,1,1,1,1,0,0,0,0,-3.6,-14,-7.1,-2,0,R-HSA-194315,Signaling by Rho GTPases,M00011110,4,0
0,0,1,1,1,1,0,0,0,0,-3.6,-4.3,-4.5,-3.7,0,0,GO:0008285,negative regulation of cell population proliferation,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-2.9,-7,-10,-3.7,0,0,GO:0030335,positive regulation of cell migration,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-3.2,-2.3,-4.1,-2.1,0,0,GO:0071496,cellular response to external stimulus,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-2.9,-5.1,-3.7,-2.2,0,0,GO:0060485,mesenchyme development,M00111100,4,0
0,0,1,0,1,1,0,1,0,0,-3.1,0,-6.8,-4.5,0,-16,R-HSA-5653656,Vesicle-mediated transport,M00101101,4,0
0,0,1,1,1,1,0,0,0,0,-4.8,-2.4,-2.7,-6.5,0,0,GO:0048812,neuron projection morphogenesis,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-3.9,-3.7,-3.7,-7.3,0,0,GO:0031175,neuron projection development,M00111100,4,0
1,1,0,0,0,0,1,1,-3.3,-8.3,0,0,0,0,-2.6,-3.6,hsa01240,Biosynthesis of cofactors,M11000011,4,0
0,0,1,1,1,1,0,0,0,0,-5,-2.6,-5.1,-2.5,0,0,GO:0051960,regulation of nervous system development,M00111100,4,0
1,1,0,1,1,0,0,0,-3.7,-2.7,0,-2.2,-2,0,0,0,GO:0034599,cellular response to oxidative stress,M11011000,4,0
0,0,1,1,1,1,0,0,0,0,-2.7,-6.6,-9.7,-3.5,0,0,GO:2000147,positive regulation of cell motility,M00111100,4,0
0,0,1,0,1,1,0,1,0,0,-3.4,0,-11,-3.8,0,-2.5,R-HSA-9675108,Nervous system development,M00101101,4,0
0,0,1,1,1,1,0,0,0,0,-3.6,-5.5,-5.5,-4.5,0,0,GO:0043065,positive regulation of apoptotic process,M00111100,4,0
0,0,0,1,1,1,1,0,0,0,0,-3.9,-14,-7,-2.4,0,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",M00011110,4,0
1,0,1,1,1,0,0,0,-2.2,0,-2.7,-3.8,-2.1,0,0,0,GO:0051129,negative regulation of cellular component organization,M10111000,4,0
0,0,1,1,1,1,0,0,0,0,-2.7,-3.4,-4.9,-4,0,0,GO:0032535,regulation of cellular component size,M00111100,4,0
1,1,0,1,1,0,0,0,-3,-2.2,0,-3.3,-2.1,0,0,0,GO:0062197,cellular response to chemical stress,M11011000,4,0
1,1,0,0,0,0,1,1,-4.5,-8.7,0,0,0,0,-5.5,-9.7,GO:1901137,carbohydrate derivative biosynthetic process,M11000011,4,0
0,1,0,1,0,0,1,1,0,-2.6,0,-2,0,0,-4.1,-4.6,GO:0090150,establishment of protein localization to membrane,M01010011,4,0
1,0,0,1,1,0,0,1,-2.5,0,0,-4.8,-4.6,0,0,-2.8,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,M10011001,4,0
1,1,0,0,0,0,1,1,-4.7,-7.9,0,0,0,0,-2.5,-2.6,R-HSA-9609507,Protein localization,M11000011,4,0
0,0,1,0,1,0,1,1,0,0,-2.5,0,-7,0,-2.8,-4.6,GO:0001503,ossification,M00101011,4,0
0,0,1,1,1,0,0,1,0,0,-3.1,-3.7,-2.5,0,0,-2,GO:0032870,cellular response to hormone stimulus,M00111001,4,0
0,0,1,1,1,1,0,0,0,0,-3.4,-2.8,-2.1,-3.9,0,0,GO:1901888,regulation of cell junction assembly,M00111100,4,0
0,1,1,0,0,0,1,1,0,-2.9,-2.7,0,0,0,-7.3,-4.8,GO:0051604,protein maturation,M01100011,4,0
0,0,1,1,1,1,0,0,0,0,-3.1,-4.8,-7.4,-5.7,0,0,GO:0007167,enzyme-linked receptor protein signaling pathway,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-5.3,-2.4,-3.7,-7.1,0,0,GO:0048858,cell projection morphogenesis,M00111100,4,0
1,1,0,1,0,0,1,0,-3.9,-3.4,0,-2,0,0,-3.2,0,GO:1901615,organic hydroxy compound metabolic process,M11010010,4,0
0,0,1,0,1,1,0,1,0,0,-3,0,-5.9,-4.9,0,-14,R-HSA-199991,Membrane Trafficking,M00101101,4,0
0,0,0,1,0,1,1,1,0,0,0,-3.1,0,-4.9,-2,-2.5,R-HSA-9694516,SARS-CoV-2 Infection,M00010111,4,0
1,1,1,1,0,0,0,0,-4.7,-6.1,-4.3,-3.6,0,0,0,0,R-HSA-556833,Metabolism of lipids,M11110000,4,0
1,1,0,1,1,0,0,0,-3.9,-2.4,0,-2.9,-3.7,0,0,0,GO:0006979,response to oxidative stress,M11011000,4,0
0,0,1,1,1,1,0,0,0,0,-2.6,-7.1,-9.5,-3.4,0,0,GO:0040017,positive regulation of locomotion,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-3.7,-3.4,-7,-4,0,0,GO:0045785,positive regulation of cell adhesion,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-3.4,-5.2,-5.3,-4.9,0,0,GO:0043068,positive regulation of programmed cell death,M00111100,4,0
0,0,0,1,1,1,0,1,0,0,0,-3.7,-33,-2.7,0,-6.1,M5930,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,M00011101,4,0
0,0,0,1,1,1,0,1,0,0,0,-5.5,-5.3,-5.3,0,-2.7,R-HSA-1280218,Adaptive Immune System,M00011101,4,0
0,0,1,1,1,1,0,0,0,0,-2.4,-3,-4,-2.2,0,0,GO:1902532,negative regulation of intracellular signal transduction,M00111100,4,0
1,0,0,1,1,1,0,0,-2.6,0,0,-4.1,-2.9,-2.2,0,0,WP2882,Nuclear receptors meta pathway,M10011100,4,0
0,0,1,1,1,1,0,0,0,0,-2.4,-2.1,-6.4,-5.3,0,0,GO:0034330,cell junction organization,M00111100,4,0
1,0,1,1,1,0,0,0,-2.2,0,-2.6,-6.6,-7.4,0,0,0,WP5434,Pathways in cancer,M10111000,4,0
0,1,0,1,0,0,1,1,0,-4.6,0,-3.2,0,0,-3.8,-4.8,GO:0033365,protein localization to organelle,M01010011,4,0
0,0,1,1,1,1,0,0,0,0,-5,-2.2,-4.5,-3.1,0,0,GO:0007420,brain development,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-5.4,-2.4,-3.7,-6.4,0,0,GO:0120039,plasma membrane bounded cell projection morphogenesis,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-3.2,-2.5,-2.2,-2.1,0,0,GO:0072073,kidney epithelium development,M00111100,4,0
0,1,1,1,0,1,0,0,0,-3,-2.1,-4.4,0,-4.1,0,0,GO:0016310,phosphorylation,M01110100,4,0
1,0,1,1,1,0,0,0,-2,0,-2,-6.3,-7.1,0,0,0,hsa05200,Pathways in cancer,M10111000,4,0
0,0,0,1,1,1,0,0,0,0,0,-7.5,-2.5,-4,0,0,GO:0071345,cellular response to cytokine stimulus,M00011100,3,0
1,1,0,0,0,0,1,0,-2.8,-3.3,0,0,0,0,-4.6,0,GO:0170039,proteinogenic amino acid metabolic process,M11000010,3,0
0,0,0,1,1,1,0,0,0,0,0,-4.5,-2.2,-2.1,0,0,WP254,Apoptosis,M00011100,3,0
0,0,0,1,1,0,0,1,0,0,0,-3.4,-3.2,0,0,-3.2,GO:1903829,positive regulation of protein localization,M00011001,3,0
1,1,0,0,0,0,1,0,-4,-21,0,0,0,0,-8.4,0,GO:0034470,ncRNA processing,M11000010,3,0
0,0,0,1,1,1,0,0,0,0,0,-4.2,-4.1,-6.7,0,0,GO:0002694,regulation of leukocyte activation,M00011100,3,0
0,0,0,1,0,0,1,1,0,0,0,-5.4,0,0,-3.9,-5.4,GO:0051668,localization within membrane,M00010011,3,0
1,0,1,0,1,0,0,0,-4.8,0,-5.3,0,-4.2,0,0,0,GO:0001838,embryonic epithelial tube formation,M10101000,3,0
0,0,0,1,1,0,0,1,0,0,0,-4.2,-3.4,0,0,-2.7,R-HSA-5357801,Programmed Cell Death,M00011001,3,0
1,1,0,0,0,0,1,0,-2.6,-4.3,0,0,0,0,-2.2,0,GO:0006417,regulation of translation,M11000010,3,0
0,0,0,1,1,1,0,0,0,0,0,-11,-5.4,-2.5,0,0,hsa04668,TNF signaling pathway,M00011100,3,0
0,0,1,0,1,1,0,0,0,0,-3.4,0,-3.8,-3,0,0,GO:0051656,establishment of organelle localization,M00101100,3,0
1,0,0,1,0,1,0,0,-2.8,0,0,-4.3,0,-2.3,0,0,GO:0033674,positive regulation of kinase activity,M10010100,3,0
0,0,1,1,1,0,0,0,0,0,-2.5,-3.2,-6.7,0,0,0,GO:0010720,positive regulation of cell development,M00111000,3,0
0,0,1,0,1,1,0,0,0,0,-2.5,0,-4.6,-3.1,0,0,GO:0050808,synapse organization,M00101100,3,0
1,0,0,1,0,0,1,0,-2.3,0,0,-4.6,0,0,-2.4,0,GO:0048732,gland development,M10010010,3,0
0,0,0,1,0,0,1,1,0,0,0,-2,0,0,-3.3,-11,GO:0070085,glycosylation,M00010011,3,0
1,1,0,0,0,0,1,0,-5.1,-13,0,0,0,0,-2.9,0,GO:0006753,nucleoside phosphate metabolic process,M11000010,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.4,-3.6,-2.7,0,0,GO:0097190,apoptotic signaling pathway,M00011100,3,0
0,0,1,0,0,0,1,1,0,0,-2.9,0,0,0,-2.4,-3,R-HSA-5668914,Diseases of metabolism,M00100011,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.6,-2.4,-6.1,0,0,R-HSA-9013149,RAC1 GTPase cycle,M00011100,3,0
0,0,0,1,1,1,0,0,0,0,0,-4.6,-3.9,-2.8,0,0,M281,PID FAK PATHWAY,M00011100,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.6,-3.9,-5.8,0,0,hsa04520,Adherens junction,M00011100,3,0
1,0,0,0,0,0,1,1,-2,0,0,0,0,0,-6.4,-5.2,M5937,HALLMARK GLYCOLYSIS,M10000011,3,0
0,0,0,1,1,1,0,0,0,0,0,-4.5,-7.7,-4.8,0,0,GO:0008283,cell population proliferation,M00011100,3,0
0,0,1,1,1,0,0,0,0,0,-2.2,-2.3,-4.4,0,0,0,WP5426,HDAC6 interactions in the central nervous system,M00111000,3,0
1,0,1,0,1,0,0,0,-4.3,0,-4.7,0,-3.7,0,0,0,GO:0035148,tube formation,M10101000,3,0
0,0,1,0,1,1,0,0,0,0,-2.3,0,-3.7,-5.1,0,0,GO:0000226,microtubule cytoskeleton organization,M00101100,3,0
0,0,1,0,1,1,0,0,0,0,-2.1,0,-7.4,-2.5,0,0,GO:0010810,regulation of cell-substrate adhesion,M00101100,3,0
1,0,1,0,1,0,0,0,-4.6,0,-4.2,0,-3.9,0,0,0,GO:0014020,primary neural tube formation,M10101000,3,0
0,0,1,0,1,1,0,0,0,0,-4.6,0,-2.6,-2.4,0,0,GO:0097485,neuron projection guidance,M00101100,3,0
0,0,0,1,1,1,0,0,0,0,0,-4.4,-5.2,-2.8,0,0,hsa05131,Shigellosis,M00011100,3,0
0,0,1,0,1,1,0,0,0,0,-3.6,0,-2.6,-5.1,0,0,GO:0099177,regulation of trans-synaptic signaling,M00101100,3,0
0,0,1,1,1,0,0,0,0,0,-4.2,-3.5,-4,0,0,0,WP236,Adipogenesis,M00111000,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.4,-8.9,-2.7,0,0,GO:0042060,wound healing,M00011100,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.9,-19,-4.5,0,0,GO:0001944,vasculature development,M00011100,3,0
1,1,0,0,0,0,1,0,-2.1,-11,0,0,0,0,-2.2,0,GO:0009152,purine ribonucleotide biosynthetic process,M11000010,3,0
0,0,0,1,1,1,0,0,0,0,0,-4.4,-2.1,-3.9,0,0,GO:0006468,protein phosphorylation,M00011100,3,0
0,0,1,0,1,1,0,0,0,0,-3.8,0,-3.2,-2.4,0,0,GO:0031669,cellular response to nutrient levels,M00101100,3,0
0,0,1,1,1,0,0,0,0,0,-6.9,-3.2,-3.3,0,0,0,GO:0070482,response to oxygen levels,M00111000,3,0
0,0,1,1,1,0,0,0,0,0,-3,-2,-6,0,0,0,GO:0051962,positive regulation of nervous system development,M00111000,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.9,-5.8,-3.3,0,0,GO:0007264,small GTPase-mediated signal transduction,M00011100,3,0
0,0,1,1,1,0,0,0,0,0,-6.2,-3.6,-2.5,0,0,0,GO:0001666,response to hypoxia,M00111000,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-3.8,-3.4,0,-5.8,GO:0061024,membrane organization,M00001101,3,0
0,0,1,1,1,0,0,0,0,0,-7.4,-3.5,-2.4,0,0,0,GO:0036293,response to decreased oxygen levels,M00111000,3,0
1,1,0,0,0,0,1,0,-4,-3.6,0,0,0,0,-3.7,0,GO:0006091,generation of precursor metabolites and energy,M11000010,3,0
1,0,0,1,1,0,0,0,-2,0,0,-3.6,-3.9,0,0,0,GO:0071407,cellular response to organic cyclic compound,M10011000,3,0
1,1,0,0,0,0,1,0,-2.5,-6.6,0,0,0,0,-6.2,0,R-HSA-1428517,Aerobic respiration and respiratory electron transport,M11000010,3,0
0,0,0,1,1,1,0,0,0,0,0,-7.3,-3.7,-2.4,0,0,GO:0045937,positive regulation of phosphate metabolic process,M00011100,3,0
0,0,0,1,1,1,0,0,0,0,0,-5.3,-8.7,-3.7,0,0,GO:0070848,response to growth factor,M00011100,3,0
0,0,1,1,0,1,0,0,0,0,-2.5,-2.5,0,-4.6,0,0,R-HSA-193704,p75 NTR receptor-mediated signalling,M00110100,3,0
0,0,1,1,1,0,0,0,0,0,-2.4,-3,-3.3,0,0,0,GO:1901652,response to peptide,M00111000,3,0
1,1,0,0,0,0,1,0,-4.9,-7.5,0,0,0,0,-7.7,0,GO:0006520,amino acid metabolic process,M11000010,3,0
0,0,1,1,0,1,0,0,0,0,-2.1,-10,0,-2.6,0,0,R-HSA-913531,Interferon Signaling,M00110100,3,0
1,1,0,0,0,0,1,0,-4.8,-7.8,0,0,0,0,-4.5,0,GO:0006399,tRNA metabolic process,M11000010,3,0
0,0,1,0,1,1,0,0,0,0,-4.9,0,-2.2,-2,0,0,GO:0031667,response to nutrient levels,M00101100,3,0
0,0,0,1,1,1,0,0,0,0,0,-5,-3.4,-3.7,0,0,GO:1902903,regulation of supramolecular fiber organization,M00011100,3,0
1,1,0,0,0,0,1,0,-4.7,-12,0,0,0,0,-2.2,0,GO:0006163,purine nucleotide metabolic process,M11000010,3,0
1,1,0,0,0,0,1,0,-7.7,-22,0,0,0,0,-12,0,GO:0034660,ncRNA metabolic process,M11000010,3,0
1,1,0,0,0,0,1,0,-5.2,-13,0,0,0,0,-2.9,0,GO:0009117,nucleotide metabolic process,M11000010,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-7.9,-4.9,0,-2.2,GO:0007163,establishment or maintenance of cell polarity,M00001101,3,0
0,0,0,1,1,1,0,0,0,0,0,-5.2,-5,-4.7,0,0,WP4217,Ebola virus infection in host,M00011100,3,0
0,0,1,1,0,1,0,0,0,0,-2.1,-6.8,0,-3.7,0,0,GO:0032102,negative regulation of response to external stimulus,M00110100,3,0
0,0,0,1,1,1,0,0,0,0,0,-6.8,-22,-2.5,0,0,GO:0030036,actin cytoskeleton organization,M00011100,3,0
0,0,1,0,1,1,0,0,0,0,-3.3,0,-3.1,-5.3,0,0,GO:0061564,axon development,M00101100,3,0
1,0,0,1,0,1,0,0,-2.1,0,0,-4.2,0,-2.1,0,0,GO:0045860,positive regulation of protein kinase activity,M10010100,3,0
0,0,0,1,0,0,1,1,0,0,0,-5.1,0,0,-2.1,-4.1,R-HSA-983169,Class I MHC mediated antigen processing & presentation,M00010011,3,0
0,0,1,1,1,0,0,0,0,0,-2,-3.2,-4.6,0,0,0,WP4172,PI3K Akt signaling pathway,M00111000,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.5,-3.8,-3.6,0,0,GO:0003158,endothelium development,M00011100,3,0
0,0,1,1,0,1,0,0,0,0,-2.2,-2.3,0,-2.5,0,0,GO:0050852,T cell receptor signaling pathway,M00110100,3,0
0,0,0,1,1,1,0,0,0,0,0,-5.4,-2.7,-2.5,0,0,GO:0110053,regulation of actin filament organization,M00011100,3,0
0,0,1,1,1,0,0,0,0,0,-6.3,-3.3,-4.7,0,0,0,hsa04360,Axon guidance,M00111000,3,0
0,0,0,1,1,0,1,0,0,0,0,-2.8,-2.1,0,-2,0,GO:0033500,carbohydrate homeostasis,M00011010,3,0
0,0,0,1,1,1,0,0,0,0,0,-6,-23,-2.5,0,0,GO:0030029,actin filament-based process,M00011100,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.8,-2.9,-3.2,0,0,GO:0050863,regulation of T cell activation,M00011100,3,0
0,1,0,0,0,0,1,1,0,-2.3,0,0,0,0,-7.6,-5.4,M5922,HALLMARK UNFOLDED PROTEIN RESPONSE,M01000011,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.2,-2.6,-3.5,0,0,M153,PID P75 NTR PATHWAY,M00011100,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.2,-2.6,-8.3,0,0,GO:0043122,regulation of canonical NF-kappaB signal transduction,M00011100,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.3,-3.2,-2.3,0,0,R-HSA-109581,Apoptosis,M00011100,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-4,-3.8,0,-2.3,GO:0030010,establishment of cell polarity,M00001101,3,0
0,0,1,1,1,0,0,0,0,0,-2.6,-3.3,-2.2,0,0,0,GO:0048638,regulation of developmental growth,M00111000,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-4.9,-3.8,0,-3.1,R-HSA-8856688,Golgi-to-ER retrograde transport,M00001101,3,0
0,0,1,0,1,1,0,0,0,0,-3.7,0,-2.6,-5.1,0,0,GO:0050804,modulation of chemical synaptic transmission,M00101100,3,0
1,1,0,0,0,0,1,0,-3.5,-13,0,0,0,0,-4.6,0,GO:0044283,small molecule biosynthetic process,M11000010,3,0
1,1,0,0,0,0,1,0,-5.5,-17,0,0,0,0,-8.4,0,GO:0016072,rRNA metabolic process,M11000010,3,0
0,0,0,1,1,1,0,0,0,0,0,-17,-4.6,-3.2,0,0,R-HSA-1280215,Cytokine Signaling in Immune system,M00011100,3,0
0,1,0,0,0,0,1,1,0,-10,0,0,0,0,-3.2,-2.7,R-HSA-1268020,Mitochondrial protein import,M01000011,3,0
0,0,1,0,1,0,1,0,0,0,-2.1,0,-2.7,0,-2,0,GO:0032868,response to insulin,M00101010,3,0
0,0,1,1,1,0,0,0,0,0,-2.1,-2.2,-2.6,0,0,0,GO:0003205,cardiac chamber development,M00111000,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.9,-14,-3.4,0,0,GO:0048514,blood vessel morphogenesis,M00011100,3,0
1,0,0,1,1,0,0,0,-3.9,0,0,-4,-3.8,0,0,0,R-HSA-6798695,Neutrophil degranulation,M10011000,3,0
0,1,0,1,0,0,1,0,0,-2.1,0,-3.4,0,0,-2.7,0,hsa05208,Chemical carcinogenesis - reactive oxygen species,M01010010,3,0
0,0,1,0,1,1,0,0,0,0,-2.4,0,-6,-2.2,0,0,GO:0022604,regulation of cell morphogenesis,M00101100,3,0
0,0,1,0,1,1,0,0,0,0,-4.2,0,-6,-2.6,0,0,GO:0050767,regulation of neurogenesis,M00101100,3,0
1,1,0,0,0,0,1,0,-4.7,-5.1,0,0,0,0,-4.4,0,GO:1901605,alpha-amino acid metabolic process,M11000010,3,0
1,1,0,0,0,0,1,0,-3,-5.4,0,0,0,0,-5.2,0,GO:0046394,carboxylic acid biosynthetic process,M11000010,3,0
1,1,0,0,0,0,1,0,-5,-19,0,0,0,0,-9,0,GO:0022613,ribonucleoprotein complex biogenesis,M11000010,3,0
0,0,1,1,1,0,0,0,0,0,-2.3,-2.4,-6,0,0,0,hsa05205,Proteoglycans in cancer,M00111000,3,0
1,1,0,0,0,0,1,0,-3.9,-22,0,0,0,0,-10,0,GO:0042254,ribosome biogenesis,M11000010,3,0
0,0,1,0,1,0,0,1,0,0,-2.5,0,-3.1,0,0,-3.1,GO:0051648,vesicle localization,M00101001,3,0
