Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
modules_epi_black_sorted_top300,Hallmark Gene Sets,23,M5890,HALLMARK TNFA SIGNALING VIA NFKB,,-22,16,19,30293,200,230,25,11,2.1,330|374|650|1847|2643|2919|2920|2921|3383|3460|3572|3659|4792|5271|5328|5966|5970|6385|6446|6648|6776|8767|8837|10010|10318,BIRC3|AREG|BMP2|DUSP5|GCH1|CXCL1|CXCL2|CXCL3|ICAM1|IFNGR2|IL6ST|IRF1|NFKBIA|SERPINB8|PLAU|REL|RELA|SDC4|SGK1|SOD2|STAT5A|RIPK2|CFLAR|TANK|TNIP1,-19
modules_epi_black_sorted_top300,Reactome Gene Sets,6,R-HSA-1280215,Cytokine Signaling in Immune system,,-21,6.7,14,30293,787,230,40,17,2.5,330|829|1845|2625|2919|2920|3107|3162|3306|3383|3454|3455|3460|3572|3576|3656|3659|3660|3663|3717|3911|4067|4312|4792|4893|4938|5371|5970|6648|6776|6778|6810|8740|8767|8771|8809|9180|10019|57162|84790,BIRC3|CAPZA1|DUSP3|GATA3|CXCL1|CXCL2|HLA-C|HMOX1|HSPA2|ICAM1|IFNAR1|IFNAR2|IFNGR2|IL6ST|CXCL8|IRAK2|IRF1|IRF2|IRF5|JAK2|LAMA5|LYN|MMP1|NFKBIA|NRAS|OAS1|PML|RELA|SOD2|STAT5A|STAT6|STX4|TNFSF14|RIPK2|TNFRSF6B|IL18R1|OSMR|SH2B3|PELI1|TUBA1C,-18
modules_epi_black_sorted_top300,GO Biological Processes,19,GO:0019221,cytokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-20,10,15,30293,383,230,29,13,2.2,330|355|2131|2919|2920|2921|3454|3455|3460|3572|3576|3656|3659|3663|3717|4067|4792|4938|5970|6776|6778|8767|8809|9180|10010|10019|10670|50506|51094,BIRC3|FAS|EXT1|CXCL1|CXCL2|CXCL3|IFNAR1|IFNAR2|IFNGR2|IL6ST|CXCL8|IRAK2|IRF1|IRF5|JAK2|LYN|NFKBIA|OAS1|RELA|STAT5A|STAT6|RIPK2|IL18R1|OSMR|TANK|SH2B3|RRAGA|DUOX2|ADIPOR1,-17
modules_epi_black_sorted_top300,GO Biological Processes,19,GO:0071345,cellular response to cytokine stimulus,19_GO:0050896 response to stimulus,-19,6.6,14,30293,736,230,37,16,2.4,330|355|2131|2625|2919|2920|2921|3383|3454|3455|3460|3572|3576|3656|3659|3663|3717|4067|4641|4772|4792|4938|5371|5970|6776|6778|6810|8767|8809|9076|9180|10010|10019|10670|50506|51094|153090,BIRC3|FAS|EXT1|GATA3|CXCL1|CXCL2|CXCL3|ICAM1|IFNAR1|IFNAR2|IFNGR2|IL6ST|CXCL8|IRAK2|IRF1|IRF5|JAK2|LYN|MYO1C|NFATC1|NFKBIA|OAS1|PML|RELA|STAT5A|STAT6|STX4|RIPK2|IL18R1|CLDN1|OSMR|TANK|SH2B3|RRAGA|DUOX2|ADIPOR1|DAB2IP,-16
modules_epi_black_sorted_top300,KEGG Pathway,24,hsa05417,Lipid and atherosclerosis,,-17,13,15,30293,215,230,21,9.1,1.9,355|1535|2919|2920|2921|3306|3383|3576|3717|4067|4312|4772|4773|4792|4893|5879|5970|6648|10010|22926|148022,FAS|CYBA|CXCL1|CXCL2|CXCL3|HSPA2|ICAM1|CXCL8|JAK2|LYN|MMP1|NFATC1|NFATC2|NFKBIA|NRAS|RAC1|RELA|SOD2|TANK|ATF6|TICAM1,-14
modules_epi_black_sorted_top300,KEGG Pathway,24,hsa05167,Kaposi sarcoma-associated herpesvirus infection,,-16,14,15,30293,194,230,20,8.7,1.9,285|355|2919|2920|2921|3107|3383|3454|3455|3572|3576|3717|4067|4772|4773|4792|4893|5879|5970|148022,ANGPT2|FAS|CXCL1|CXCL2|CXCL3|HLA-C|ICAM1|IFNAR1|IFNAR2|IL6ST|CXCL8|JAK2|LYN|NFATC1|NFATC2|NFKBIA|NRAS|RAC1|RELA|TICAM1,-14
modules_epi_black_sorted_top300,Hallmark Gene Sets,23,M5913,HALLMARK INTERFERON GAMMA RESPONSE,,-15,13,14,30293,200,230,19,8.3,1.8,355|2643|3383|3431|3455|3659|3660|3663|3717|4792|5371|6648|8767|23424|55601|57162|57674|84888|85441,FAS|GCH1|ICAM1|SP110|IFNAR2|IRF1|IRF2|IRF5|JAK2|NFKBIA|PML|SOD2|RIPK2|TDRD7|DDX60|PELI1|RNF213|SPPL2A|HELZ2,-12
modules_epi_black_sorted_top300,GO Biological Processes,19,GO:0002237,response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-13,8.2,12,30293,353,230,22,9.6,1.9,2643|2919|2920|2921|2950|3454|3576|3656|3663|3717|4067|4792|5970|6648|8767|9076|10318|11221|25819|57162|148022|153090,GCH1|CXCL1|CXCL2|CXCL3|GSTP1|IFNAR1|CXCL8|IRAK2|IRF5|JAK2|LYN|NFKBIA|RELA|SOD2|RIPK2|CLDN1|TNIP1|DUSP10|NOCT|PELI1|TICAM1|DAB2IP,-11
modules_epi_black_sorted_top300,KEGG Pathway,24,hsa04064,NF-kappa B signaling pathway,,-13,18,15,30293,104,230,14,6.1,1.6,330|1540|2919|2920|2921|3383|3576|4067|4792|5328|5970|8740|8837|148022,BIRC3|CYLD|CXCL1|CXCL2|CXCL3|ICAM1|CXCL8|LYN|NFKBIA|PLAU|RELA|TNFSF14|CFLAR|TICAM1,-11
modules_epi_black_sorted_top300,GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-13,8.3,12,30293,332,230,21,9.1,1.9,2643|2919|2920|2921|2950|3454|3576|3656|3717|4067|4792|5970|6648|8767|9076|10318|11221|25819|57162|148022|153090,GCH1|CXCL1|CXCL2|CXCL3|GSTP1|IFNAR1|CXCL8|IRAK2|JAK2|LYN|NFKBIA|RELA|SOD2|RIPK2|CLDN1|TNIP1|DUSP10|NOCT|PELI1|TICAM1|DAB2IP,-11
