Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,,-55,10,26,30293,300,758,78,10,1.1,633|655|780|1281|1293|1294|1295|1296|1301|1306|1462|1634|2006|2192|2201|2202|2244|2247|2331|3339|3371|3381|3672|3673|3675|3676|3679|3689|3910|3911|3918|4015|4016|4017|4038|4053|4060|4239|4312|4316|4317|4318|4321|4322|4593|4684|4811|5033|5054|5351|5352|6382|7040|7042|7057|7373|7837|8038|8728|9509|9644|10516|11095|11096|22795|22801|59277|63923|64386|80274|80781|81578|84171|140766|169044|170690|284217|340267,BGN|BMP7|DDR1|COL3A1|COL6A3|COL7A1|COL8A1|COL8A2|COL11A1|COL15A1|VCAN|DCN|ELN|FBLN1|FBN2|EFEMP1|FGB|FGF2|FMOD|HSPG2|TNC|IBSP|ITGA1|ITGA2|ITGA3|ITGA4|ITGA7|ITGB2|LAMA4|LAMA5|LAMC2|LOX|LOXL1|LOXL2|LRP4|LTBP2|LUM|MFAP4|MMP1|MMP7|MMP8|MMP9|MMP12|MMP13|MUSK|NCAM1|NID1|P4HA1|SERPINE1|PLOD1|PLOD2|SDC1|TGFB1|TGFB2|THBS1|COL14A1|PXDN|ADAM12|ADAM19|ADAMTS2|SH3PXD2A|FBLN5|ADAMTS8|ADAMTS5|NID2|ITGA11|NTN4|TNN|MMP25|SCUBE1|COL18A1|COL21A1|LOXL4|ADAMTS14|COL22A1|ADAMTS16|LAMA1|COL28A1,-52
MyList,Reactome Gene Sets,6,R-HSA-1474290,Collagen formation,,-20,12,16,30293,90,758,26,3.4,0.66,1281|1293|1294|1295|1296|1301|1306|3918|4015|4016|4017|4316|4318|4322|5033|5351|5352|7373|7837|9509|80781|81578|84171|140766|169044|340267,COL3A1|COL6A3|COL7A1|COL8A1|COL8A2|COL11A1|COL15A1|LAMC2|LOX|LOXL1|LOXL2|MMP7|MMP9|MMP13|P4HA1|PLOD1|PLOD2|COL14A1|PXDN|ADAMTS2|COL18A1|COL21A1|LOXL4|ADAMTS14|COL22A1|COL28A1,-17
MyList,Reactome Gene Sets,6,R-HSA-3000178,ECM proteoglycans,,-17,12,15,30293,76,758,22,2.9,0.61,633|1281|1293|1462|1634|2331|3339|3371|3381|3673|3679|3910|3911|4038|4060|4593|4684|5054|7040|7042|63923|284217,BGN|COL3A1|COL6A3|VCAN|DCN|FMOD|HSPG2|TNC|IBSP|ITGA2|ITGA7|LAMA4|LAMA5|LRP4|LUM|MUSK|NCAM1|SERPINE1|TGFB1|TGFB2|TNN|LAMA1,-14
MyList,Reactome Gene Sets,6,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,,-17,9.3,14,30293,108,758,25,3.3,0.65,301|1052|2162|2247|2625|3091|3569|3576|3689|3726|3911|3976|4312|4318|4609|5292|6288|6356|6624|6657|7040|7184|7431|9021|58480,ANXA1|CEBPD|F13A1|FGF2|GATA3|HIF1A|IL6|CXCL8|ITGB2|JUNB|LAMA5|LIF|MMP1|MMP9|MYC|PIM1|SAA1|CCL11|FSCN1|SOX2|TGFB1|HSP90B1|VIM|SOCS3|RHOU,-14
MyList,Reactome Gene Sets,6,R-HSA-1474228,Degradation of the extracellular matrix,,-16,7.7,13,30293,140,758,27,3.6,0.67,1281|1293|1294|1295|1296|1301|1306|1634|2006|2201|3339|3911|3918|4312|4316|4317|4318|4321|4322|4811|7373|11095|11096|64386|80274|80781|170690,COL3A1|COL6A3|COL7A1|COL8A1|COL8A2|COL11A1|COL15A1|DCN|ELN|FBN2|HSPG2|LAMA5|LAMC2|MMP1|MMP7|MMP8|MMP9|MMP12|MMP13|NID1|COL14A1|ADAMTS8|ADAMTS5|MMP25|SCUBE1|COL18A1|ADAMTS16,-13
MyList,Reactome Gene Sets,6,R-HSA-3781865,Diseases of glycosylation,,-16,7.5,13,30293,144,758,27,3.6,0.67,633|1462|1634|2331|2817|3339|3955|4060|4853|4958|4969|6382|7057|7058|9037|9509|10082|10417|11095|11096|54437|81792|92949|140766|170689|170690|170691,BGN|VCAN|DCN|FMOD|GPC1|HSPG2|LFNG|LUM|NOTCH2|OMD|OGN|SDC1|THBS1|THBS2|SEMA5A|ADAMTS2|GPC6|SPON2|ADAMTS8|ADAMTS5|SEMA5B|ADAMTS12|ADAMTSL1|ADAMTS14|ADAMTS15|ADAMTS16|ADAMTS17,-13
MyList,Reactome Gene Sets,6,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,,-14,12,14,30293,61,758,18,2.4,0.55,1281|1293|1294|1295|1296|1301|1306|3918|4015|4016|4017|4316|4318|4322|7373|7837|80781|84171,COL3A1|COL6A3|COL7A1|COL8A1|COL8A2|COL11A1|COL15A1|LAMC2|LOX|LOXL1|LOXL2|MMP7|MMP9|MMP13|COL14A1|PXDN|COL18A1|LOXL4,-12
MyList,Reactome Gene Sets,6,R-HSA-1280215,Cytokine Signaling in Immune system,,-14,3,9.3,30293,787,758,60,7.9,0.98,301|1052|1437|1440|2162|2247|2625|3055|3091|3122|3569|3575|3576|3589|3689|3726|3911|3976|3977|4050|4092|4281|4312|4318|4502|4609|4684|5055|5292|5293|5608|5783|6288|6352|6356|6382|6624|6648|6657|6850|7040|7184|7431|8519|8600|8638|8660|8764|8771|8784|8995|9021|9180|10019|10376|23225|51330|58480|115361|115362,ANXA1|CEBPD|CSF2|CSF3|F13A1|FGF2|GATA3|HCK|HIF1A|HLA-DRA|IL6|IL7R|CXCL8|IL11|ITGB2|JUNB|LAMA5|LIF|LIFR|LTB|SMAD7|MID1|MMP1|MMP9|MT2A|MYC|NCAM1|SERPINB2|PIM1|PIK3CD|MAP2K6|PTPN13|SAA1|CCL5|CCL11|SDC1|FSCN1|SOD2|SOX2|SYK|TGFB1|HSP90B1|VIM|IFITM1|TNFSF11|OASL|IRS2|TNFRSF14|TNFRSF6B|TNFRSF18|TNFSF18|SOCS3|OSMR|SH2B3|TUBA1B|NUP210|TNFRSF12A|RHOU|GBP4|GBP5,-11
MyList,Reactome Gene Sets,6,R-HSA-109582,Hemostasis,,-13,3.3,9.5,30293,621,758,52,6.9,0.92,12|60|284|285|710|1191|2151|2162|2244|2621|2624|2625|2817|2977|2983|3671|3672|3673|3675|3676|3689|4312|5054|5055|5152|5216|5270|5327|5328|5329|5874|5919|6281|6382|6414|6850|7010|7040|7042|7057|7078|7123|8140|8407|8654|9123|10019|10376|10630|11343|57406|140885,SERPINA3|ACTB|ANGPT1|ANGPT2|SERPING1|CLU|F2RL2|F13A1|FGB|GAS6|GATA2|GATA3|GPC1|GUCY1A2|GUCY1B1|ISLR|ITGA1|ITGA2|ITGA3|ITGA4|ITGB2|MMP1|SERPINE1|SERPINB2|PDE9A|PFN1|SERPINE2|PLAT|PLAU|PLAUR|RAB27B|RARRES2|S100A10|SDC1|SELENOP|SYK|TEK|TGFB1|TGFB2|THBS1|TIMP3|CLEC3B|SLC7A5|TAGLN2|PDE5A|SLC16A3|SH2B3|TUBA1B|PDPN|MGLL|ABHD6|SIRPA,-11
MyList,Reactome Gene Sets,6,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),,-13,7.4,11,30293,125,758,23,3,0.62,718|1000|1356|1462|2621|3371|3485|3486|3487|3488|3490|3491|3569|3698|4312|5069|7184|8614|10272|11167|54757|54972|56975,C3|CDH2|CP|VCAN|GAS6|TNC|IGFBP2|IGFBP3|IGFBP4|IGFBP5|IGFBP7|CCN1|IL6|ITIH2|MMP1|PAPPA|HSP90B1|STC2|FSTL3|FSTL1|FAM20A|TMEM132A|FAM20C,-11
MyList,Reactome Gene Sets,6,R-HSA-3000157,Laminin interactions,,-13,17,14,30293,30,758,13,1.7,0.47,1294|3339|3672|3673|3675|3679|3910|3911|3918|4811|22795|80781|284217,COL7A1|HSPG2|ITGA1|ITGA2|ITGA3|ITGA7|LAMA4|LAMA5|LAMC2|NID1|NID2|COL18A1|LAMA1,-11
MyList,Reactome Gene Sets,6,R-HSA-5083635,Defective B3GALTL causes PpS,,-13,15,14,30293,37,758,14,1.8,0.49,7057|7058|9037|9509|10417|11095|11096|54437|81792|92949|140766|170689|170690|170691,THBS1|THBS2|SEMA5A|ADAMTS2|SPON2|ADAMTS8|ADAMTS5|SEMA5B|ADAMTS12|ADAMTSL1|ADAMTS14|ADAMTS15|ADAMTS16|ADAMTS17,-11
MyList,Reactome Gene Sets,6,R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,,-13,15,14,30293,38,758,14,1.8,0.49,7057|7058|9037|9509|10417|11095|11096|54437|81792|92949|140766|170689|170690|170691,THBS1|THBS2|SEMA5A|ADAMTS2|SPON2|ADAMTS8|ADAMTS5|SEMA5B|ADAMTS12|ADAMTSL1|ADAMTS14|ADAMTS15|ADAMTS16|ADAMTS17,-10
MyList,Reactome Gene Sets,6,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,,-13,3.5,9.2,30293,526,758,46,6.1,0.87,60|429|627|1003|1281|1293|1301|1839|1959|2069|2247|2252|2263|2321|2567|2670|3091|3673|3675|3726|3728|3730|3910|3911|3918|3925|4254|4318|4609|5125|5327|5764|5792|6387|6446|7049|7057|7058|8038|8660|8829|10019|10252|56034|80310|284217,ACTB|ASCL1|BDNF|CDH5|COL3A1|COL6A3|COL11A1|HBEGF|EGR2|EREG|FGF2|FGF7|FGFR2|FLT1|GABRG3|GFAP|HIF1A|ITGA2|ITGA3|JUNB|JUP|ANOS1|LAMA4|LAMA5|LAMC2|STMN1|KITLG|MMP9|MYC|PCSK5|PLAT|PTN|PTPRF|CXCL12|SGK1|TGFBR3|THBS1|THBS2|ADAM12|IRS2|NRP1|SH2B3|SPRY1|PDGFC|PDGFD|LAMA1,-10
MyList,Reactome Gene Sets,6,R-HSA-5668914,Diseases of metabolism,,-13,5,10,30293,250,758,31,4.1,0.72,633|1462|1545|1634|2331|2730|2817|3339|3955|4060|4853|4958|4969|5091|6382|7057|7058|9037|9420|9509|10082|10417|11095|11096|54437|81792|92949|140766|170689|170690|170691,BGN|VCAN|CYP1B1|DCN|FMOD|GCLM|GPC1|HSPG2|LFNG|LUM|NOTCH2|OMD|OGN|PC|SDC1|THBS1|THBS2|SEMA5A|CYP7B1|ADAMTS2|GPC6|SPON2|ADAMTS8|ADAMTS5|SEMA5B|ADAMTS12|ADAMTSL1|ADAMTS14|ADAMTS15|ADAMTS16|ADAMTS17,-10
MyList,Reactome Gene Sets,6,R-HSA-216083,Integrin cell surface interactions,,-13,8.9,12,30293,85,758,19,2.5,0.57,1281|1293|1294|1295|1296|2244|3339|3371|3381|3672|3673|3675|3676|3679|3689|4060|7057|22801|80781,COL3A1|COL6A3|COL7A1|COL8A1|COL8A2|FGB|HSPG2|TNC|IBSP|ITGA1|ITGA2|ITGA3|ITGA4|ITGA7|ITGB2|LUM|THBS1|ITGA11|COL18A1,-10
MyList,Reactome Gene Sets,6,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,,-12,10,12,30293,67,758,17,2.2,0.54,1281|1293|1294|1295|1296|1301|1306|5033|5351|5352|7373|9509|80781|81578|140766|169044|340267,COL3A1|COL6A3|COL7A1|COL8A1|COL8A2|COL11A1|COL15A1|P4HA1|PLOD1|PLOD2|COL14A1|ADAMTS2|COL18A1|COL21A1|ADAMTS14|COL22A1|COL28A1,-10
MyList,Reactome Gene Sets,6,R-HSA-1566948,Elastic fibre formation,,-12,13,12,30293,44,758,14,1.8,0.49,655|2006|2192|2201|2202|4015|4016|4017|4053|4239|7040|7042|10516|84171,BMP7|ELN|FBLN1|FBN2|EFEMP1|LOX|LOXL1|LOXL2|LTBP2|MFAP4|TGFB1|TGFB2|FBLN5|LOXL4,-9.6
MyList,Reactome Gene Sets,6,R-HSA-8957275,Post-translational protein phosphorylation,,-12,7.4,11,30293,108,758,20,2.6,0.58,718|1000|1356|1462|2621|3371|3486|3487|3488|3490|3491|3569|3698|7184|8614|10272|11167|54757|54972|56975,C3|CDH2|CP|VCAN|GAS6|TNC|IGFBP3|IGFBP4|IGFBP5|IGFBP7|CCN1|IL6|ITIH2|HSP90B1|STC2|FSTL3|FSTL1|FAM20A|TMEM132A|FAM20C,-9.4
MyList,Reactome Gene Sets,6,R-HSA-449147,Signaling by Interleukins,,-11,3.5,8.7,30293,473,758,41,5.4,0.82,301|1052|1437|1440|2162|2247|2625|3055|3091|3569|3575|3576|3589|3689|3726|3911|3976|3977|4312|4318|4609|5055|5292|5293|5608|5783|6288|6352|6356|6382|6624|6648|6657|6850|7040|7184|7431|8660|9021|9180|58480,ANXA1|CEBPD|CSF2|CSF3|F13A1|FGF2|GATA3|HCK|HIF1A|IL6|IL7R|CXCL8|IL11|ITGB2|JUNB|LAMA5|LIF|LIFR|MMP1|MMP9|MYC|SERPINB2|PIM1|PIK3CD|MAP2K6|PTPN13|SAA1|CCL5|CCL11|SDC1|FSCN1|SOD2|SOX2|SYK|TGFB1|HSP90B1|VIM|IRS2|SOCS3|OSMR|RHOU,-9.1
MyList,Reactome Gene Sets,6,R-HSA-3906995,Diseases associated with O-glycosylation of proteins,,-11,9.3,11,30293,69,758,16,2.1,0.52,3955|4853|7057|7058|9037|9509|10417|11095|11096|54437|81792|92949|140766|170689|170690|170691,LFNG|NOTCH2|THBS1|THBS2|SEMA5A|ADAMTS2|SPON2|ADAMTS8|ADAMTS5|SEMA5B|ADAMTS12|ADAMTSL1|ADAMTS14|ADAMTS15|ADAMTS16|ADAMTS17,-8.9
MyList,Reactome Gene Sets,6,R-HSA-3000171,Non-integrin membrane-ECM interactions,,-11,10,11,30293,59,758,15,2,0.51,780|1281|1301|2247|3339|3371|3673|3910|3911|3918|6382|7040|7057|59277|284217,DDR1|COL3A1|COL11A1|FGF2|HSPG2|TNC|ITGA2|LAMA4|LAMA5|LAMC2|SDC1|TGFB1|THBS1|NTN4|LAMA1,-8.9
