Cluster,Score,Type,Gene,Symbol,Network
7,1.0,Clustered,274,BIN1,down_common_genes_SUB1
8,1.0,Clustered,51082,POLR1D,down_common_genes_SUB1
8,1.0,Seed,6920,TCEA3,down_common_genes_SUB1
8,1.0,Clustered,64425,POLR1E,down_common_genes_SUB1
9,1.0,Clustered,6643,SNX2,down_common_genes_SUB1
9,1.0,Clustered,27131,SNX5,down_common_genes_SUB1
9,1.0,Seed,2512,FTL,down_common_genes_SUB1
2,3.0,Clustered,336,APOA2,down_epi_only_SUB1
2,3.0,Clustered,338,APOB,down_epi_only_SUB1
2,3.0,Clustered,341,APOC1,down_epi_only_SUB1
2,3.0,Clustered,335,APOA1,down_epi_only_SUB1
2,3.0,Clustered,5360,PLTP,down_epi_only_SUB1
2,3.0,Seed,350,APOH,down_epi_only_SUB1
2,3.0,Clustered,4481,MSR1,down_epi_only_SUB1
1,2.416666666666667,Clustered,55268,ECHDC2,down_epi_only_SUB1
1,2.416666666666667,Clustered,4586,MUC5AC,down_epi_only_SUB1
1,2.416666666666667,Clustered,10840,ALDH1L1,down_epi_only_SUB1
1,2.416666666666667,Seed,192134,B3GNT6,down_epi_only_SUB1
1,2.416666666666667,Clustered,216,ALDH1A1,down_epi_only_SUB1
1,2.416666666666667,Clustered,6652,SORD,down_epi_only_SUB1
1,2.416666666666667,Clustered,2650,GCNT1,down_epi_only_SUB1
1,2.416666666666667,Clustered,549,AUH,down_epi_only_SUB1
1,2.416666666666667,Clustered,10901,DHRS4,down_epi_only_SUB1
1,2.416666666666667,Clustered,317749,DHRS4L2,down_epi_only_SUB1
1,2.416666666666667,Clustered,4582,MUC1,down_epi_only_SUB1
1,2.416666666666667,Clustered,2591,GALNT3,down_epi_only_SUB1
3,1.5,Clustered,6817,SULT1A1,down_epi_only_SUB1
3,1.5,Clustered,9514,GAL3ST1,down_epi_only_SUB1
3,1.5,Clustered,6819,SULT1C2,down_epi_only_SUB1
3,1.5,Seed,27284,SULT1B1,down_epi_only_SUB1
4,1.5,Clustered,4923,NTSR1,down_epi_only_SUB1
4,1.5,Seed,3814,KISS1,down_epi_only_SUB1
4,1.5,Clustered,2147,F2,down_epi_only_SUB1
4,1.5,Clustered,183,AGT,down_epi_only_SUB1
5,1.25,Clustered,7163,TPD52,down_epi_only_SUB1
5,1.25,Clustered,7164,TPD52L1,down_epi_only_SUB1
5,1.25,Clustered,54885,TBC1D8B,down_epi_only_SUB1
5,1.25,Seed,114569,MAL2,down_epi_only_SUB1
6,1.0,Clustered,4647,MYO7A,down_epi_only_SUB1
6,1.0,Clustered,83715,ESPN,down_epi_only_SUB1
6,1.0,Clustered,5357,PLS1,down_epi_only_SUB1
7,1.0,Clustered,66005,CHID1,down_epi_only_SUB1
7,1.0,Clustered,3026,HABP2,down_epi_only_SUB1
7,1.0,Seed,22837,COBLL1,down_epi_only_SUB1
2,2.3333333333333335,Clustered,26119,LDLRAP1,down_mes_only_SUB1
2,2.3333333333333335,Clustered,115548,FCHO2,down_mes_only_SUB1
2,2.3333333333333335,Seed,22905,EPN2,down_mes_only_SUB1
2,2.3333333333333335,Clustered,8218,CLTCL1,down_mes_only_SUB1
2,2.3333333333333335,Clustered,161,AP2A2,down_mes_only_SUB1
2,2.3333333333333335,Clustered,273,AMPH,down_mes_only_SUB1
3,1.5,Clustered,6256,RXRA,down_mes_only_SUB1
3,1.5,Seed,1879,EBF1,down_mes_only_SUB1
3,1.5,Clustered,23097,CDK19,down_mes_only_SUB1
3,1.5,Clustered,1387,CREBBP,down_mes_only_SUB1
1,1.4444444444444444,Clustered,1946,EFNA5,down_mes_only_SUB1
1,1.4444444444444444,Clustered,5926,ARID4A,down_mes_only_SUB1
1,1.4444444444444444,Clustered,80310,PDGFD,down_mes_only_SUB1
1,1.4444444444444444,Clustered,8473,OGT,down_mes_only_SUB1
1,1.4444444444444444,Clustered,3643,INSR,down_mes_only_SUB1
1,1.4444444444444444,Clustered,5793,PTPRG,down_mes_only_SUB1
1,1.4444444444444444,Clustered,339287,MSL1,down_mes_only_SUB1
1,1.4444444444444444,Clustered,79595,SAP130,down_mes_only_SUB1
1,1.4444444444444444,Clustered,4914,NTRK1,down_mes_only_SUB1
4,1.0,Seed,11165,NUDT3,down_mes_only_SUB2
4,1.0,Clustered,83549,UCK1,down_mes_only_SUB2
4,1.0,Clustered,170685,NUDT10,down_mes_only_SUB2
1,1.1428571428571428,Clustered,1639,DCTN1,down_mes_up_epi_SUB1
1,1.1428571428571428,Clustered,10540,DCTN2,down_mes_up_epi_SUB1
1,1.1428571428571428,Seed,3797,KIF3C,down_mes_up_epi_SUB1
1,1.1428571428571428,Clustered,5335,PLCG1,down_mes_up_epi_SUB1
1,1.1428571428571428,Clustered,3845,KRAS,down_mes_up_epi_SUB1
1,1.1428571428571428,Clustered,4215,MAP3K3,down_mes_up_epi_SUB1
1,1.1428571428571428,Clustered,85358,SHANK3,down_mes_up_epi_SUB1
1,15.08108108108108,Clustered,9636,ISG15,up_common_genes_SUB1
1,15.08108108108108,Clustered,5971,RELB,up_common_genes_SUB1
1,15.08108108108108,Clustered,7353,UFD1,up_common_genes_SUB1
1,15.08108108108108,Clustered,5719,PSMD13,up_common_genes_SUB1
1,15.08108108108108,Clustered,4792,NFKBIA,up_common_genes_SUB1
1,15.08108108108108,Clustered,55666,NPLOC4,up_common_genes_SUB1
1,15.08108108108108,Seed,51330,TNFRSF12A,up_common_genes_SUB1
1,15.08108108108108,Clustered,11047,ADRM1,up_common_genes_SUB1
1,15.08108108108108,Clustered,5688,PSMA7,up_common_genes_SUB1
1,15.08108108108108,Clustered,5708,PSMD2,up_common_genes_SUB1
1,15.08108108108108,Clustered,5685,PSMA4,up_common_genes_SUB1
1,15.08108108108108,Clustered,5687,PSMA6,up_common_genes_SUB1
1,15.08108108108108,Clustered,5717,PSMD11,up_common_genes_SUB1
1,15.08108108108108,Clustered,5701,PSMC2,up_common_genes_SUB1
1,15.08108108108108,Clustered,669,BPGM,up_common_genes_SUB1
1,15.08108108108108,Clustered,329,BIRC2,up_common_genes_SUB1
1,15.08108108108108,Clustered,5705,PSMC5,up_common_genes_SUB1
1,15.08108108108108,Clustered,5709,PSMD3,up_common_genes_SUB1
1,15.08108108108108,Clustered,5690,PSMB2,up_common_genes_SUB1
1,15.08108108108108,Clustered,5694,PSMB6,up_common_genes_SUB1
1,15.08108108108108,Clustered,4791,NFKB2,up_common_genes_SUB1
1,15.08108108108108,Clustered,10213,PSMD14,up_common_genes_SUB1
1,15.08108108108108,Clustered,5597,MAPK6,up_common_genes_SUB1
1,15.08108108108108,Clustered,5702,PSMC3,up_common_genes_SUB1
1,15.08108108108108,Clustered,7415,VCP,up_common_genes_SUB1
1,15.08108108108108,Clustered,7186,TRAF2,up_common_genes_SUB1
1,15.08108108108108,Clustered,5707,PSMD1,up_common_genes_SUB1
1,15.08108108108108,Clustered,5698,PSMB9,up_common_genes_SUB1
1,15.08108108108108,Clustered,5704,PSMC4,up_common_genes_SUB1
1,15.08108108108108,Clustered,4793,NFKBIB,up_common_genes_SUB1
1,15.08108108108108,Clustered,59269,HIVEP3,up_common_genes_SUB1
1,15.08108108108108,Clustered,7187,TRAF3,up_common_genes_SUB1
1,15.08108108108108,Clustered,7324,UBE2E1,up_common_genes_SUB1
1,15.08108108108108,Clustered,5713,PSMD7,up_common_genes_SUB1
1,15.08108108108108,Clustered,5718,PSMD12,up_common_genes_SUB1
1,15.08108108108108,Clustered,5700,PSMC1,up_common_genes_SUB1
1,15.08108108108108,Clustered,5682,PSMA1,up_common_genes_SUB1
2,2.0,Clustered,7323,UBE2D3,up_common_genes_SUB1
2,2.0,Clustered,1815,DRD4,up_common_genes_SUB1
2,2.0,Seed,57154,SMURF1,up_common_genes_SUB1
2,2.0,Clustered,2782,GNB1,up_common_genes_SUB1
2,2.0,Clustered,2919,CXCL1,up_common_genes_SUB1
2,2.0,Clustered,3576,CXCL8,up_common_genes_SUB1
2,2.0,Clustered,3187,HNRNPH1,up_common_genes_SUB1
2,2.0,Clustered,6372,CXCL6,up_common_genes_SUB1
2,2.0,Clustered,2920,CXCL2,up_common_genes_SUB1
3,1.6,Seed,7128,TNFAIP3,up_common_genes_SUB1
3,1.6,Clustered,7185,TRAF1,up_common_genes_SUB1
3,1.6,Clustered,10318,TNIP1,up_common_genes_SUB1
3,1.6,Clustered,10010,TANK,up_common_genes_SUB1
3,1.6,Clustered,8772,FADD,up_common_genes_SUB1
5,1.5,Clustered,3135,HLA-G,up_common_genes_SUB1
5,1.5,Clustered,6890,TAP1,up_common_genes_SUB1
5,1.5,Seed,6892,TAPBP,up_common_genes_SUB1
5,1.5,Clustered,3106,HLA-B,up_common_genes_SUB1
4,1.2,Clustered,3685,ITGAV,up_common_genes_SUB1
4,1.2,Clustered,1282,COL4A1,up_common_genes_SUB1
4,1.2,Seed,1284,COL4A2,up_common_genes_SUB1
4,1.2,Clustered,3914,LAMB3,up_common_genes_SUB1
4,1.2,Clustered,3918,LAMC2,up_common_genes_SUB1
2,3.0,Clustered,64837,KLC2,up_epi_only_SUB1
2,3.0,Clustered,547,KIF1A,up_epi_only_SUB1
2,3.0,Clustered,22920,KIFAP3,up_epi_only_SUB1
2,3.0,Seed,3831,KLC1,up_epi_only_SUB1
2,3.0,Clustered,3796,KIF2A,up_epi_only_SUB1
2,3.0,Clustered,3800,KIF5C,up_epi_only_SUB1
2,3.0,Clustered,23046,KIF21B,up_epi_only_SUB1
1,1.75,Clustered,5534,PPP3R1,up_epi_only_SUB1
1,1.75,Clustered,2787,GNG5,up_epi_only_SUB1
1,1.75,Clustered,5515,PPP2CA,up_epi_only_SUB1
1,1.75,Clustered,7321,UBE2D1,up_epi_only_SUB1
1,1.75,Clustered,7319,UBE2A,up_epi_only_SUB1
1,1.75,Clustered,7322,UBE2D2,up_epi_only_SUB1
1,1.75,Clustered,2773,GNAI3,up_epi_only_SUB1
1,1.75,Clustered,5526,PPP2R5B,up_epi_only_SUB1
1,1.75,Clustered,6047,RNF4,up_epi_only_SUB1
1,1.75,Clustered,85407,NKD1,up_epi_only_SUB1
1,1.75,Clustered,8601,RGS20,up_epi_only_SUB1
1,1.75,Seed,5998,RGS3,up_epi_only_SUB1
3,1.5714285714285714,Clustered,1155,TBCB,up_epi_only_SUB1
3,1.5714285714285714,Clustered,1266,CNN3,up_epi_only_SUB1
3,1.5714285714285714,Clustered,347733,TUBB2B,up_epi_only_SUB1
3,1.5714285714285714,Seed,84617,TUBB6,up_epi_only_SUB1
3,1.5714285714285714,Clustered,8632,DNAH17,up_epi_only_SUB1
3,1.5714285714285714,Clustered,29114,TAGLN3,up_epi_only_SUB1
3,1.5714285714285714,Clustered,26953,RANBP6,up_epi_only_SUB1
4,1.4000000000000001,Seed,51143,DYNC1LI1,up_epi_only_SUB1
4,1.4000000000000001,Clustered,10381,TUBB3,up_epi_only_SUB1
4,1.4000000000000001,Clustered,6876,TAGLN,up_epi_only_SUB1
4,1.4000000000000001,Clustered,10121,ACTR1A,up_epi_only_SUB1
4,1.4000000000000001,Clustered,1783,DYNC1LI2,up_epi_only_SUB1
3,2.5714285714285716,Clustered,2585,GALK2,up_mes_down_epi_SUB1
3,2.5714285714285716,Clustered,4522,MTHFD1,up_mes_down_epi_SUB1
3,2.5714285714285716,Clustered,2181,ACSL3,up_mes_down_epi_SUB1
3,2.5714285714285716,Clustered,219,ALDH1B1,up_mes_down_epi_SUB1
3,2.5714285714285716,Clustered,5211,PFKL,up_mes_down_epi_SUB1
3,2.5714285714285716,Clustered,2224,FDPS,up_mes_down_epi_SUB1
3,2.5714285714285716,Seed,10327,AKR1A1,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,523,ATP6V1A,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,56915,EXOSC5,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,92856,IMP4,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,3998,LMAN1,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,8615,USO1,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,63875,MRPL17,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,79922,MRM1,up_mes_down_epi_SUB1
1,1.8461538461538463,Seed,3329,HSPD1,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,10960,LMAN2,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,4597,MVD,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,80273,GRPEL1,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,5034,P4HB,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,3156,HMGCR,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,516,ATP5MC1,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,54443,ANLN,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,51287,COA4,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,48,ACO1,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,3157,HMGCS1,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,8602,NOP14,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,6499,SKIC2,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,55214,P3H2,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,1537,CYC1,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,4598,MVK,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,51069,MRPL2,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,64175,P3H1,up_mes_down_epi_SUB1
1,1.8461538461538463,Clustered,64374,SIL1,up_mes_down_epi_SUB1
4,1.8333333333333335,Clustered,5351,PLOD1,up_mes_down_epi_SUB1
4,1.8333333333333335,Clustered,821,CANX,up_mes_down_epi_SUB1
4,1.8333333333333335,Clustered,1650,DDOST,up_mes_down_epi_SUB1
4,1.8333333333333335,Clustered,5352,PLOD2,up_mes_down_epi_SUB1
4,1.8333333333333335,Seed,79709,COLGALT1,up_mes_down_epi_SUB1
4,1.8333333333333335,Clustered,23065,EMC1,up_mes_down_epi_SUB1
5,1.5,Clustered,23753,SDF2L1,up_mes_down_epi_SUB1
5,1.5,Clustered,80267,EDEM3,up_mes_down_epi_SUB1
5,1.5,Clustered,5479,PPIB,up_mes_down_epi_SUB1
5,1.5,Clustered,23193,GANAB,up_mes_down_epi_SUB1
5,1.5,Clustered,7184,HSP90B1,up_mes_down_epi_SUB1
5,1.5,Seed,10130,PDIA6,up_mes_down_epi_SUB1
6,1.4000000000000001,Clustered,10972,TMED10,up_mes_down_epi_SUB1
6,1.4000000000000001,Clustered,9761,MLEC,up_mes_down_epi_SUB1
6,1.4000000000000001,Seed,84061,MAGT1,up_mes_down_epi_SUB1
6,1.4000000000000001,Clustered,6748,SSR4,up_mes_down_epi_SUB1
6,1.4000000000000001,Clustered,56926,NCLN,up_mes_down_epi_SUB1
2,1.222222222222222,Clustered,2023,ENO1,up_mes_down_epi_SUB1
2,1.222222222222222,Clustered,4343,MOV10,up_mes_down_epi_SUB1
2,1.222222222222222,Clustered,4047,LSS,up_mes_down_epi_SUB1
2,1.222222222222222,Clustered,3313,HSPA9,up_mes_down_epi_SUB1
2,1.222222222222222,Clustered,6721,SREBF2,up_mes_down_epi_SUB1
2,1.222222222222222,Clustered,6720,SREBF1,up_mes_down_epi_SUB1
2,1.222222222222222,Clustered,11161,ERG28,up_mes_down_epi_SUB1
2,1.222222222222222,Clustered,6307,MSMO1,up_mes_down_epi_SUB1
2,1.222222222222222,Clustered,5096,PCCB,up_mes_down_epi_SUB1
1,1.5,Clustered,56990,CDC42SE2,up_mes_only_SUB1
1,1.5,Seed,2323,FLT3LG,up_mes_only_SUB1
1,1.5,Clustered,1854,DUT,up_mes_only_SUB1
1,1.5,Clustered,64318,NOC3L,up_mes_only_SUB1
1,1.5,Clustered,51727,CMPK1,up_mes_only_SUB1
1,1.5,Clustered,4830,NME1,up_mes_only_SUB1
1,1.5,Clustered,92170,MTG1,up_mes_only_SUB1
1,1.5,Clustered,2745,GLRX,up_mes_only_SUB1
2,1.5,Clustered,4927,NUP88,up_mes_only_SUB1
2,1.5,Clustered,23165,NUP205,up_mes_only_SUB1
2,1.5,Seed,23511,NUP188,up_mes_only_SUB1
2,1.5,Clustered,81929,SEH1L,up_mes_only_SUB1
3,1.5,Seed,5433,POLR2D,up_mes_only_SUB1
3,1.5,Clustered,6627,SNRPA1,up_mes_only_SUB1
3,1.5,Clustered,6628,SNRPB,up_mes_only_SUB1
3,1.5,Clustered,9343,EFTUD2,up_mes_only_SUB1
4,1.0,Seed,3430,IFI35,up_mes_only_SUB1
4,1.0,Clustered,7314,UBB,up_mes_only_SUB1
4,1.0,Clustered,1984,EIF5A,up_mes_only_SUB1
5,1.0,Clustered,567,B2M,up_mes_only_SUB1
5,1.0,Clustered,6772,STAT1,up_mes_only_SUB1
5,1.0,Clustered,3134,HLA-F,up_mes_only_SUB1
