GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
M41697,TRAVAGLINI LUNG EREG DENDRITIC CELL,0.0,0.0,0.0,0.0,-15.052619842355591,-2.2066996166105652,-3.519260375301138,-4.564754144026251
M41700,TRAVAGLINI LUNG OLR1 CLASSICAL MONOCYTE CELL,0.0,0.0,0.0,0.0,-34.78320372024259,-5.879462551494158,-5.250323185680889,-5.707981882517412
M41715,FAN OVARY CL13 MONOCYTE MACROPHAGE,0.0,0.0,0.0,0.0,-19.805917263768123,0.0,-3.2978046965003776,-3.2154552622397117
M39135,AIZARANI LIVER C39 EPCAM POS BILE DUCT CELLS 4,0.0,0.0,0.0,-2.1512199605256472,-19.41892034320068,0.0,-2.6621927064838147,0.0
M39051,MANNO MIDBRAIN NEUROTYPES HMGL,-8.192764712882058,0.0,0.0,-3.390255212971857,-15.0916789628476,-3.1709195528905583,0.0,0.0
M40011,BUSSLINGER GASTRIC METALLOTHIONEIN CELLS,0.0,-14.780614630724727,0.0,0.0,0.0,0.0,-3.1073926671279155,-2.1964277935695287
M40013,BUSSLINGER GASTRIC MATURE PIT CELLS,0.0,-19.118502686673416,0.0,0.0,0.0,0.0,-2.2448887445317594,0.0
M39148,GAO SMALL INTESTINE 24W C4 ENTEROCYTE PROGENITOR SUBTYPE 2,0.0,-20.446642954819225,0.0,0.0,0.0,0.0,0.0,0.0
M40212,DESCARTES FETAL INTESTINE INTESTINAL EPITHELIAL CELLS,0.0,-25.444241227983245,0.0,0.0,0.0,-4.157655646549167,0.0,0.0
M40220,DESCARTES FETAL KIDNEY URETERIC BUD CELLS,0.0,-24.19996023242521,0.0,0.0,0.0,-3.8602855696035014,0.0,0.0
M40287,DESCARTES FETAL SPLEEN AFP ALB POSITIVE CELLS,-3.6435240289789417,-27.41703867105695,0.0,0.0,0.0,0.0,-5.944323695119686,0.0
M40276,DESCARTES FETAL PLACENTA AFP ALB POSITIVE CELLS,-2.4404807497246734,-32.91067085964343,0.0,0.0,0.0,0.0,-2.822697879007352,0.0
M40028,BUSSLINGER DUODENAL LATE IMMATURE ENTEROCYTES,-8.321950534993,-21.87074564858875,0.0,0.0,0.0,0.0,-2.0397588979088757,0.0
M40234,DESCARTES FETAL LIVER HEPATOBLASTS,-3.387863479194079,-62.051339525764334,0.0,0.0,0.0,0.0,0.0,0.0
M39119,AIZARANI LIVER C17 HEPATOCYTES 3,-2.7291637600350116,-14.630295336278163,0.0,0.0,0.0,0.0,0.0,0.0
M39115,AIZARANI LIVER C11 HEPATOCYTES 1,-6.476804559081979,-33.66208478034364,0.0,0.0,0.0,0.0,0.0,0.0
M39118,AIZARANI LIVER C14 HEPATOCYTES 2,-6.189049330113477,-21.27976793304019,0.0,0.0,0.0,0.0,0.0,0.0
M40012,BUSSLINGER GASTRIC IMMATURE PIT CELLS,-3.245181212898672,-16.617891299523155,0.0,0.0,-3.5767705088611597,0.0,0.0,0.0
M40010,BUSSLINGER GASTRIC ISTHMUS CELLS,-3.7526715189578668,-13.806256792827005,0.0,0.0,-5.6316496604669775,0.0,-12.479017336564633,-4.427641340428737
M39209,HAY BONE MARROW STROMAL,0.0,0.0,-18.83884720765796,-10.453882929864797,0.0,-4.970904698652556,0.0,-2.785206841818015
