_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,0,0,1,1,0,0,0,0,0,0,-23,-5.1,0,0,C3714514,M00001100,2,0,DisGeNET,35,Infection,,-23,9.5,16,30293,491,228,35,15,2.4,330|387|1540|2950|3105|3106|3135|3383|3455|3459|3460|3576|3659|4790|4792|4836|5329|5366|5371|5743|6364|6374|6648|6890|6891|7157|8767|9308|9641|10010|22809|23586|23636|27113|64135,BIRC3|RHOA|CYLD|GSTP1|HLA-A|HLA-B|HLA-G|ICAM1|IFNAR2|IFNGR1|IFNGR2|CXCL8|IRF1|NFKB1|NFKBIA|NMT1|PLAUR|PMAIP1|PML|PTGS2|CCL20|CXCL5|SOD2|TAP1|TAP2|TP53|RIPK2|CD83|IKBKE|TANK|ATF5|RIGI|NUP62|BBC3|IFIH1,-20,0
0,0,0,0,1,1,0,0,0,0,0,0,-21,-6.7,0,0,C0151449,M00001100,2,0,DisGeNET,35,Primary Sjögren's syndrome,,-21,12,17,30293,312,228,28,12,2.2,60|1072|1520|2113|2919|3105|3106|3383|3576|4790|4792|5698|5743|6776|6891|7128|7157|7292|9641|10148|10318|10908|10950|10970|23586|64135|84790|146433,ACTB|CFL1|CTSS|ETS1|CXCL1|HLA-A|HLA-B|ICAM1|CXCL8|NFKB1|NFKBIA|PSMB9|PTGS2|STAT5A|TAP2|TNFAIP3|TP53|TNFSF4|IKBKE|EBI3|TNIP1|PNPLA6|BTG3|CKAP4|RIGI|IFIH1|TUBA1C|IL34,-18,0
0,1,0,0,1,1,0,1,0,-2.3,0,0,-18,-2.7,0,-2.9,C0004943,M01001101,4,0,DisGeNET,35,Behcet Syndrome,,-18,7.9,14,30293,502,228,30,13,2.2,60|1435|2113|2919|3105|3106|3135|3383|3576|3659|3918|4790|4792|5713|6364|6372|6374|6376|6648|6890|6891|7128|7157|7292|7297|9235|9308|10318|51752|84790,ACTB|CSF1|ETS1|CXCL1|HLA-A|HLA-B|HLA-G|ICAM1|CXCL8|IRF1|LAMC2|NFKB1|NFKBIA|PSMD7|CCL20|CXCL6|CXCL5|CX3CL1|SOD2|TAP1|TAP2|TNFAIP3|TP53|TNFSF4|TYK2|IL32|CD83|TNIP1|ERAP1|TUBA1C,-14,0
0,0,0,0,1,0,0,0,0,0,0,0,-17,0,0,0,C0220597,M00001000,1,0,DisGeNET,35,Adult Hodgkin Lymphoma,,-17,9,14,30293,399,228,27,12,2.1,60|330|1435|2113|2950|3105|3135|3383|3604|4790|4791|4792|4794|5371|5452|5698|5743|5971|6776|7128|7157|7185|7187|7292|8837|9308|9641,ACTB|BIRC3|CSF1|ETS1|GSTP1|HLA-A|HLA-G|ICAM1|TNFRSF9|NFKB1|NFKB2|NFKBIA|NFKBIE|PML|POU2F2|PSMB9|PTGS2|RELB|STAT5A|TNFAIP3|TP53|TRAF1|TRAF3|TNFSF4|CFLAR|CD83|IKBKE,-14,0
0,0,0,0,1,0,0,0,0,0,0,0,-17,0,0,0,C0220644,M00001000,1,0,DisGeNET,35,Childhood Hodgkin Lymphoma,,-17,9,14,30293,399,228,27,12,2.1,60|330|1435|2113|2950|3105|3135|3383|3604|4790|4791|4792|4794|5371|5452|5698|5743|5971|6776|7128|7157|7185|7187|7292|8837|9308|9641,ACTB|BIRC3|CSF1|ETS1|GSTP1|HLA-A|HLA-G|ICAM1|TNFRSF9|NFKB1|NFKB2|NFKBIA|NFKBIE|PML|POU2F2|PSMB9|PTGS2|RELB|STAT5A|TNFAIP3|TP53|TRAF1|TRAF3|TNFSF4|CFLAR|CD83|IKBKE,-14,0
0,0,0,0,1,1,0,0,0,0,0,0,-16,-4.2,0,0,C3495559,M00001100,2,0,DisGeNET,35,Juvenile arthritis,,-16,8,13,30293,450,228,27,12,2.1,2004|2120|2919|2950|3105|3106|3135|3383|3576|3659|4792|5329|5687|5698|6364|6372|6890|6891|7128|7157|7185|7297|9235|9308|10019|10950|51752,ELK3|ETV6|CXCL1|GSTP1|HLA-A|HLA-B|HLA-G|ICAM1|CXCL8|IRF1|NFKBIA|PLAUR|PSMA6|PSMB9|CCL20|CXCL6|TAP1|TAP2|TNFAIP3|TP53|TRAF1|TYK2|IL32|CD83|SH2B3|BTG3|ERAP1,-13,0
0,0,0,1,1,1,0,1,0,0,0,-3,-16,-3.5,0,-2.1,C0375023,M00011101,4,0,DisGeNET,35,Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site,,-16,7.7,13,30293,467,228,27,12,2.1,60|2004|2919|3105|3383|3576|3659|4327|4790|4792|5371|5698|5713|5743|6364|6374|6376|6776|6890|7157|7292|9641|10049|10970|23586|64135|148022,ACTB|ELK3|CXCL1|HLA-A|ICAM1|CXCL8|IRF1|MMP19|NFKB1|NFKBIA|PML|PSMB9|PSMD7|PTGS2|CCL20|CXCL5|CX3CL1|STAT5A|TAP1|TP53|TNFSF4|IKBKE|DNAJB6|CKAP4|RIGI|IFIH1|TICAM1,-12,0
0,0,0,0,1,1,0,0,0,0,0,0,-15,-6.3,0,0,C0011603,M00001100,2,0,DisGeNET,35,Dermatitis,,-15,7.2,12,30293,496,228,27,12,2.1,43|330|2113|2919|3106|3383|3455|3576|5329|5713|5743|6364|6376|6648|6776|6890|7128|7157|7186|7297|8837|9235|10318|23586|64135|80149|146206,ACHE|BIRC3|ETS1|CXCL1|HLA-B|ICAM1|IFNAR2|CXCL8|PLAUR|PSMD7|PTGS2|CCL20|CX3CL1|SOD2|STAT5A|TAP1|TNFAIP3|TP53|TRAF2|TYK2|CFLAR|IL32|TNIP1|RIGI|IFIH1|ZC3H12A|CARMIL2,-12,0
0,1,0,0,1,1,0,1,0,-2.6,0,0,-15,-6.3,0,-2.4,C0011615,M01001101,4,0,DisGeNET,35,"Dermatitis, Atopic",,-15,5.7,11,30293,751,228,32,14,2.3,1435|2113|2919|2950|3106|3383|3459|3576|4017|4790|4792|5329|5713|5743|5971|6364|6376|6776|6890|6891|7128|7157|7297|8771|9235|10148|10318|10970|51752|55248|55701|64135,CSF1|ETS1|CXCL1|GSTP1|HLA-B|ICAM1|IFNGR1|CXCL8|LOXL2|NFKB1|NFKBIA|PLAUR|PSMD7|PTGS2|RELB|CCL20|CX3CL1|STAT5A|TAP1|TAP2|TNFAIP3|TP53|TYK2|TNFRSF6B|IL32|EBI3|TNIP1|CKAP4|ERAP1|PACC1|ARHGEF40|IFIH1,-12,0
0,0,0,0,1,0,0,0,0,0,0,0,-14,0,0,0,C1333064,M00001000,1,0,DisGeNET,35,Classical Hodgkin's Lymphoma,,-14,9.8,13,30293,285,228,21,9.2,1.9,1540|3105|3135|4790|4792|5371|5452|5698|5743|5971|6648|6776|7128|7157|7187|8837|9308|10970|22809|23586|51752,CYLD|HLA-A|HLA-G|NFKB1|NFKBIA|PML|POU2F2|PSMB9|PTGS2|RELB|SOD2|STAT5A|TNFAIP3|TP53|TRAF3|CFLAR|CD83|CKAP4|ATF5|RIGI|ERAP1,-11,0
0,0,0,0,1,1,0,1,0,0,0,0,-14,-3,0,-2.7,C0003872,M00001101,3,0,DisGeNET,35,"Arthritis, Psoriatic",,-14,7.4,12,30293,450,228,25,11,2.1,60|387|1072|2919|3105|3106|3576|3604|4790|4792|5698|5743|6376|6648|7128|7157|7186|7297|9308|10148|10318|51752|64135|81603|146433,ACTB|RHOA|CFL1|CXCL1|HLA-A|HLA-B|CXCL8|TNFRSF9|NFKB1|NFKBIA|PSMB9|PTGS2|CX3CL1|SOD2|TNFAIP3|TP53|TRAF2|TYK2|CD83|EBI3|TNIP1|ERAP1|IFIH1|TRIM8|IL34,-11,0
1,0,0,0,1,1,0,0,-2.8,0,0,0,-14,-4.9,0,0,C0024143,M10001100,3,0,DisGeNET,35,Lupus Nephritis,,-14,6.9,12,30293,503,228,26,11,2.1,60|1435|1520|2919|2950|3135|3383|3576|4790|5420|5698|5743|5879|6376|6446|7128|7185|7186|7292|7345|9235|10318|23586|64135|79651|146433,ACTB|CSF1|CTSS|CXCL1|GSTP1|HLA-G|ICAM1|CXCL8|NFKB1|PODXL|PSMB9|PTGS2|RAC1|CX3CL1|SGK1|TNFAIP3|TRAF1|TRAF2|TNFSF4|UCHL1|IL32|TNIP1|RIGI|IFIH1|RHBDF2|IL34,-11,0
