GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
TRR00500,Regulated by: HNF4A,0.0,-4.521986290469973,0.0,0.0,0.0,0.0,0.0,0.0
TRR01512,Regulated by: USF1,0.0,-4.518223260504166,0.0,0.0,0.0,-2.479737539060082,0.0,0.0
TRR00027,Regulated by: ATF6,0.0,0.0,0.0,0.0,0.0,0.0,-6.8445433449739355,0.0
TRR01062,Regulated by: PPARG,-4.2473708741370055,0.0,0.0,0.0,-4.555677449599444,0.0,0.0,0.0
TRR01400,Regulated by: TFAP2A,-4.185391057247803,0.0,0.0,0.0,-4.492945811655968,0.0,-2.577124000253131,0.0
TRR01256,Regulated by: SP1,-3.1828863699273042,-3.4158816515349892,0.0,0.0,-6.933170856610825,-3.0135768828433216,-2.3121153474043137,0.0
TRR01277,Regulated by: STAT3,0.0,0.0,0.0,0.0,-5.384514967815524,0.0,-2.942750089048381,-2.8921602836761244
TRR01419,Regulated by: TP53,0.0,0.0,-2.202801236401841,0.0,-5.092022967410016,0.0,-2.049732476526395,0.0
TRR01157,Regulated by: REL,0.0,0.0,0.0,0.0,-4.319881014186812,0.0,0.0,0.0
TRR00489,Regulated by: HIVEP2,0.0,0.0,0.0,0.0,-5.082161018012804,0.0,0.0,0.0
TRR00780,Regulated by: MYC,0.0,0.0,0.0,0.0,-5.655409309007081,0.0,0.0,0.0
TRR00342,Regulated by: FOS,0.0,0.0,0.0,0.0,-6.268925543358942,0.0,0.0,0.0
TRR00877,Regulated by: NFKBIA,0.0,0.0,0.0,0.0,-6.370242732744822,0.0,0.0,0.0
TRR00466,Regulated by: HDAC1,0.0,0.0,0.0,0.0,-6.6966128593042615,0.0,0.0,0.0
TRR00253,Regulated by: EGR1,0.0,0.0,0.0,0.0,-4.957408872858137,-4.848643948960198,0.0,0.0
TRR01275,Regulated by: STAT1,0.0,0.0,0.0,0.0,-5.07443919588164,-3.955010430505396,0.0,0.0
TRR00602,Regulated by: IRF1,0.0,0.0,0.0,0.0,-8.087362910903398,-2.0363563072286444,0.0,0.0
TRR00645,Regulated by: JUN,0.0,0.0,0.0,0.0,-10.236438450890363,-2.6176922743235562,0.0,0.0
TRR01158,Regulated by: RELA,0.0,0.0,0.0,0.0,-23.885600810916284,-8.841838924827425,0.0,0.0
TRR00875,Regulated by: NFKB1,0.0,0.0,0.0,0.0,-23.65114824844586,-8.725145882815692,0.0,0.0
