_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,0,0,1,1,0,0,0,0,0,0,-24,-8.8,0,0,TRR01158,M00001100,2,0,TRRUST,34,Regulated by: RELA,,-24,12,18,30293,334,228,31,14,2.3,330|1435|2919|2950|3105|3383|3576|3604|3659|4790|4792|5329|5452|5698|5743|6364|6374|6648|6890|6891|6892|7128|7157|7185|7186|8767|8837|9308|10010|10148|51752,BIRC3|CSF1|CXCL1|GSTP1|HLA-A|ICAM1|CXCL8|TNFRSF9|IRF1|NFKB1|NFKBIA|PLAUR|POU2F2|PSMB9|PTGS2|CCL20|CXCL5|SOD2|TAP1|TAP2|TAPBP|TNFAIP3|TP53|TRAF1|TRAF2|RIPK2|CFLAR|CD83|TANK|EBI3|ERAP1,-20,0
0,0,0,0,1,1,0,0,0,0,0,0,-24,-8.7,0,0,TRR00875,M00001100,2,0,TRRUST,34,Regulated by: NFKB1,,-24,12,18,30293,340,228,31,14,2.3,330|1435|2919|2950|3383|3576|3604|3659|4790|4792|5329|5452|5698|5743|6364|6374|6648|6890|6891|6892|7128|7157|7185|7186|7980|8767|8837|9308|10010|10148|51752,BIRC3|CSF1|CXCL1|GSTP1|ICAM1|CXCL8|TNFRSF9|IRF1|NFKB1|NFKBIA|PLAUR|POU2F2|PSMB9|PTGS2|CCL20|CXCL5|SOD2|TAP1|TAP2|TAPBP|TNFAIP3|TP53|TRAF1|TRAF2|TFPI2|RIPK2|CFLAR|CD83|TANK|EBI3|ERAP1,-20,0
0,0,0,0,1,1,0,0,0,0,0,0,-10,-2.6,0,0,TRR00645,M00001100,2,0,TRRUST,34,Regulated by: JUN,,-10,11,11,30293,172,228,14,6.1,1.6,1435|2113|2950|3576|3732|4017|4791|5329|5743|5971|6648|7157|8767|64386,CSF1|ETS1|GSTP1|CXCL8|CD82|LOXL2|NFKB2|PLAUR|PTGS2|RELB|SOD2|TP53|RIPK2|MMP25,-7.7,0
0,0,0,0,1,1,0,0,0,0,0,0,-8.1,-2,0,0,TRR00602,M00001100,2,0,TRRUST,34,Regulated by: IRF1,,-8.1,19,12,30293,55,228,8,3.5,1.2,3105|3135|5698|6890|6891|6892|7157|23586,HLA-A|HLA-G|PSMB9|TAP1|TAP2|TAPBP|TP53|RIGI,-5.8,0
1,1,0,0,1,1,1,0,-3.2,-3.4,0,0,-6.9,-3,-2.3,0,TRR01256,M11001110,5,0,TRRUST,34,Regulated by: SP1,,-6.9,4.5,7.1,30293,526,228,18,7.9,1.8,1890|2919|2950|3135|3383|3459|3685|4017|4790|4791|5329|5743|6374|6648|7980|8767|9308|148022,TYMP|CXCL1|GSTP1|HLA-G|ICAM1|IFNGR1|ITGAV|LOXL2|NFKB1|NFKB2|PLAUR|PTGS2|CXCL5|SOD2|TFPI2|RIPK2|CD83|TICAM1,-4.9,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.8,0,TRR00027,M00000010,1,0,TRRUST,34,Regulated by: ATF6,,-6.8,39,14,30293,18,217,5,2.3,1,1650|3309|7494|8050|134429,DDOST|HSPA5|XBP1|PDHX|STARD4,-4.8,0
0,0,0,0,1,0,0,0,0,0,0,0,-6.7,0,0,0,TRR00466,M00001000,1,0,TRRUST,34,Regulated by: HDAC1,,-6.7,13,9.4,30293,82,228,8,3.5,1.2,330|3383|3576|3732|4790|5743|7157|25805,BIRC3|ICAM1|CXCL8|CD82|NFKB1|PTGS2|TP53|BAMBI,-4.7,0
0,0,0,0,1,0,0,0,0,0,0,0,-6.4,0,0,0,TRR00877,M00001000,1,0,TRRUST,34,Regulated by: NFKBIA,,-6.4,32,12,30293,21,228,5,2.2,0.97,3383|3576|4790|7185|10148,ICAM1|CXCL8|NFKB1|TRAF1|EBI3,-4.4,0
0,0,0,0,1,0,0,0,0,0,0,0,-6.3,0,0,0,TRR00342,M00001000,1,0,TRRUST,34,Regulated by: FOS,,-6.3,15,9.4,30293,64,228,7,3.1,1.1,2950|3576|4790|5329|5743|7157|8767,GSTP1|CXCL8|NFKB1|PLAUR|PTGS2|TP53|RIPK2,-4.3,0
0,0,0,0,1,0,0,0,0,0,0,0,-5.7,0,0,0,TRR00780,M00001000,1,0,TRRUST,34,Regulated by: MYC,,-5.7,9.5,7.8,30293,112,228,8,3.5,1.2,3105|3106|3135|4893|5366|6484|7157|8837,HLA-A|HLA-B|HLA-G|NRAS|PMAIP1|ST3GAL4|TP53|CFLAR,-3.8,0
0,0,0,0,1,0,1,1,0,0,0,0,-5.4,0,-2.9,-2.9,TRR01277,M00001011,3,0,TRRUST,34,Regulated by: STAT3,,-5.4,7.4,7.1,30293,162,228,9,3.9,1.3,2120|3383|3576|3659|5743|7157|7297|8837|9641,ETV6|ICAM1|CXCL8|IRF1|PTGS2|TP53|TYK2|CFLAR|IKBKE,-3.6,0
0,0,1,0,1,0,1,0,0,0,-2.2,0,-5.1,0,-2,0,TRR01419,M00101010,3,0,TRRUST,34,Regulated by: TP53,,-5.1,6.8,6.7,30293,176,228,9,3.9,1.3,2950|3732|4134|4790|5366|5371|7157|10950|27113,GSTP1|CD82|MAP4|NFKB1|PMAIP1|PML|TP53|BTG3|BBC3,-3.4,0
0,0,0,0,1,0,0,0,0,0,0,0,-5.1,0,0,0,TRR00489,M00001000,1,0,TRRUST,34,Regulated by: HIVEP2,,-5.1,66,14,30293,6,228,3,1.3,0.75,3105|3106|3135,HLA-A|HLA-B|HLA-G,-3.4,0
0,0,0,0,1,1,0,0,0,0,0,0,-5.1,-4,0,0,TRR01275,M00001100,2,0,TRRUST,34,Regulated by: STAT1,,-5.1,9.7,7.4,30293,96,228,7,3.1,1.1,3383|3659|5371|5698|5743|6890|7157,ICAM1|IRF1|PML|PSMB9|PTGS2|TAP1|TP53,-3.4,0
