_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,1,0,0,0,0,0,0,-3.4,-62,0,0,0,0,0,0,M40234,M11000000,2,0,Cell Type Signatures,7,DESCARTES FETAL LIVER HEPATOBLASTS,,-62,13,30,30293,500,344,76,22,2.2,13|173|174|183|213|216|335|336|338|350|433|622|729|1644|1733|2065|2147|2155|2330|2705|2731|2939|3026|3053|3158|3170|3172|3249|3698|4224|5053|5174|5345|5624|5950|7018|7104|7274|7276|7364|7366|7429|8431|9104|10110|10247|10840|27134|28999|29974|51085|51156|51473|53841|55195|57462|79589|81693|92840|113220|134548|149466|151258|164656|197257|256394|256764|257407|257629|283375|284111|319089|388323|388595|389434|100996492,AADAC|AFM|AFP|AGT|ALB|ALDH1A1|APOA1|APOA2|APOB|APOH|ASGR2|BDH1|C6|DDC|DIO1|ERBB3|F2|F7|FMO5|GJB1|GLDC|GSTA2|HABP2|SERPIND1|HMGCS2|FOXA2|HNF4A|HPN|ITIH2|MEP1A|PAH|PDZK1|SERPINF2|PROC|RBP4|TF|TM4SF4|TTPA|TTR|UGT2B7|UGT2B15|VIL1|NR0B2|RGN|SGK2|RIDA|ALDH1L1|TJP3|KLF15|A1CF|MLXIPL|SERPINA10|DCDC2|CDHR5|CCDC198|MYORG|RNF128|AMN|REEP6|KIF12|SOWAHA|C1orf210|SLC38A11|TMPRSS6|LDHD|SERPINA11|WDR72|C2orf72|ANKS4B|SLC39A5|SLC13A5|TTC6|GLTPD2|TMEM82|IYD|CTXND1,-58,0
0,0,0,0,1,1,1,1,0,0,0,0,-35,-5.9,-5.3,-5.7,M41700,M00001111,4,0,Cell Type Signatures,7,TRAVAGLINI LUNG OLR1 CLASSICAL MONOCYTE CELL,,-35,9.5,20,30293,726,228,52,23,2.8,60|387|637|1520|1889|1890|2004|2120|2907|2919|3383|3460|3576|3656|3685|4327|4790|4792|4794|5216|5271|5329|5687|5743|5879|5971|6364|6648|7127|7128|7185|8767|8837|9050|9308|10019|10049|10318|10970|11182|22809|22904|22919|23636|51088|51582|57514|59274|80149|83937|170954|259307,ACTB|RHOA|BID|CTSS|ECE1|TYMP|ELK3|ETV6|GRINA|CXCL1|ICAM1|IFNGR2|CXCL8|IRAK2|ITGAV|MMP19|NFKB1|NFKBIA|NFKBIE|PFN1|SERPINB8|PLAUR|PSMA6|PTGS2|RAC1|RELB|CCL20|SOD2|TNFAIP2|TNFAIP3|TRAF1|RIPK2|CFLAR|PSTPIP2|CD83|SH2B3|DNAJB6|TNIP1|CKAP4|SLC2A6|ATF5|SBNO2|MAPRE1|NUP62|KLHL5|AZIN1|ARHGAP31|TLNRD1|ZC3H12A|RASSF4|PPP1R18|IL4I1,-31,0
1,1,0,0,0,0,0,0,-6.5,-34,0,0,0,0,0,0,M39115,M11000000,2,0,Cell Type Signatures,7,AIZARANI LIVER C11 HEPATOCYTES 1,,-34,13,22,30293,298,344,43,12,1.8,13|173|183|213|216|335|336|338|350|433|729|1666|2147|2153|2330|2938|2939|3053|3158|3248|3249|3417|3698|5005|5053|5345|5624|5950|7018|7276|7364|7366|9104|10247|10449|10840|11001|28999|29974|51085|84706|256394|284111,AADAC|AFM|AGT|ALB|ALDH1A1|APOA1|APOA2|APOB|APOH|ASGR2|C6|DECR1|F2|F5|FMO5|GSTA1|GSTA2|SERPIND1|HMGCS2|HPGD|HPN|IDH1|ITIH2|ORM2|PAH|SERPINF2|PROC|RBP4|TF|TTR|UGT2B7|UGT2B15|RGN|RIDA|ACAA2|ALDH1L1|SLC27A2|KLF15|A1CF|MLXIPL|GPT2|SERPINA11|SLC13A5,-30,0
1,1,0,0,0,0,1,0,-2.4,-33,0,0,0,0,-2.8,0,M40276,M11000010,3,0,Cell Type Signatures,7,DESCARTES FETAL PLACENTA AFP ALB POSITIVE CELLS,,-33,18,24,30293,171,344,35,10,1.6,174|183|213|335|336|338|350|433|622|1644|1733|1757|2147|2330|2938|3053|3158|3698|4224|5053|5345|5950|7018|7104|7276|10247|29974|51085|51156|81693|92840|127845|164656|283375|284111,AFP|AGT|ALB|APOA1|APOA2|APOB|APOH|ASGR2|BDH1|DDC|DIO1|SARDH|F2|FMO5|GSTA1|SERPIND1|HMGCS2|ITIH2|MEP1A|PAH|SERPINF2|RBP4|TF|TM4SF4|TTR|RIDA|A1CF|MLXIPL|SERPINA10|AMN|REEP6|GOLT1A|TMPRSS6|SLC39A5|SLC13A5,-29,0
1,1,0,0,0,0,1,0,-3.6,-27,0,0,0,0,-5.9,0,M40287,M11000010,3,0,Cell Type Signatures,7,DESCARTES FETAL SPLEEN AFP ALB POSITIVE CELLS,,-27,15,21,30293,188,344,32,9.3,1.6,174|183|213|335|336|338|350|433|2147|2153|2155|2330|2705|2731|2938|3026|3053|3158|3172|3249|3698|5053|5345|5950|7018|7104|7276|11001|29974|81693|283375|284111,AFP|AGT|ALB|APOA1|APOA2|APOB|APOH|ASGR2|F2|F5|F7|FMO5|GJB1|GLDC|GSTA1|HABP2|SERPIND1|HMGCS2|HNF4A|HPN|ITIH2|PAH|SERPINF2|RBP4|TF|TM4SF4|TTR|SLC27A2|A1CF|AMN|SLC39A5|SLC13A5,-24,0
0,1,0,0,0,1,0,0,0,-25,0,0,0,-4.2,0,0,M40212,M01000100,2,0,Cell Type Signatures,7,DESCARTES FETAL INTESTINE INTESTINAL EPITHELIAL CELLS,,-25,11,18,30293,276,344,35,10,1.6,13|173|174|183|335|336|338|729|2705|2938|2939|4224|5948|5950|7103|7433|9075|10840|27134|27284|54810|55195|55503|79774|80004|81693|92840|123099|140893|155465|196410|257407|284422|388323|389434,AADAC|AFM|AFP|AGT|APOA1|APOA2|APOB|C6|GJB1|GSTA1|GSTA2|MEP1A|RBP2|RBP4|TSPAN8|VIPR1|CLDN2|ALDH1L1|TJP3|SULT1B1|GIPC2|CCDC198|TRPV6|GRTP1|ESRP2|AMN|REEP6|DEGS2|RBBP8NL|AGR3|TMT1B|C2orf72|SMIM24|GLTPD2|IYD,-22,0
0,1,0,0,0,1,0,0,0,-24,0,0,0,-3.9,0,0,M40220,M01000100,2,0,Cell Type Signatures,7,DESCARTES FETAL KIDNEY URETERIC BUD CELLS,,-24,10,17,30293,300,344,35,10,1.6,216|1308|2001|2125|3158|3248|3866|6286|6690|7348|8495|8537|10331|23584|54097|54845|54894|55040|55503|79083|79589|80004|84951|85477|90019|114569|123099|127845|140893|147798|151258|197257|319089|100130933|100996492,ALDH1A1|COL17A1|ELF5|EVPL|HMGCS2|HPGD|KRT15|S100P|SPINK1|UPK1B|PPFIBP2|BCAS1|B3GNT3|VSIG2|FAM3B|ESRP1|RNF43|EPN3|TRPV6|MLPH|RNF128|ESRP2|TNS4|SCIN|SYT8|MAL2|DEGS2|GOLT1A|RBBP8NL|TMC4|SLC38A11|LDHD|TTC6|SMIM6|CTXND1,-21,0
1,1,0,0,0,0,1,0,-8.3,-22,0,0,0,0,-2,0,M40028,M11000010,3,0,Cell Type Signatures,7,BUSSLINGER DUODENAL LATE IMMATURE ENTEROCYTES,,-22,13,18,30293,177,344,27,7.8,1.5,13|216|338|476|760|3158|4224|4640|5948|6817|7104|7364|9032|10424|10449|22977|27141|53841|54502|55512|57016|79908|81693|92840|126353|283375|284422,AADAC|ALDH1A1|APOB|ATP1A1|CA2|HMGCS2|MEP1A|MYO1A|RBP2|SULT1A1|TM4SF4|UGT2B7|TM4SF5|PGRMC2|ACAA2|AKR7A3|CIDEB|CDHR5|RBM47|SMPD3|AKR1B10|BTNL8|AMN|REEP6|MISP|SLC39A5|SMIM24,-18,0
1,1,0,0,0,0,0,0,-6.2,-21,0,0,0,0,0,0,M39118,M11000000,2,0,Cell Type Signatures,7,AIZARANI LIVER C14 HEPATOCYTES 2,,-21,11,17,30293,226,344,29,8.4,1.5,173|216|335|336|338|350|433|2147|2705|2938|2939|3053|3158|3249|5005|5345|5950|7018|7276|7364|9104|10247|10449|10840|29974|51085|84706|92840|256394,AFM|ALDH1A1|APOA1|APOA2|APOB|APOH|ASGR2|F2|GJB1|GSTA1|GSTA2|SERPIND1|HMGCS2|HPN|ORM2|SERPINF2|RBP4|TF|TTR|UGT2B7|RGN|RIDA|ACAA2|ALDH1L1|A1CF|MLXIPL|GPT2|REEP6|SERPINA11,-18,0
0,1,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,M39148,M01000000,1,0,Cell Type Signatures,7,GAO SMALL INTESTINE 24W C4 ENTEROCYTE PROGENITOR SUBTYPE 2,,-20,19,19,30293,97,344,21,6.1,1.3,54|174|183|335|338|1644|1800|2705|4224|4640|5948|5950|8431|9104|27284|57462|79589|127845|196410|284422|285489,ACP5|AFP|AGT|APOA1|APOB|DDC|DPEP1|GJB1|MEP1A|MYO1A|RBP2|RBP4|NR0B2|RGN|SULT1B1|MYORG|RNF128|GOLT1A|TMT1B|SMIM24|DOK7,-17,0
