Cluster,Score,Type,Gene,Symbol,Network
1,3.444444444444444,Clustered,376497,SLC27A1,down_common_genes_SUB1
1,3.444444444444444,Clustered,80221,ACSF2,down_common_genes_SUB1
1,3.444444444444444,Seed,51084,CRYL1,down_common_genes_SUB1
1,3.444444444444444,Clustered,38,ACAT1,down_common_genes_SUB1
1,3.444444444444444,Clustered,6342,SCP2,down_common_genes_SUB1
1,3.444444444444444,Clustered,80724,ACAD10,down_common_genes_SUB1
1,3.444444444444444,Clustered,8309,ACOX2,down_common_genes_SUB1
1,3.444444444444444,Clustered,3030,HADHA,down_common_genes_SUB1
1,3.444444444444444,Clustered,55902,ACSS2,down_common_genes_SUB1
2,2.0,Seed,6414,SELENOP,down_common_genes_SUB1
2,2.0,Clustered,55225,RAVER2,down_common_genes_SUB1
2,2.0,Clustered,3646,EIF3E,down_common_genes_SUB1
2,2.0,Clustered,10399,RACK1,down_common_genes_SUB1
2,2.0,Clustered,8664,EIF3D,down_common_genes_SUB1
3,1.7999999999999998,Seed,10362,HMG20B,down_common_genes_SUB1
3,1.7999999999999998,Clustered,7381,UQCRB,down_common_genes_SUB1
3,1.7999999999999998,Clustered,4705,NDUFA10,down_common_genes_SUB1
3,1.7999999999999998,Clustered,645,BLVRB,down_common_genes_SUB1
3,1.7999999999999998,Clustered,7388,UQCRH,down_common_genes_SUB1
4,1.0,Clustered,5934,RBL2,down_common_genes_SUB1
4,1.0,Seed,4303,FOXO4,down_common_genes_SUB1
4,1.0,Clustered,1027,CDKN1B,down_common_genes_SUB1
5,1.0,Seed,1938,EEF2,down_common_genes_SUB1
5,1.0,Clustered,1915,EEF1A1,down_common_genes_SUB1
5,1.0,Clustered,5578,PRKCA,down_common_genes_SUB1
1,2.5,Clustered,336,APOA2,down_epi_only_SUB1
1,2.5,Clustered,338,APOB,down_epi_only_SUB1
1,2.5,Clustered,341,APOC1,down_epi_only_SUB1
1,2.5,Clustered,335,APOA1,down_epi_only_SUB1
1,2.5,Clustered,5360,PLTP,down_epi_only_SUB1
1,2.5,Seed,350,APOH,down_epi_only_SUB1
3,1.5,Clustered,1892,ECHS1,down_epi_only_SUB1
3,1.5,Clustered,549,AUH,down_epi_only_SUB1
3,1.5,Clustered,216,ALDH1A1,down_epi_only_SUB1
3,1.5,Seed,3158,HMGCS2,down_epi_only_SUB1
4,1.25,Seed,4922,NTS,down_epi_only_SUB1
4,1.25,Clustered,3814,KISS1,down_epi_only_SUB1
4,1.25,Clustered,4923,NTSR1,down_epi_only_SUB1
4,1.25,Clustered,84634,KISS1R,down_epi_only_SUB1
5,1.25,Clustered,4585,MUC4,down_epi_only_SUB1
5,1.25,Clustered,192134,B3GNT6,down_epi_only_SUB1
5,1.25,Clustered,10331,B3GNT3,down_epi_only_SUB1
5,1.25,Clustered,4586,MUC5AC,down_epi_only_SUB1
6,1.25,Clustered,27165,GLS2,down_epi_only_SUB1
6,1.25,Clustered,2729,GCLC,down_epi_only_SUB1
6,1.25,Seed,2628,GATM,down_epi_only_SUB1
6,1.25,Clustered,2747,GLUD2,down_epi_only_SUB1
2,1.2,Clustered,284422,SMIM24,down_epi_only_SUB1
2,1.2,Clustered,51004,COQ6,down_epi_only_SUB1
2,1.2,Clustered,84532,ACSS1,down_epi_only_SUB1
2,1.2,Seed,65985,AACS,down_epi_only_SUB1
2,1.2,Clustered,35,ACADS,down_epi_only_SUB1
9,1.0,Seed,5648,MASP1,down_epi_only_SUB1
9,1.0,Clustered,2153,F5,down_epi_only_SUB1
9,1.0,Clustered,5624,PROC,down_epi_only_SUB1
10,1.0,Clustered,7163,TPD52,down_epi_only_SUB1
10,1.0,Clustered,7164,TPD52L1,down_epi_only_SUB1
10,1.0,Seed,114569,MAL2,down_epi_only_SUB1
11,1.0,Clustered,66005,CHID1,down_epi_only_SUB1
11,1.0,Clustered,3026,HABP2,down_epi_only_SUB1
11,1.0,Seed,22837,COBLL1,down_epi_only_SUB1
7,1.5,Seed,149461,CLDN19,down_epi_only_SUB2
7,1.5,Clustered,27134,TJP3,down_epi_only_SUB2
7,1.5,Clustered,9075,CLDN2,down_epi_only_SUB2
7,1.5,Clustered,1365,CLDN3,down_epi_only_SUB2
8,1.0,Clustered,8555,CDC14B,down_epi_only_SUB3
8,1.0,Clustered,79774,GRTP1,down_epi_only_SUB3
8,1.0,Seed,55357,TBC1D2,down_epi_only_SUB3
8,1.0,Clustered,56952,PRTFDC1,down_epi_only_SUB3
3,2.0,Seed,6907,TBL1X,down_mes_only_SUB1
3,2.0,Clustered,1374,CPT1A,down_mes_only_SUB1
3,2.0,Clustered,1387,CREBBP,down_mes_only_SUB1
3,2.0,Clustered,6256,RXRA,down_mes_only_SUB1
3,2.0,Clustered,6604,SMARCD3,down_mes_only_SUB1
2,1.7692307692307692,Clustered,9793,CKAP5,down_mes_only_SUB1
2,1.7692307692307692,Clustered,2050,EPHB4,down_mes_only_SUB1
2,1.7692307692307692,Clustered,8473,OGT,down_mes_only_SUB1
2,1.7692307692307692,Clustered,57787,MARK4,down_mes_only_SUB1
