Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,,-24,6.9,15,30293,300,677,46,6.8,0.97,2|633|634|650|655|823|961|1277|1281|1288|1293|1294|1295|1299|1301|1311|1462|1463|1634|2243|2266|2335|3339|3383|3676|3691|3694|3914|3918|4319|4684|5045|5155|5339|5644|5645|6385|7448|8728|8974|9378|11096|50848|59277|84171|169044,A2M|BGN|CEACAM1|BMP2|BMP7|CAPN1|CD47|COL1A1|COL3A1|COL4A6|COL6A3|COL7A1|COL8A1|COL9A3|COL11A1|COMP|VCAN|NCAN|DCN|FGA|FGG|FN1|HSPG2|ICAM1|ITGA4|ITGB4|ITGB6|LAMB3|LAMC2|MMP10|NCAM1|FURIN|PDGFB|PLEC|PRSS1|PRSS2|SDC4|VTN|ADAM19|P4HA2|NRXN1|ADAMTS5|F11R|NTN4|LOXL4|COL22A1,-21
MyList,Reactome Gene Sets,6,R-HSA-216083,Integrin cell surface interactions,,-12,9.5,12,30293,85,677,18,2.7,0.62,961|1277|1281|1288|1293|1294|1295|1299|1311|2243|2266|2335|3339|3383|3676|3694|7448|50848,CD47|COL1A1|COL3A1|COL4A6|COL6A3|COL7A1|COL8A1|COL9A3|COMP|FGA|FGG|FN1|HSPG2|ICAM1|ITGA4|ITGB6|VTN|F11R,-9.2
MyList,Reactome Gene Sets,6,R-HSA-3000171,Non-integrin membrane-ECM interactions,,-10,11,11,30293,59,677,14,2.1,0.55,1277|1281|1288|1301|2335|3339|3691|3914|3918|5155|6385|7448|9378|59277,COL1A1|COL3A1|COL4A6|COL11A1|FN1|HSPG2|ITGB4|LAMB3|LAMC2|PDGFB|SDC4|VTN|NRXN1|NTN4,-7.5
MyList,Reactome Gene Sets,6,R-HSA-1474228,Degradation of the extracellular matrix,,-10,6.4,9.7,30293,140,677,20,3,0.65,2|823|1277|1281|1288|1293|1294|1295|1299|1301|1634|2335|3339|3914|3918|4319|5045|5644|5645|11096,A2M|CAPN1|COL1A1|COL3A1|COL4A6|COL6A3|COL7A1|COL8A1|COL9A3|COL11A1|DCN|FN1|HSPG2|LAMB3|LAMC2|MMP10|FURIN|PRSS1|PRSS2|ADAMTS5,-7.5
MyList,Reactome Gene Sets,6,R-HSA-109582,Hemostasis,,-10,3.1,8,30293,621,677,43,6.4,0.94,2|285|634|928|961|972|1277|1607|1893|2243|2266|2335|2624|2785|2791|2886|3481|3676|4973|5099|5155|5196|5327|5880|6281|6385|6546|6547|6850|7044|7056|7277|7424|9056|9123|10630|11343|22915|23657|29106|30846|50848|57126,A2M|ANGPT2|CEACAM1|CD9|CD47|CD74|COL1A1|DGKB|ECM1|FGA|FGG|FN1|GATA2|GNG3|GNG11|GRB7|IGF2|ITGA4|OLR1|PCDH7|PDGFB|PF4|PLAT|RAC2|S100A10|SDC4|SLC8A1|SLC8A3|SYK|LEFTY2|THBD|TUBA4A|VEGFC|SLC7A7|SLC16A3|PDPN|MGLL|MMRN1|SLC7A11|SCG3|EHD2|F11R|CD177,-7.4
MyList,Reactome Gene Sets,6,R-HSA-446728,Cell junction organization,,-10,7,9.8,30293,115,677,18,2.7,0.62,1009|1010|1012|1015|3691|3852|3914|3918|5339|7122|8728|27319|50848|51129|51208|54549|84612|92359,CDH11|CDH12|CDH13|CDH17|ITGB4|KRT5|LAMB3|LAMC2|PLEC|CLDN5|ADAM19|BHLHE22|F11R|ANGPTL4|CLDN18|SDK2|PARD6B|CRB3,-7.4
MyList,Reactome Gene Sets,6,R-HSA-3000178,ECM proteoglycans,,-9.9,8.8,10,30293,76,677,15,2.2,0.57,633|1277|1281|1288|1293|1299|1311|1462|1463|1634|2335|3339|3694|4684|7448,BGN|COL1A1|COL3A1|COL4A6|COL6A3|COL9A3|COMP|VCAN|NCAN|DCN|FN1|HSPG2|ITGB6|NCAM1|VTN,-7.4
MyList,Reactome Gene Sets,6,R-HSA-1500931,Cell-Cell communication,,-9.6,5.8,9.1,30293,153,677,20,3,0.65,961|1009|1010|1012|1015|3691|3852|3914|3918|5339|7122|8728|10326|27319|50848|51129|51208|54549|84612|92359,CD47|CDH11|CDH12|CDH13|CDH17|ITGB4|KRT5|LAMB3|LAMC2|PLEC|CLDN5|ADAM19|SIRPB1|BHLHE22|F11R|ANGPTL4|CLDN18|SDK2|PARD6B|CRB3,-7.1
MyList,Reactome Gene Sets,6,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,,-9.1,9.5,10,30293,61,677,13,1.9,0.53,1277|1281|1288|1293|1294|1295|1299|1301|3691|3914|3918|5339|84171,COL1A1|COL3A1|COL4A6|COL6A3|COL7A1|COL8A1|COL9A3|COL11A1|ITGB4|LAMB3|LAMC2|PLEC|LOXL4,-6.7
MyList,Reactome Gene Sets,6,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,,-9,3.1,7.5,30293,526,677,37,5.5,0.87,117|238|429|1277|1281|1293|1299|1301|1759|2253|2255|2335|2353|2886|3397|3481|3561|3726|3914|3918|4689|4914|4916|5045|5063|5125|5155|5327|5800|6456|7058|7424|8660|10163|10653|23768|57761,ADCYAP1R1|ALK|ASCL1|COL1A1|COL3A1|COL6A3|COL9A3|COL11A1|DNM1|FGF8|FGF10|FN1|FOS|GRB7|ID1|IGF2|IL2RG|JUNB|LAMB3|LAMC2|NCF4|NTRK1|NTRK3|FURIN|PAK3|PCSK5|PDGFB|PLAT|PTPRO|SH3GL2|THBS2|VEGFC|IRS2|WASF2|SPINT2|FLRT2|TRIB3,-6.6
