Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Cell Type Signatures,7,M39062,MANNO MIDBRAIN NEUROTYPES HNPROG,,-43,9.3,22,30293,229,922,65,7,0.84,332|429|701|894|1028|1063|1630|1641|1993|1996|3148|3642|3785|4085|4288|4760|4762|4885|5100|5126|5347|5366|5454|5806|6657|7153|9133|9543|10460|10630|10683|10763|10842|11004|11013|11065|11189|22974|24137|26523|27319|51299|54478|55143|55502|55816|56341|58158|63973|64641|81610|83461|84530|84722|92691|124930|130132|252995|254778|259266|341640|347252|441631|494470|100129792,BIRC5|ASCL1|BUB1B|CCND2|CDKN1C|CENPF|DCC|DCX|ELAVL2|ELAVL4|HMGB2|INSM1|KCNQ2|MAD2L1|MKI67|NEUROD1|NEUROG1|NPTX2|PCDH8|PCSK2|PLK1|PMAIP1|POU3F2|PTX3|SOX2|TOP2A|CCNB2|IGDCC3|TACC3|PDPN|DLL3|NES|PPP1R17|KIF2C|TMSB15A|UBE2C|CELF3|TPX2|KIF4A|AGO1|BHLHE22|NRN1|PIMREG|CDCA8|HES6|DOK5|PRMT8|NEUROD4|NEUROG2|EBF2|FAM83D|CDCA3|SRRM4|PSRC1|TMEM169|ANKRD13B|RFTN2|FNDC5|VXN|ASPM|FREM2|IGFBPL1|TSPAN11|ARK2C|CCDC152,-39,MyList
Cell Type Signatures,7,M39054,MANNO MIDBRAIN NEUROTYPES HRGL2B,,-38,6,19,30293,440,922,80,8.7,0.93,117|332|429|477|547|577|701|1012|1062|1301|1804|1910|2042|2196|2273|2697|2824|2890|2913|3315|3371|3400|3696|3709|3725|3785|4052|4288|4329|4821|4851|4916|5354|5454|5764|5803|5992|6299|6423|6506|6656|6657|8404|8671|9212|9837|10460|10630|10675|10763|10964|11004|11166|22974|23657|27164|30812|54898|55143|55790|57348|57556|57580|57758|64067|79006|79026|79192|130132|143282|152573|169792|196740|220382|256536|375704|387597|388585|440097|441478,ADCYAP1R1|BIRC5|ASCL1|ATP1A2|KIF1A|ADGRB3|BUB1B|CDH13|CENPE|COL11A1|DPP6|EDNRB|EPHA3|FAT2|FHL1|GJA1|GPM6B|GRIA1|GRM3|HSPB1|TNC|ID4|ITGB8|ITPR2|JUN|KCNQ2|LTBP1|MKI67|ALDH6A1|NKX2-2|NOTCH1|NTRK3|PLP1|POU3F2|PTN|PTPRZ1|RFX4|SALL1|SFRP2|SLC1A2|SOX1|SOX2|SPARCL1|SLC4A4|AURKB|GINS1|TACC3|PDPN|CSPG5|NES|IFI44L|KIF2C|SOX21|TPX2|SLC7A11|SALL3|SOX8|ELOVL2|CDCA8|CSGALNACT1|TTYH1|SEMA6A|PREX1|SCUBE2|NPAS3|METRN|AHNAK|IRX1|RFTN2|FGFBP3|SHISA3|GLIS3|VSTM4|FAM181B|TCERG1L|ENHO|ILDR2|HES5|DBX2|NRARP,-34,MyList
Cell Type Signatures,7,M39209,HAY BONE MARROW STROMAL,,-35,4.3,16,30293,765,922,100,11,1,249|467|862|1136|1271|1277|1281|1282|1293|1294|1301|1356|1381|1634|1647|1749|1750|1809|1910|1942|1947|2012|2018|2042|2191|2273|2619|2697|2824|2921|3226|3237|3339|3371|3400|3486|3487|3488|3489|3554|3694|3725|4023|4071|4313|4323|4493|4502|4616|4804|5396|5740|5764|5806|6004|6542|6876|6913|7025|7070|7291|7538|7545|8404|8470|9052|9201|9378|9547|10395|10752|22873|23022|23194|23452|54206|55214|55816|56130|56944|56999|57188|57451|64094|64409|79191|79611|79776|79784|84894|91851|92293|127687|130132|148170|148398|253738|260293|283659|374654,ALPL|ATF3|RUNX1T1|CHRNA3|CNTFR|COL1A1|COL3A1|COL4A1|COL6A3|COL7A1|COL11A1|CP|CRABP1|DCN|GADD45A|DLX5|DLX6|DPYSL3|EDNRB|EFNA1|EFNB1|EMP1|EMX2|EPHA3|FAP|FHL1|GAS1|GJA1|GPM6B|CXCL3|HOXC10|HOXD11|HSPG2|TNC|ID4|IGFBP3|IGFBP4|IGFBP5|IGFBP6|IL1R1|ITGB6|JUN|LPL|TM4SF1|MMP2|MMP14|MT1E|MT2A|GADD45B|NGFR|PRRX1|PTGIS|PTN|PTX3|RGS16|SLC7A2|TAGLN|TBX15|NR2F1|THY1|TWIST1|ZFP36|ZIC1|SPARCL1|SORBS2|GPRC5A|DCLK1|NRXN1|CXCL14|DLC1|CHL1|DZIP1|PALLD|FBXL7|ANGPTL2|ERRFI1|P3H2|DOK5|PCDHB6|OLFML3|ADAMTS9|ADAMTSL3|TENM2|SMOC2|GALNT17|IRX3|ACSS3|ZFHX4|MYH14|LINGO1|CHRDL1|TMEM132C|C1orf122|RFTN2|CDC42EP5|SAMD11|EBF3|CYP4X1|PRTG|KIF7,-30,MyList
Cell Type Signatures,7,M39055,MANNO MIDBRAIN NEUROTYPES HRGL2A,,-34,4.8,17,30293,600,922,88,9.5,0.97,117|460|477|547|577|1012|1295|1301|1804|1910|2012|2042|2173|2196|2273|2318|2697|2823|2824|2846|2890|2913|3315|3371|3400|3696|3709|3725|3785|4052|4329|4851|4916|5099|5354|5803|5992|6299|6423|6506|6656|6657|8404|8671|9201|9378|9543|9697|10630|10675|10964|11166|23022|23657|27087|29106|29968|30812|51313|54674|54898|55790|55816|56884|56892|56978|57348|57556|57580|64067|79006|79026|79192|79645|79888|130132|143282|152573|169792|203447|220382|257177|375704|387597|388585|389799|440097|441478,ADCYAP1R1|ASTN1|ATP1A2|KIF1A|ADGRB3|CDH13|COL8A1|COL11A1|DPP6|EDNRB|EMP1|EPHA3|FABP7|FAT2|FHL1|FLNC|GJA1|GPM6A|GPM6B|LPAR4|GRIA1|GRM3|HSPB1|TNC|ID4|ITGB8|ITPR2|JUN|KCNQ2|LTBP1|ALDH6A1|NOTCH1|NTRK3|PCDH7|PLP1|PTPRZ1|RFX4|SALL1|SFRP2|SLC1A2|SOX1|SOX2|SPARCL1|SLC4A4|DCLK1|NRXN1|IGDCC3|TRAM2|PDPN|CSPG5|IFI44L|SOX21|PALLD|SLC7A11|B3GAT1|SCG3|PSAT1|SOX8|GASK1B|LRRN3|ELOVL2|CSGALNACT1|DOK5|FSTL5|TCIM|PRDM8|TTYH1|SEMA6A|PREX1|NPAS3|METRN|AHNAK|IRX1|CLXN|LPCAT1|RFTN2|FGFBP3|SHISA3|GLIS3|NRK|FAM181B|CFAP126|ENHO|ILDR2|HES5|CFAP77|DBX2|NRARP,-30,MyList
Cell Type Signatures,7,M39066,MANNO MIDBRAIN NEUROTYPES HNBML5,,-34,5.4,17,30293,465,922,77,8.4,0.91,119|273|333|577|862|1012|1630|1641|1809|1993|1995|1996|2018|2026|2042|2624|2823|2890|3642|3746|4131|4675|4684|4821|4826|4858|5063|5099|5178|5799|5800|6328|6496|6616|6656|6886|7481|8403|8492|9378|9951|10133|10178|10297|10687|10842|11075|11122|11189|22941|26470|27319|27328|51617|55351|55966|57451|79750|79776|84530|84867|84894|84969|85300|85508|91584|92691|114786|124930|134111|147906|148398|196500|256536|347252|389206|440270,ADD2|AMPH|APLP1|ADGRB3|RUNX1T1|CDH13|DCC|DCX|DPYSL3|ELAVL2|ELAVL3|ELAVL4|EMX2|ENO2|EPHA3|GATA2|GPM6A|GRIA1|INSM1|KCNC1|MAP1B|NAP1L3|NCAM1|NKX2-2|NNAT|NOVA2|PAK3|PCDH7|PEG3|PTPRN2|PTPRO|SCN3A|SIX3|SNAP25|SOX1|TAL1|WNT11|SOX14|PRSS12|NRXN1|HS3ST4|OPTN|TENM1|APC2|PNMA2|PPP1R17|STMN2|PTPRT|CELF3|SHANK2|SEZ6L2|BHLHE22|PCDH11X|NSG2|STK32B|AJAP1|TENM2|ZNF385D|ZFHX4|SRRM4|PTPN5|LINGO1|TOX2|ATCAY|SCRT2|PLXNA4|TMEM169|XKR4|ANKRD13B|UBE2QL1|DACT3|SAMD11|PIANP|TCERG1L|IGFBPL1|BEND4|GOLGA8B,-30,MyList
Cell Type Signatures,7,M39060,MANNO MIDBRAIN NEUROTYPES HPROGFPL,,-34,6.6,18,30293,323,922,65,7,0.84,332|675|699|701|1062|1063|1280|3148|3151|3169|3785|3835|4052|4085|4175|4176|4288|5347|5366|5800|5806|5902|5992|6299|6382|6423|6657|7153|7291|8842|9133|9211|9212|9232|9543|9837|9839|10460|10763|11004|11013|11065|11166|22915|22974|23194|24137|51313|54478|54898|55143|63967|80312|81610|83461|84722|85407|91851|92293|116159|170302|259266|283659|341640|441631,BIRC5|BRCA2|BUB1|BUB1B|CENPE|CENPF|COL2A1|HMGB2|HMGN2|FOXA1|KCNQ2|KIF22|LTBP1|MAD2L1|MCM6|MCM7|MKI67|PLK1|PMAIP1|PTPRO|PTX3|RANBP1|RFX4|SALL1|SDC1|SFRP2|SOX2|TOP2A|TWIST1|PROM1|CCNB2|LGI1|AURKB|PTTG1|IGDCC3|GINS1|ZEB2|TACC3|NES|KIF2C|TMSB15A|UBE2C|SOX21|MMRN1|TPX2|FBXL7|KIF4A|GASK1B|PIMREG|ELOVL2|CDCA8|CLSPN|TET1|FAM83D|CDCA3|PSRC1|NKD1|CHRDL1|TMEM132C|CYYR1|ARX|ASPM|PRTG|FREM2|TSPAN11,-30,MyList
Cell Type Signatures,7,M39059,MANNO MIDBRAIN NEUROTYPES HPROGBP,,-33,6.8,18,30293,300,922,62,6.7,0.82,332|429|675|699|701|1062|1063|1280|1952|2196|3148|3151|3696|3785|3835|4085|4175|4176|4288|4851|4885|5100|5347|5354|5366|5454|5806|5992|6299|6423|6656|6657|7153|9133|9212|9232|9543|9837|10460|10630|10763|11004|11013|11065|22974|24137|54478|55143|63895|63967|79191|80312|81610|83461|91057|130132|152573|259266|283659|387597|388585|441478,BIRC5|ASCL1|BRCA2|BUB1|BUB1B|CENPE|CENPF|COL2A1|CELSR2|FAT2|HMGB2|HMGN2|ITGB8|KCNQ2|KIF22|MAD2L1|MCM6|MCM7|MKI67|NOTCH1|NPTX2|PCDH8|PLK1|PLP1|PMAIP1|POU3F2|PTX3|RFX4|SALL1|SFRP2|SOX1|SOX2|TOP2A|CCNB2|AURKB|PTTG1|IGDCC3|GINS1|TACC3|PDPN|NES|KIF2C|TMSB15A|UBE2C|TPX2|KIF4A|PIMREG|CDCA8|PIEZO2|CLSPN|IRX3|TET1|FAM83D|CDCA3|CCDC34|RFTN2|SHISA3|ASPM|PRTG|ILDR2|HES5|NRARP,-29,MyList
Cell Type Signatures,7,M39061,MANNO MIDBRAIN NEUROTYPES HPROGFPM,,-32,6.1,17,30293,356,922,66,7.2,0.85,123|332|675|699|701|1062|1063|1280|1630|3148|3151|3169|3785|3835|3838|4017|4052|4085|4288|4313|4329|5347|5366|5800|5806|5992|6299|6382|6423|6657|6860|7153|7291|8842|9133|9211|9212|9232|9543|9837|10460|10630|10763|11004|11013|11065|11166|22974|24137|29923|51313|54478|55143|63895|63967|81610|83461|91057|91851|92293|170302|259266|283659|285533|341640|100463486,PLIN2|BIRC5|BRCA2|BUB1|BUB1B|CENPE|CENPF|COL2A1|DCC|HMGB2|HMGN2|FOXA1|KCNQ2|KIF22|KPNA2|LOXL2|LTBP1|MAD2L1|MKI67|MMP2|ALDH6A1|PLK1|PMAIP1|PTPRO|PTX3|RFX4|SALL1|SDC1|SFRP2|SOX2|SYT4|TOP2A|TWIST1|PROM1|CCNB2|LGI1|AURKB|PTTG1|IGDCC3|GINS1|TACC3|PDPN|NES|KIF2C|TMSB15A|UBE2C|SOX21|TPX2|KIF4A|HILPDA|GASK1B|PIMREG|CDCA8|PIEZO2|CLSPN|FAM83D|CDCA3|CCDC34|CHRDL1|TMEM132C|ARX|ASPM|PRTG|RNF175|FREM2|MTRNR2L8,-28,MyList
Cell Type Signatures,7,M39063,MANNO MIDBRAIN NEUROTYPES HNBM,,-30,6.6,17,30293,295,922,59,6.4,0.81,1630|1641|1809|1879|1993|1995|1996|2596|2823|3169|3642|4131|4684|4760|4826|5063|5100|5126|5454|5649|5800|6328|6616|6900|9201|10683|10842|11013|11075|11178|11189|23440|27319|29106|51299|55966|56896|56978|58158|63973|64641|78997|79570|79776|84530|84620|85300|85508|92691|114786|134111|134829|219527|252995|253738|347252|387104|441631|494470,DCC|DCX|DPYSL3|EBF1|ELAVL2|ELAVL3|ELAVL4|GAP43|GPM6A|FOXA1|INSM1|MAP1B|NCAM1|NEUROD1|NNAT|PAK3|PCDH8|PCSK2|POU3F2|RELN|PTPRO|SCN3A|SNAP25|CNTN2|DCLK1|DLL3|PPP1R17|TMSB15A|STMN2|LZTS1|CELF3|OTP|BHLHE22|SCG3|NRN1|AJAP1|DPYSL5|PRDM8|NEUROD4|NEUROG2|EBF2|GDAP1L1|NKAIN1|ZFHX4|SRRM4|ST6GAL2|ATCAY|SCRT2|TMEM169|XKR4|UBE2QL1|CLVS2|LRRC55|FNDC5|EBF3|IGFBPL1|MTCL3|TSPAN11|ARK2C,-27,MyList
Cell Type Signatures,7,M39067,MANNO MIDBRAIN NEUROTYPES HDA,,-30,4.9,16,30293,506,922,76,8.2,0.91,114|273|333|1012|1137|1295|1641|1804|1809|1879|1993|1995|1996|2026|2258|2555|2562|2596|2823|2890|2899|3169|3642|3918|4062|4131|4675|4684|4826|5063|5649|5800|6328|6382|6570|6616|6860|8788|9201|9378|9590|9892|9951|10133|10178|10752|11075|11189|26470|29106|50863|51617|55117|55530|55966|56978|57530|64409|64641|78997|79750|84530|84867|84969|85300|91584|92691|114786|124930|134111|134829|196500|219527|252995|253738|340543,ADCY8|AMPH|APLP1|CDH13|CHRNA4|COL8A1|DCX|DPP6|DPYSL3|EBF1|ELAVL2|ELAVL3|ELAVL4|ENO2|FGF13|GABRA2|GABRB3|GAP43|GPM6A|GRIA1|GRIK3|FOXA1|INSM1|LAMC2|LY6H|MAP1B|NAP1L3|NCAM1|NNAT|PAK3|RELN|PTPRO|SCN3A|SDC1|SLC18A1|SNAP25|SYT4|DLK1|DCLK1|NRXN1|AKAP12|SNAP91|HS3ST4|OPTN|TENM1|CHL1|STMN2|CELF3|SEZ6L2|SCG3|NTM|NSG2|SLC6A15|SVOP|AJAP1|PRDM8|CGN|GALNT17|EBF2|GDAP1L1|ZNF385D|SRRM4|PTPN5|TOX2|ATCAY|PLXNA4|TMEM169|XKR4|ANKRD13B|UBE2QL1|CLVS2|PIANP|LRRC55|FNDC5|EBF3|TCEAL5,-27,MyList
