GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
GO:0045785,positive regulation of cell adhesion,0.0,0.0,0.0,-2.8962526967872786,-10.693926207287456,-3.907314126218962,0.0,-2.0151542292469835
R-HSA-1280215,Cytokine Signaling in Immune system,0.0,0.0,0.0,-2.711492547470915,-37.441437447068516,-16.006239533786747,0.0,-3.6043041730832948
M5890,HALLMARK TNFA SIGNALING VIA NFKB,0.0,0.0,0.0,0.0,-35.292066282368495,-3.7220800790080606,0.0,-2.43443283689564
GO:0019221,cytokine-mediated signaling pathway,0.0,0.0,0.0,-2.439816670945452,-19.871360680481065,-5.645702605377997,0.0,0.0
hsa05169,Epstein-Barr virus infection,0.0,0.0,0.0,0.0,-27.86931165881367,0.0,0.0,0.0
M5913,HALLMARK INTERFERON GAMMA RESPONSE,0.0,0.0,0.0,0.0,-23.85226940111741,-2.297218010759996,0.0,0.0
hsa05200,Pathways in cancer,-4.222945696952611,0.0,-2.35680638569922,0.0,-15.103620379831645,-2.483509127712606,0.0,0.0
GO:0031344,regulation of cell projection organization,-4.119669890899602,0.0,-4.17001785565751,0.0,-2.28447879808006,-3.5349502652596483,-3.4214700369571247,0.0
GO:0009725,response to hormone,-9.711440022461979,0.0,-3.379786697781355,0.0,0.0,-4.853781372694042,-3.265562343490431,0.0
GO:0007167,enzyme-linked receptor protein signaling pathway,-6.948882728860105,0.0,-2.2299108362270896,-2.5937886474791667,0.0,-2.4143397335758783,0.0,0.0
GO:0035239,tube morphogenesis,-2.6227530760137756,0.0,-2.702707665376476,-4.981427791891274,-5.32222906302023,-2.982959161042334,-2.8645366758504682,-2.325409822458057
R-HSA-9012999,RHO GTPase cycle,-3.8368759808747113,0.0,-3.477994226229946,-2.0376525006302084,-2.1385955226560593,-3.6202130049186008,-5.296583455861123,-2.7283297271342515
GO:0009611,response to wounding,0.0,-5.097626487312895,0.0,-2.7438450582736262,-4.025782223147612,-4.49835242321506,-5.605887348520223,-2.383333745418474
R-HSA-5653656,Vesicle-mediated transport,0.0,-2.32755603132559,0.0,-2.813604283239689,0.0,-3.037763789839459,-8.405582217529254,-6.19348076195128
R-HSA-6798695,Neutrophil degranulation,-7.399450395140775,-3.357486068065209,0.0,0.0,-6.786381707747488,-4.5415729449233595,-4.321793268241416,-2.5199970689213673
M5924,HALLMARK MTORC1 SIGNALING,0.0,0.0,0.0,0.0,0.0,0.0,-24.41798478022821,-3.1457866611180347
WP5390,Pancreatic cancer subtypes,0.0,-20.744102607315877,0.0,0.0,0.0,0.0,0.0,0.0
GO:0044282,small molecule catabolic process,-14.199562846429872,-9.865796865929415,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-382551,Transport of small molecules,-2.7945011324240663,-8.213503732047341,0.0,-2.0951334334121823,-4.3894077852973785,0.0,0.0,-2.113220826459915
R-HSA-556833,Metabolism of lipids,-7.4767552625873,-4.289847367063331,0.0,-5.096804575871166,0.0,0.0,-15.320180990823216,0.0
