_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-19,TRR01256,M1,1,0,TRRUST,34,Regulated by: SP1,,-19,4,12,30293,526,871,60,6.9,0.86,19|146|348|875|894|976|1000|1030|1294|1311|1490|1545|1808|1839|1910|1958|2022|2030|2149|2192|2317|2668|2683|2697|3371|3400|3486|3487|3673|3875|4129|4233|4313|4320|4603|4605|5021|5054|5080|5155|5243|5327|5328|5764|6520|6696|7040|7048|7076|7078|7112|7134|7431|7980|8140|8425|8543|9547|26227|54829,ABCA1|ADRA1D|APOE|CBS|CCND2|ADGRE5|CDH2|CDKN2B|COL7A1|COMP|CCN2|CYP1B1|DPYSL2|HBEGF|EDNRB|EGR1|ENG|SLC29A1|F2R|FBLN1|FLNB|GDNF|B4GALT1|GJA1|TNC|ID4|IGFBP3|IGFBP4|ITGA2|KRT18|MAOB|MET|MMP2|MMP11|MYBL1|MYBL2|OXTR|SERPINE1|PAX6|PDGFB|ABCB1|PLAT|PLAU|PTN|SLC3A2|SPP1|TGFB1|TGFBR2|TIMP1|TIMP3|TMPO|TNNC1|VIM|TFPI2|SLC7A5|LTBP4|LMO4|CXCL14|PHGDH|ASPN,-16,0
1,-12,TRR00484,M1,1,0,TRRUST,34,Regulated by: HIF1A,,-12,7.4,11,30293,99,871,21,2.4,0.52,445|1490|1839|1906|1910|2030|2258|4015|4233|4313|5054|5243|5328|6387|6513|7043|7076|7291|7431|7852|117581,ASS1|CCN2|HBEGF|EDN1|EDNRB|SLC29A1|FGF13|LOX|MET|MMP2|SERPINE1|ABCB1|PLAU|CXCL12|SLC2A1|TGFB3|TIMP1|TWIST1|VIM|CXCR4|TWIST2,-10,0
1,-10,TRR01158,M1,1,0,TRRUST,34,Regulated by: RELA,,-10,3.6,8.4,30293,334,871,35,4,0.67,19|894|1294|1465|1839|1906|1958|2034|2252|2670|3371|4312|4313|4322|4879|5021|5054|5243|5328|5742|5783|5999|6277|6387|7076|7134|7291|7412|7832|7852|8870|23541|50507|55655|57761,ABCA1|CCND2|COL7A1|CSRP1|HBEGF|EDN1|EGR1|EPAS1|FGF7|GFAP|TNC|MMP1|MMP2|MMP13|NPPB|OXTR|SERPINE1|ABCB1|PLAU|PTGS1|PTPN13|RGS4|S100A6|CXCL12|TIMP1|TNNC1|TWIST1|VCAM1|BTG2|CXCR4|IER3|SEC14L2|NOX4|NLRP2|TRIB3,-8.4,0
1,-10,TRR00875,M1,1,0,TRRUST,34,Regulated by: NFKB1,,-10,3.6,8.2,30293,340,871,35,4,0.67,19|683|894|1294|1465|1839|1906|1958|2252|2668|2670|3371|4312|4313|4322|4879|5054|5243|5328|5742|5783|5999|6277|6387|7040|7076|7134|7412|7832|7852|7980|8870|23541|50507|55655,ABCA1|BST1|CCND2|COL7A1|CSRP1|HBEGF|EDN1|EGR1|FGF7|GDNF|GFAP|TNC|MMP1|MMP2|MMP13|NPPB|SERPINE1|ABCB1|PLAU|PTGS1|PTPN13|RGS4|S100A6|CXCL12|TGFB1|TIMP1|TNNC1|VCAM1|BTG2|CXCR4|TFPI2|IER3|SEC14L2|NOX4|NLRP2,-8.2,0
1,-9.5,TRR01277,M1,1,0,TRRUST,34,Regulated by: STAT3,,-9.5,4.9,8.6,30293,162,871,23,2.6,0.54,19|894|1465|1490|2034|2149|2258|2670|3315|3491|3589|4052|4312|4313|5077|5292|5783|7040|7076|7291|9590|50507|117581,ABCA1|CCND2|CSRP1|CCN2|EPAS1|F2R|FGF13|GFAP|HSPB1|CCN1|IL11|LTBP1|MMP1|MMP2|PAX3|PIM1|PTPN13|TGFB1|TIMP1|TWIST1|AKAP12|NOX4|TWIST2,-7.7,0
1,-9,TRR00645,M1,1,0,TRRUST,34,Regulated by: JUN,,-9,4.7,8.3,30293,172,871,23,2.6,0.54,58|388|1490|1634|1906|2252|2697|3371|4256|4312|4313|4322|4747|5021|5179|5243|5327|5328|5764|7134|7412|23462|55859,ACTA1|RHOB|CCN2|DCN|EDN1|FGF7|GJA1|TNC|MGP|MMP1|MMP2|MMP13|NEFL|OXTR|PENK|ABCB1|PLAT|PLAU|PTN|TNNC1|VCAM1|HEY1|BEX1,-7.2,0
1,-8.4,TRR01259,M1,1,0,TRRUST,34,Regulated by: SP3,,-8.4,5.2,8.2,30293,127,871,19,2.2,0.49,19|875|976|1000|1030|1839|2149|2192|2317|3400|3486|3487|3673|4129|4313|5327|6507|7076|50507,ABCA1|CBS|ADGRE5|CDH2|CDKN2B|HBEGF|F2R|FBLN1|FLNB|ID4|IGFBP3|IGFBP4|ITGA2|MAOB|MMP2|PLAT|SLC1A3|TIMP1|NOX4,-6.6,0
1,-7.4,TRR01419,M1,1,0,TRRUST,34,Regulated by: TP53,,-7.4,4.1,7.2,30293,176,871,21,2.4,0.52,1509|1958|2258|2321|3486|4233|4288|4312|4313|5243|5783|6285|6513|6533|7057|7832|8870|9518|22943|27063|29128,CTSD|EGR1|FGF13|FLT1|IGFBP3|MET|MKI67|MMP1|MMP2|ABCB1|PTPN13|S100B|SLC2A1|SLC6A6|THBS1|BTG2|IER3|GDF15|DKK1|ANKRD1|UHRF1,-5.7,0
1,-7.2,TRR01235,M1,1,0,TRRUST,34,Regulated by: SMAD3,,-7.2,9.4,8.8,30293,37,871,10,1.1,0.36,894|1294|3371|5054|7040|7076|7134|8425|10468|51129,CCND2|COL7A1|TNC|SERPINE1|TGFB1|TIMP1|TNNC1|LTBP4|FST|ANGPTL4,-5.6,0
1,-6.9,TRR00280,M1,1,0,TRRUST,34,Regulated by: ETS1,,-6.9,5.8,7.6,30293,84,871,14,1.6,0.43,290|652|1490|1958|2297|2321|3371|4312|4322|5243|5328|7048|7134|7852,ANPEP|BMP4|CCN2|EGR1|FOXD1|FLT1|TNC|MMP1|MMP13|ABCB1|PLAU|TGFBR2|TNNC1|CXCR4,-5.3,0
1,-5.8,TRR00274,M1,1,0,TRRUST,34,Regulated by: ERG,,-5.8,9.3,7.8,30293,30,871,8,0.92,0.32,2022|2258|5292|6696|7431|7481|7852|9510,ENG|FGF13|PIM1|SPP1|VIM|WNT11|CXCR4|ADAMTS1,-4.3,0
1,-5.5,TRR01236,M1,1,0,TRRUST,34,Regulated by: SMAD4,,-5.5,8.4,7.3,30293,33,871,8,0.92,0.32,1030|1294|3371|5054|7040|7076|7134|114907,CDKN2B|COL7A1|TNC|SERPINE1|TGFB1|TIMP1|TNNC1|FBXO32,-4,0
1,-5.3,TRR00290,M1,1,0,TRRUST,34,Regulated by: EZH2,,-5.3,7,6.9,30293,45,871,9,1,0.34,1030|2296|4313|6422|6591|6751|7291|9510|114907,CDKN2B|FOXC1|MMP2|SFRP1|SNAI2|SSTR1|TWIST1|ADAMTS1|FBXO32,-3.9,0
1,-5.2,TRR00253,M1,1,0,TRRUST,34,Regulated by: EGR1,,-5.2,4.5,6.1,30293,100,871,13,1.5,0.41,894|2258|2321|2668|5155|5243|5328|6925|7048|7112|7980|9518|10252,CCND2|FGF13|FLT1|GDNF|PDGFB|ABCB1|PLAU|TCF4|TGFBR2|TMPO|TFPI2|GDF15|SPRY1,-3.8,0
1,-4.7,TRR00675,M1,1,0,TRRUST,34,Regulated by: KLF5,,-4.7,13,7.7,30293,13,871,5,0.57,0.26,1030|2308|4629|4851|7852,CDKN2B|FOXO1|MYH11|NOTCH1|CXCR4,-3.3,0
1,-4.6,TRR00466,M1,1,0,TRRUST,34,Regulated by: HDAC1,,-4.6,4.7,5.7,30293,82,871,11,1.3,0.38,388|894|1958|3122|3486|5243|6001|6422|6591|6696|10628,RHOB|CCND2|EGR1|HLA-DRA|IGFBP3|ABCB1|RGS10|SFRP1|SNAI2|SPP1|TXNIP,-3.3,0
1,-4.1,TRR00230,M1,1,0,TRRUST,34,Regulated by: E2F1,,-4.1,3.4,4.9,30293,144,871,14,1.6,0.43,1028|2321|3090|4605|4753|5054|5243|5800|6241|7057|8600|23089|29128|50507,CDKN1C|FLT1|HIC1|MYBL2|NELL2|SERPINE1|ABCB1|PTPRO|RRM2|THBS1|TNFSF11|PEG10|UHRF1|NOX4,-2.8,0
1,-4.1,TRR00270,M1,1,0,TRRUST,34,Regulated by: EP300,,-4.1,5,5.4,30293,63,871,9,1,0.34,1030|1381|1545|2670|3486|3910|5243|7076|7412,CDKN2B|CRABP1|CYP1B1|GFAP|IGFBP3|LAMA4|ABCB1|TIMP1|VCAM1,-2.8,0
1,-4.1,TRR01437,M1,1,0,TRRUST,34,Regulated by: TWIST1,,-4.1,6.6,5.8,30293,37,871,7,0.8,0.3,1000|2149|4312|4313|7076|9518|22943,CDH2|F2R|MMP1|MMP2|TIMP1|GDF15|DKK1,-2.8,0
1,-4.1,TRR01512,M1,1,0,TRRUST,34,Regulated by: USF1,,-4.1,4.5,5.3,30293,78,871,10,1.1,0.36,19|1509|3400|4627|5054|6277|6507|7040|7042|7852,ABCA1|CTSD|ID4|MYH9|SERPINE1|S100A6|SLC1A3|TGFB1|TGFB2|CXCR4,-2.8,0
