_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
0,0,0,1,1,1,0,0,0.0,0.0,0.0,-2.470039279166617,-32.20435720589138,-13.130535533029445,0.0,0.0,R-HSA-1280215,M00011100,3,0,Reactome Gene Sets,6,Cytokine Signaling in Immune system,,-32.20435720589138,9.484752397729498,19.402255646978993,30286,786,195,48,24.615384615384617,3.084802534323711,330|684|1072|1435|2633|2919|3105|3106|3135|3383|3455|3459|3460|3576|3604|3656|3659|4599|4791|4792|5371|5682|5687|5690|5691|5698|5707|5709|5717|5720|5721|5743|5971|6776|7157|7186|7187|7292|9235|9466|9470|10019|10148|10475|23586|23636|92610|146433,BIRC3|BST2|CFL1|CSF1|GBP1|CXCL1|HLA-A|HLA-B|HLA-G|ICAM1|IFNAR2|IFNGR1|IFNGR2|CXCL8|TNFRSF9|IRAK2|IRF1|MX1|NFKB2|NFKBIA|PML|PSMA1|PSMA6|PSMB2|PSMB3|PSMB9|PSMD1|PSMD3|PSMD11|PSME1|PSME2|PTGS2|RELB|STAT5A|TP53|TRAF2|TRAF3|TNFSF4|IL32|IL27RA|EIF4E2|SH2B3|EBI3|TRIM38|RIGI|NUP62|TIFA|IL34,-27.91485744001752,0,1.0,1.0,1.0,-32.20435720589138,23.532245532245536,
0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,-30.03020326587647,-4.0254855116877115,0.0,-2.444620782630837,M5890,M00001101,3,0,Hallmark Gene Sets,23,HALLMARK TNFA SIGNALING VIA NFKB,,-30.03020326587647,22.520358974358974,24.580746500124388,30286,200,195,29,14.871794871794872,2.548009987170725,330|1435|2919|2921|3383|3460|3604|3659|4791|4792|4794|5329|5743|5971|6372|6446|6776|6890|7097|7127|7128|8942|9308|10318|10950|11182|23586|51278|80149,BIRC3|CSF1|CXCL1|CXCL3|ICAM1|IFNGR2|TNFRSF9|IRF1|NFKB2|NFKBIA|NFKBIE|PLAUR|PTGS2|RELB|CXCL6|SGK1|STAT5A|TAP1|TLR2|TNFAIP2|TNFAIP3|KYNU|CD83|TNIP1|BTG3|SLC2A6|RIGI|IER5|ZC3H12A,-26.041733495666595,0,2.0,1.0,1.0,-30.03020326587647,22.520358974358974,
1,1,0,1,0,1,1,0,-6.630141518536027,-6.865521582404225,0.0,-3.0879977017579616,0.0,-3.1639777091704846,-11.766421041269778,0.0,R-HSA-556833,M11010110,5,0,Reactome Gene Sets,6,Metabolism of lipids,,-25.019466767382646,2.6275579411589622,12.33407017842682,30286,757,2086,137,6.567593480345158,0.5423688604465524,30|37|43|47|196|221|240|335|336|377|412|415|622|857|1040|1384|1387|1593|1718|1800|2053|2172|2181|2182|2232|2638|2687|2720|2820|2879|3030|3073|3074|3155|3156|3158|3248|3291|3294|3638|3992|4074|4534|4594|4758|4862|5007|5130|5286|5296|5297|5305|5465|5563|5565|5641|5660|5728|5730|5743|5867|5920|6256|6307|6319|6342|6604|6610|6713|6720|8309|8310|8396|8398|8503|8605|8694|8706|8714|9514|9536|9600|9663|9862|9871|9885|9915|10484|10498|10558|10682|10802|10809|10908|11001|11332|22937|23171|23179|23309|23446|25870|26027|29956|51170|51586|51763|53947|54477|54675|55224|55304|55512|56261|56623|56994|57491|58488|64834|65985|79642|79718|79966|80168|80270|81579|81849|84129|84188|84803|89944|114883|123099|130367|133121|165679|201562,ACAA1|ACADVL|ACHE|ACLY|AHR|ALDH3B1|ALOX5|APOA1|APOA2|ARF3|STS|ARSL|BDH1|CAV1|CDS1|CRAT|CREBBP|CYP27A1|DHCR24|DPEP1|EPHX2|FABP6|ACSL3|ACSL4|FDXR|GC|GGT5|GLB1|GPD2|GPX4|HADHA|HEXA|HEXB|HMGCL|HMGCR|HMGCS2|HPGD|HSD11B2|HSD17B2|INSIG1|FADS1|M6PR|MTM1|MMUT|NEU1|NPAS2|OSBP|PCYT1A|PIK3C2A|PIK3R2|PI4KA|PIP4K2A|PPARA|PRKAA2|PRKAB2|LGMN|PSAP|PTEN|PTGDS|PTGS2|RAB4A|PLAAT4|RXRA|MSMO1|SCD|SCP2|SMARCD3|SMPD2|SQLE|SREBF1|ACOX2|ACOX3|PIP4K2B|PLA2G6|PIK3R3|PLA2G4C|DGAT1|B3GALNT1|ABCC3|GAL3ST1|PTGES|PITPNM1|LPIN2|MED24|SEC24D|OSBPL2|ARNT2|SEC23A|CARM1|SPTLC1|EBP|SEC24A|STARD10|PNPLA6|SLC27A2|ACOT7|SCAP|GPD1L|RGL1|SIN3B|SLC44A1|SUMF2|ACOT11|CERS2|HSD17B11|MED15|INPP5K|A4GALT|PLEKHA5|CRLS1|ETNK2|SPTLC3|SMPD3|GPCPD1|INPP5E|CHPT1|AHRR|PCTP|ELOVL1|AACS|ARSJ|TBL1XR1|SCD5|MOGAT2|HSD3B7|PLA2G12A|ST6GALNAC5|ACAD11|FAR1|GPAT3|GLB1L2|OSBPL9|DEGS2|SGPP2|ENPP6|SPTSSB|HACD2,-20.72996700150879,0,3.0,1.0,1.0,-25.019466767382646,3.787485931051732,
0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,-24.231106092333114,-2.378698155484292,0.0,0.0,M5913,M00001100,2,0,Hallmark Gene Sets,23,HALLMARK INTERFERON GAMMA RESPONSE,,-24.231106092333114,19.414102564102567,21.032752645752655,30286,200,195,25,12.820512820512821,2.3941014406355197,684|716|972|3105|3106|3135|3383|3455|3659|4599|4792|5371|5690|5698|5720|5721|5743|6890|6892|7127|7128|8743|10906|23586|64761,BST2|C1S|CD74|HLA-A|HLA-B|HLA-G|ICAM1|IFNAR2|IRF1|MX1|NFKBIA|PML|PSMB2|PSMB9|PSME1|PSME2|PTGS2|TAP1|TAPBP|TNFAIP2|TNFAIP3|TNFSF10|TRAFD1|RIGI|PARP12,-20.41872758117892,0,4.0,1.0,1.0,-24.231106092333114,20.81512027491409,
0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-22.72946418381659,0.0,0.0,0.0,hsa05169,M00001000,1,0,KEGG Pathway,24,Epstein-Barr virus infection,,-22.72946418381659,18.453008377760856,20.03507517021007,30286,202,195,24,12.307692307692308,2.3526198607884834,637|3105|3106|3135|3383|3455|4791|4792|4794|5707|5709|5717|5879|5971|6890|6891|6892|7097|7128|7157|7186|7187|9641|23586,BID|HLA-A|HLA-B|HLA-G|ICAM1|IFNAR2|NFKB2|NFKBIA|NFKBIE|PSMD1|PSMD3|PSMD11|RAC1|RELB|TAP1|TAP2|TAPBP|TLR2|TNFAIP3|TP53|TRAF2|TRAF3|IKBKE|RIGI,-19.042024409270695,0,5.0,1.0,1.0,-22.72946418381659,77.65641025641027,
0,1,0,0,0,0,0,0,0.0,-22.410722301709207,0.0,0.0,0.0,0.0,0.0,0.0,WP5390,M01000000,1,0,WikiPathways,27,Pancreatic cancer subtypes,,-22.410722301709207,39.004696969696965,25.224424346493393,30286,48,275,17,6.181818181818182,1.4522295613031586,1015|1515|3866|4069|4640|4680|7032|7033|7103|8796|10551|11199|23584|79170|79908|83998|155465,CDH17|CTSV|KRT15|LYZ|MYO1A|CEACAM6|TFF2|TFF3|TSPAN8|SCEL|AGR2|ANXA10|VSIG2|PRR15L|BTNL8|REG4|AGR3,-18.82019254017137,0,6.0,1.0,1.0,-22.410722301709207,39.004696969696965,
1,1,0,0,0,1,1,1,-7.4337737131118224,-7.126842360291817,0.0,0.0,0.0,-2.0447469132598144,-6.5688924066529175,-3.9715944494664934,GO:0019752,M11000111,5,0,GO Biological Processes,19,carboxylic acid metabolic process,19_GO:0008152 metabolic process,-21.8391043095868,2.465786151140988,11.346621776711652,30286,789,2086,134,6.423777564717162,0.5368103117230265,18|30|36|37|47|48|128|216|240|435|538|549|594|686|718|972|1312|1382|1384|1432|1593|1800|2110|2181|2182|2348|2571|2593|2618|2687|2729|2744|2752|2879|2938|3030|3073|3074|3155|3172|3176|3248|3417|3425|3988|3992|4594|4942|4948|5007|5033|5194|5205|5213|5223|5315|5465|5563|5565|5571|5577|5730|5743|5828|5947|6307|6319|6342|6389|6652|7097|7148|7157|7358|7364|7366|7416|7494|8050|8309|8310|8605|8801|8833|8876|8942|8985|9104|9123|9380|9536|9663|9885|10007|10434|10797|10840|10841|11001|11019|11057|11332|23042|25953|26027|29104|29108|50507|51005|51084|54578|55902|56922|57406|57412|59342|64087|64834|65985|79944|79966|80150|80270|84129|84532|113189|114883|197257|201562|256987|259307|284273|389434|414328,ABAT|ACAA1|ACADSB|ACADVL|ACLY|ACO1|ADH5|ALDH1A1|ALOX5|ASL|ATP7A|AUH|BCKDHB|BTD|C3|CD74|COMT|CRABP2|CRAT|MAPK14|CYP27A1|DPEP1|ETFDH|ACSL3|ACSL4|FOLR1|GAD1|GAMT|GART|GGT5|GCLC|GLS|GLUL|GPX4|GSTA1|HADHA|HEXA|HEXB|HMGCL|HNF4A|HNMT|HPGD|IDH1|IDUA|LIPA|FADS1|MMUT|OAT|OCA2|OSBP|P4HA1|PEX13|ATP8B1|PFKM|PGAM1|PKM|PPARA|PRKAA2|PRKAB2|PRKAG1|PRKAR2B|PTGDS|PTGS2|PEX2|RBP1|MSMO1|SCD|SCP2|SDHA|SORD|TLR2|TNXB|TP53|UGDH|UGT2B7|UGT2B15|VDAC1|XBP1|PDHX|ACOX2|ACOX3|PLA2G4C|SUCLG2|GMPS|VNN1|KYNU|PLOD3|RGN|SLC16A3|GRHPR|PTGES|LPIN2|OSBPL2|GNPDA1|LYPLA1|MTHFD2|ALDH1L1|FTCD|SLC27A2|LIAS|ABHD2|ACOT7|PDXDC1|PNKD|ACOT11|N6AMT1|PYCARD|NOX4|AMDHD2|CRYL1|UGT1A6|ACSS2|MCCC1|ABHD6|AS3MT|SCPEP1|MCCC2|ELOVL1|AACS|L2HGDH|SCD5|ASRGL1|HSD3B7|ACAD11|ACSS1|CHST14|OSBPL9|LDHD|HACD2|SERINC5|IL4I1|PTGR3|IYD|IDNK,-17.850634539376927,0,7.0,1.0,1.0,-21.8391043095868,2.782025594065943,
1,1,0,0,1,1,1,1,-6.974316998995185,-5.650267541746017,0.0,0.0,-6.230980040247677,-4.302543882009422,-5.2238829464545695,-3.025491837561565,R-HSA-6798695,M11001111,6,0,Reactome Gene Sets,6,Neutrophil degranulation,,-21.324893937329428,2.933986497283477,11.616320732519716,30286,480,2086,97,4.650047938638543,0.46103277702561973,30|47|101|175|210|221|240|387|684|718|847|960|1075|1432|1520|1522|1650|1675|1774|1832|1938|2040|2495|2517|2519|2548|2720|2919|2934|2990|3074|3106|3304|3417|3684|3934|4069|4126|4311|4680|4758|4860|4973|5005|5223|5265|5284|5315|5329|5660|5707|5709|5717|5724|5799|5834|5836|5879|5906|6286|6386|6947|7097|7130|7133|7276|8635|8694|8773|8804|8826|8876|9588|10159|10549|10788|10890|10970|11001|25840|29108|51316|51646|55276|56888|58485|64386|80331|83858|84061|84418|93100|150372|201294|203068|326624|353189,ACAA1|ACLY|ADAM8|AGA|ALAD|ALDH3B1|ALOX5|RHOA|BST2|C3|CAT|CD44|CTSC|MAPK14|CTSS|CTSZ|DDOST|CFD|DNASE1L1|DSP|EEF2|STOM|FTH1|FUCA1|FUCA2|GAA|GLB1|CXCL1|GSN|GUSB|HEXB|HLA-B|HSPA1B|IDH1|ITGAM|LCN2|LYZ|MANBA|MME|CEACAM6|NEU1|PNP|OLR1|ORM2|PGAM1|SERPINA1|PIGR|PKM|PLAUR|PSAP|PSMD1|PSMD3|PSMD11|PTAFR|PTPRN2|PYGB|PYGL|RAC1|RAP1A|S100P|SDCBP|TCN1|TLR2|TNFAIP6|TNFRSF1B|TTR|RNASET2|DGAT1|SNAP23|CREG1|IQGAP1|VNN1|PRDX6|ATP6AP2|PRDX4|IQGAP2|RAB10|CKAP4|SLC27A2|TMT1A|PYCARD|PLAC8|YPEL5|PGM2|KCMF1|TRAPPC1|MMP25|DNAJC5|ATAD3B|MAGT1|CYSTM1|NAPRT|NFAM1|UNC13D|TUBB|RAB37|SLCO4C1,-17.512515426175234,0,8.0,1.0,1.0,-21.324893937329428,2.933986497283477,
1,1,1,1,0,0,1,0,-8.688497758120853,-2.240035026494778,-3.27298467874857,-2.038349288563837,0.0,0.0,-7.229990176785665,0.0,GO:0009725,M11110010,5,0,GO Biological Processes,19,response to hormone,19_GO:0050896 response to stimulus,-21.12094117262713,2.441360358104683,11.12846898876015,30286,785,2086,132,6.327900287631831,0.5330620794908132,112|133|210|249|336|387|476|583|594|654|678|760|847|857|1176|1312|1398|1432|1445|1520|1601|1718|1946|1979|2185|2309|2353|2627|2706|2720|2729|2740|2770|2888|2908|3030|3148|3158|3249|3280|3291|3304|3351|3417|3481|3488|3638|3643|3675|4041|4303|4311|5021|5139|5166|5176|5286|5296|5315|5465|5563|5584|5724|5730|5743|5781|5931|6256|6337|6387|6422|6446|6528|6696|6720|6752|6753|6776|6844|6938|7035|7040|7049|7067|7068|7097|7124|7181|7248|7292|7477|7480|7494|7706|7832|8061|8503|8743|8805|8835|8850|9475|9663|10014|10076|10267|10424|10474|10521|10568|10626|10628|10890|11057|22937|23081|23236|23516|23558|27250|51763|54331|54675|55023|55625|57630|57658|84327|85315|94056|130399|163732,ADCY6|ADM|ALAD|ALPL|APOA2|RHOA|ATP1A1|BBS2|BCKDHB|BMP6|ZFP36L2|CA2|CAT|CAV1|AP3S1|COMT|CRK|MAPK14|CSK|CTSS|DAB2|DHCR24|EFNA5|EIF4EBP2|PTK2B|FOXO3|FOS|GATA6|GJB2|GLB1|GCLC|GLP1R|GNAI1|GRB14|NR3C1|HADHA|HMGB2|HMGCS2|HPN|HES1|HSD11B2|HSPA1B|HTR1B|IDH1|IGF2|IGFBP5|INSIG1|INSR|ITGA3|LRP5|FOXO4|MME|OXTR|PDE3A|PDK4|SERPINF1|PIK3C2A|PIK3R2|PKM|PPARA|PRKAA2|PRKCI|PTAFR|PTGDS|PTGS2|PTPN11|RBBP7|RXRA|SCNN1A|CXCL12|SFRP1|SGK1|SLC5A5|SPP1|SREBF1|SSTR2|SSTR3|STAT5A|VAMP2|TCF12|TFPI|TGFB1|TGFBR3|THRA|THRB|TLR2|TNF|NR2C1|TSC1|TNFSF4|WNT7B|WNT10B|XBP1|TRIM25|BTG2|FOSL1|PIK3R3|TNFSF10|TRIM24|SOCS2|KAT2B|ROCK2|LPIN2|HDAC5|PTPRU|RAMP1|PGRMC2|TADA3|DDX17|SLC34A2|TRIM16|TXNIP|RAB10|ABHD2|SCAP|KDM4C|PLCB1|SLC39A14|WBP2|PDCD4|INPP5K|GNG2|CRLS1|PHIP|ZDHHC7|SH3RF1|CALCOCO1|ZBED3|PAQR8|SYAP1|ACVR1C|CITED4,-17.433501398081237,0,9.0,1.0,1.0,-21.12094117262713,2.7305804533499867,
0,1,0,1,1,0,1,1,0.0,-3.3164703931211155,0.0,-3.565414282769637,-2.3527925594672183,0.0,-6.445356645690874,-7.859985573464323,R-HSA-5653656,M01011011,5,0,Reactome Gene Sets,6,Vesicle-mediated transport,,-20.90082121806731,2.5671988591601265,11.182446331725686,30286,673,2086,119,5.704697986577181,0.5078134559179606,60|154|156|157|273|274|335|338|348|351|372|377|381|382|400|662|830|949|950|1075|1080|1176|1314|1522|1523|1601|1856|2060|2153|2348|2495|2590|2705|2706|3092|3575|3799|4074|4253|4481|5265|5286|5563|5565|5571|5866|5867|5874|5879|5898|6396|6678|6764|6844|7018|7184|7248|7249|7311|7529|7846|8398|8615|8729|8773|8905|9230|9318|9610|9685|9856|9871|9919|9950|10109|10121|10484|10540|10802|10890|10959|10981|11015|11196|11258|22920|23423|23431|23647|26088|26286|26958|27128|27131|29763|51510|51652|54662|54732|54874|54885|55048|55357|55605|55763|58485|60561|81035|84958|89953|90196|90990|112574|113220|126432|137492|152503|160518|347733,ACTB|ADRB2|GRK2|GRK3|AMPH|BIN1|APOA1|APOB|APOE|APP|ARCN1|ARF3|ARF5|ARF6|ARL1|BNIP1|CAPZA2|SCARB1|SCARB2|CTSC|CFTR|AP3S1|COPA|CTSZ|CUX1|DAB2|DVL2|EPS15|F5|FOLR1|FTH1|GALNT2|GJB1|GJB2|HIP1|IL7R|KIF5B|M6PR|MIA2|MSR1|SERPINA1|PIK3C2A|PRKAA2|PRKAB2|PRKAG1|RAB3IL1|RAB4A|RAB27B|RAC1|RALA|SEC13|SPARC|DENND2B|VAMP2|TF|HSP90B1|TSC1|TSC2|UBA52|YWHAB|TUBA1A|PLA2G6|USO1|GBF1|SNAP23|AP1S2|RAB11B|COPS2|RIN1|CLINT1|KIAA0319|SEC24D|SEC16A|GOLGA5|ARPC2|ACTR1A|SEC23A|DCTN2|SEC24A|RAB10|TMED2|RAB32|KDELR3|SEC23IP|DCTN3|KIFAP3|TMED3|AP4E1|ARFIP2|GGA1|ARFGAP3|COPG2|CYTH4|SNX5|PACSIN3|CHMP5|CHMP3|TBC1D13|TMED9|FNBP1L|TBC1D8B|VPS37C|TBC1D2|KIF21A|EXOC1|TRAPPC1|RINT1|COLEC12|SYTL1|KLC4|SYS1|KIFC2|SNX18|KIF12|RINL|VPS37A|SH3D19|DENND5B|TUBB2B,-17.310291456529473,0,10.0,1.0,1.0,-20.90082121806731,3.079723408582469,
