_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,GO:0046496,nicotinamide nucleotide metabolic process,M10000000,1,0
1,0,0,0,0,0,0,0,-2.1,0,0,0,0,0,0,0,R-HSA-9013420,RHOU GTPase cycle,M10000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.9,0,0,0,GO:0046637,regulation of alpha-beta T cell differentiation,M00001000,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.3,R-HSA-204005,COPII-mediated vesicle transport,M00000001,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.8,0,0,0,M196,PID IL23 PATHWAY,M00001000,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3,GO:0070849,response to epidermal growth factor,M00000001,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.3,GO:0045324,late endosome to vacuole transport,M00000001,1,0
1,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,GO:0048662,negative regulation of smooth muscle cell proliferation,M10000000,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-2.3,0,0,GO:0043270,positive regulation of monoatomic ion transport,M00000100,1,0
1,0,0,0,0,0,0,0,-5.7,0,0,0,0,0,0,0,GO:0006635,fatty acid beta-oxidation,M10000000,1,0
0,1,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,GO:0006814,sodium ion transport,M01000000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,0,GO:1902895,positive regulation of miRNA transcription,M00000010,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-6.5,0,0,0,GO:0045580,regulation of T cell differentiation,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-4.8,0,0,0,GO:0019884,antigen processing and presentation of exogenous antigen,M00001000,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-2.4,0,0,M5956,HALLMARK KRAS SIGNALING DN,M00000100,1,0
1,0,0,0,0,0,0,0,-7.6,0,0,0,0,0,0,0,GO:0072329,monocarboxylic acid catabolic process,M10000000,1,0
1,0,0,0,0,0,0,0,-2.1,0,0,0,0,0,0,0,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,M10000000,1,0
0,0,1,0,0,0,0,0,0,0,-2.6,0,0,0,0,0,M22004,BIOCARTA CHREBP PATHWAY,M00100000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-3.9,0,0,0,GO:0002486,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent",M00001000,1,0
1,0,0,0,0,0,0,0,-2.4,0,0,0,0,0,0,0,GO:1901185,negative regulation of ERBB signaling pathway,M10000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-3.5,0,0,0,GO:0048145,regulation of fibroblast proliferation,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-3.3,0,0,0,M13968,BIOCARTA HIVNEF PATHWAY,M00001000,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-3.4,0,0,GO:0033081,regulation of T cell differentiation in thymus,M00000100,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.5,0,0,0,GO:0070661,leukocyte proliferation,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-11,0,0,0,hsa05164,Influenza A,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-5,0,0,0,hsa05140,Leishmaniasis,M00001000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.1,0,GO:0008593,regulation of Notch signaling pathway,M00000010,1,0
0,0,1,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,GO:0044090,positive regulation of vacuole organization,M00100000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2,0,0,0,WP3680,Physico chemical features and toxicity associated pathways,M00001000,1,0
0,0,1,0,0,0,0,0,0,0,-3.2,0,0,0,0,0,GO:0032104,regulation of response to extracellular stimulus,M00100000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-7.3,0,0,0,R-HSA-937061,TRIF (TICAM1)-mediated TLR4 signaling,M00001000,1,0
0,0,1,0,0,0,0,0,0,0,-3.2,0,0,0,0,0,M7968,BIOCARTA CARM1 PATHWAY,M00100000,1,0
0,1,0,0,0,0,0,0,0,-2.9,0,0,0,0,0,0,GO:0016101,diterpenoid metabolic process,M01000000,1,0
0,0,0,1,0,0,0,0,0,0,0,-2.5,0,0,0,0,hsa04140,Autophagy - animal,M00010000,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-2,0,0,R-HSA-9663891,Selective autophagy,M00000100,1,0
0,0,0,1,0,0,0,0,0,0,0,-3.1,0,0,0,0,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,M00010000,1,0
0,1,0,0,0,0,0,0,0,-2.8,0,0,0,0,0,0,hsa04977,Vitamin digestion and absorption,M01000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-3.6,0,0,0,GO:0045655,regulation of monocyte differentiation,M00001000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.7,0,R-HSA-3906995,Diseases associated with O-glycosylation of proteins,M00000010,1,0
1,0,0,0,0,0,0,0,-3.8,0,0,0,0,0,0,0,hsa04725,Cholinergic synapse,M10000000,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.1,R-HSA-674695,RNA Polymerase II Pre-transcription Events,M00000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-8.1,0,GO:0140352,export from cell,M00000010,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.7,0,WP5312,Metabolic pathways of fibroblasts,M00000010,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-11,0,0,0,R-HSA-5610783,Degradation of GLI2 by the proteasome,M00001000,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.9,GO:0003309,type B pancreatic cell differentiation,M00000001,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.6,GO:0048199,"vesicle targeting, to, from or within Golgi",M00000001,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-11,0,0,0,R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,M00001000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.2,0,GO:0023061,signal release,M00000010,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-4.3,0,0,0,WP3982,miRNA regulation of p53 pathway in prostate cancer,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-7.7,0,0,0,M22023,BIOCARTA MHC PATHWAY,M00001000,1,0
1,0,0,0,0,0,0,0,-2.9,0,0,0,0,0,0,0,GO:0010288,response to lead ion,M10000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-3.1,0,0,0,GO:0043903,regulation of biological process involved in symbiotic interaction,M00001000,1,0
0,1,0,0,0,0,0,0,0,-2.6,0,0,0,0,0,0,GO:0019218,regulation of steroid metabolic process,M01000000,1,0
0,0,0,1,0,0,0,0,0,0,0,-4.7,0,0,0,0,GO:0030857,negative regulation of epithelial cell differentiation,M00010000,1,0
0,1,0,0,0,0,0,0,0,-4.7,0,0,0,0,0,0,GO:0043648,dicarboxylic acid metabolic process,M01000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-9.7,0,0,0,R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,M00001000,1,0
1,0,0,0,0,0,0,0,-2.7,0,0,0,0,0,0,0,GO:0007611,learning or memory,M10000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-3.2,0,0,0,M54,PID IL12 2PATHWAY,M00001000,1,0
0,1,0,0,0,0,0,0,0,-2.4,0,0,0,0,0,0,GO:0060122,inner ear receptor cell stereocilium organization,M01000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-3.3,0,0,0,GO:0045637,regulation of myeloid cell differentiation,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-4.2,0,0,0,GO:0002269,leukocyte activation involved in inflammatory response,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-7.8,0,0,0,hsa05014,Amyotrophic lateral sclerosis,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-3.2,0,0,0,GO:0045620,negative regulation of lymphocyte differentiation,M00001000,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-4.3,0,0,R-HSA-9833482,PKR-mediated signaling,M00000100,1,0
1,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,R-HSA-5663084,Diseases of carbohydrate metabolism,M10000000,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.1,GO:0019058,viral life cycle,M00000001,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-2.3,0,0,GO:2000117,negative regulation of cysteine-type endopeptidase activity,M00000100,1,0
1,0,0,0,0,0,0,0,-2.1,0,0,0,0,0,0,0,R-HSA-9035034,RHOF GTPase cycle,M10000000,1,0
0,1,0,0,0,0,0,0,0,-2.9,0,0,0,0,0,0,M15997,BIOCARTA INTRINSIC PATHWAY,M01000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-7.3,0,0,0,R-HSA-8878171,Transcriptional regulation by RUNX1,M00001000,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-5.4,0,0,GO:0072676,lymphocyte migration,M00000100,1,0
0,0,1,0,0,0,0,0,0,0,-4.6,0,0,0,0,0,R-HSA-9734009,Defective Intrinsic Pathway for Apoptosis,M00100000,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.4,GO:0006613,cotranslational protein targeting to membrane,M00000001,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.1,hsa00513,Various types of N-glycan biosynthesis,M00000001,1,0
1,0,0,0,0,0,0,0,-5.4,0,0,0,0,0,0,0,WP4686,Leucine isoleucine and valine metabolism,M10000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-12,0,0,0,R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-7.1,0,0,0,R-HSA-69002,DNA Replication Pre-Initiation,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.1,0,0,0,R-HSA-9820952,Respiratory Syncytial Virus Infection Pathway,M00001000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.1,0,GO:0007033,vacuole organization,M00000010,1,0
0,0,1,0,0,0,0,0,0,0,-2.5,0,0,0,0,0,WP4540,Hippo signaling regulation pathways,M00100000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-16,0,0,0,R-HSA-5688426,Deubiquitination,M00001000,1,0
0,1,0,0,0,0,0,0,0,-4.3,0,0,0,0,0,0,GO:0030195,negative regulation of blood coagulation,M01000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-5.2,0,0,0,GO:0071346,cellular response to type II interferon,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-5.3,0,0,0,GO:0042270,protection from natural killer cell mediated cytotoxicity,M00001000,1,0
0,0,1,0,0,0,0,0,0,0,-2.1,0,0,0,0,0,R-HSA-5628897,TP53 Regulates Metabolic Genes,M00100000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.8,0,GO:0006664,glycolipid metabolic process,M00000010,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.3,hsa04110,Cell cycle,M00000001,1,0
1,0,0,0,0,0,0,0,-3.7,0,0,0,0,0,0,0,hsa00630,Glyoxylate and dicarboxylate metabolism,M10000000,1,0
1,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,GO:0002021,response to dietary excess,M10000000,1,0
1,0,0,0,0,0,0,0,-2.1,0,0,0,0,0,0,0,GO:0043010,camera-type eye development,M10000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-10,0,0,0,WP619,Type II interferon signaling,M00001000,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-2.6,0,0,GO:1901222,regulation of non-canonical NF-kappaB signal transduction,M00000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-7.3,0,GO:0016126,sterol biosynthetic process,M00000010,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.7,0,0,0,WP2516,ATM signaling pathway,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.9,0,0,0,GO:0045860,positive regulation of protein kinase activity,M00001000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.7,0,GO:0061919,process utilizing autophagic mechanism,M00000010,1,0
0,0,1,0,0,0,0,0,0,0,-3.4,0,0,0,0,0,M101,PID HDAC CLASSI PATHWAY,M00100000,1,0
1,0,0,0,0,0,0,0,-3.4,0,0,0,0,0,0,0,WP3958,GPR40 pathway,M10000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.8,0,0,0,GO:0032720,negative regulation of tumor necrosis factor production,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-6.6,0,0,0,hsa04380,Osteoclast differentiation,M00001000,1,0
1,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,hsa05031,Amphetamine addiction,M10000000,1,0
0,0,0,1,0,0,0,0,0,0,0,-2.5,0,0,0,0,GO:0050732,negative regulation of peptidyl-tyrosine phosphorylation,M00010000,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.2,WP2118,Arrhythmogenic right ventricular cardiomyopathy,M00000001,1,0
0,1,0,0,0,0,0,0,0,-3.7,0,0,0,0,0,0,M4470,BIOCARTA EXTRINSIC PATHWAY,M01000000,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.7,GO:0035964,COPI-coated vesicle budding,M00000001,1,0
0,1,0,0,0,0,0,0,0,-2.8,0,0,0,0,0,0,GO:0002285,lymphocyte activation involved in immune response,M01000000,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.7,GO:0051648,vesicle localization,M00000001,1,0
0,0,1,0,0,0,0,0,0,0,-2.1,0,0,0,0,0,GO:0035113,embryonic appendage morphogenesis,M00100000,1,0
1,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,GO:0048841,regulation of axon extension involved in axon guidance,M10000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.3,0,0,0,GO:0032642,regulation of chemokine production,M00001000,1,0
1,0,0,0,0,0,0,0,-2.6,0,0,0,0,0,0,0,GO:0048843,negative regulation of axon extension involved in axon guidance,M10000000,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.3,GO:0006882,intracellular zinc ion homeostasis,M00000001,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-12,0,0,0,R-HSA-162909,Host Interactions of HIV factors,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.4,0,0,0,GO:1903312,negative regulation of mRNA metabolic process,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-13,0,0,0,R-HSA-5607764,CLEC7A (Dectin-1) signaling,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-5.3,0,0,0,GO:0002397,MHC class I protein complex assembly,M00001000,1,0
1,0,0,0,0,0,0,0,-3.1,0,0,0,0,0,0,0,GO:0033194,response to hydroperoxide,M10000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-11,0,0,0,R-HSA-9793380,Formation of paraxial mesoderm,M00001000,1,0
0,1,0,0,0,0,0,0,0,-6.4,0,0,0,0,0,0,hsa04979,Cholesterol metabolism,M01000000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.2,0,GO:0050905,neuromuscular process,M00000010,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-5.5,0,0,WP5146,Lung pathology of COVID 19,M00000100,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.1,R-HSA-6806834,Signaling by MET,M00000001,1,0
1,0,0,0,0,0,0,0,-3.8,0,0,0,0,0,0,0,WP5373,Osteoarthritic chondrocyte hypertrophy,M10000000,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.2,GO:0050821,protein stabilization,M00000001,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-2.9,0,0,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,M00000100,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-3.2,0,0,0,GO:0002726,positive regulation of T cell cytokine production,M00001000,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-3.4,0,0,GO:0032740,positive regulation of interleukin-17 production,M00000100,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-4.5,0,0,0,GO:0097529,myeloid leukocyte migration,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-4,0,0,0,GO:0010822,positive regulation of mitochondrion organization,M00001000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.1,0,GO:0007042,lysosomal lumen acidification,M00000010,1,0
0,1,0,0,0,0,0,0,0,-3.6,0,0,0,0,0,0,GO:0002719,negative regulation of cytokine production involved in immune response,M01000000,1,0
0,1,0,0,0,0,0,0,0,-5.2,0,0,0,0,0,0,R-HSA-9675143,Diseases of the neuronal system,M01000000,1,0
1,0,0,0,0,0,0,0,-2.4,0,0,0,0,0,0,0,WP5122,Prostaglandin and leukotriene metabolism in senescence,M10000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-11,0,0,0,GO:0043122,regulation of canonical NF-kappaB signal transduction,M00001000,1,0
0,1,0,0,0,0,0,0,0,-4.1,0,0,0,0,0,0,R-HSA-8963901,Chylomicron remodeling,M01000000,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.2,GO:0040036,regulation of fibroblast growth factor receptor signaling pathway,M00000001,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.6,0,0,0,GO:0032733,positive regulation of interleukin-10 production,M00001000,1,0
1,0,0,0,0,0,0,0,-5.4,0,0,0,0,0,0,0,hsa04919,Thyroid hormone signaling pathway,M10000000,1,0
0,0,0,1,0,0,0,0,0,0,0,-2,0,0,0,0,GO:0060411,cardiac septum morphogenesis,M00010000,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-3.9,0,0,GO:0071320,cellular response to cAMP,M00000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.2,0,GO:0045747,positive regulation of Notch signaling pathway,M00000010,1,0
1,0,0,0,0,0,0,0,-7.6,0,0,0,0,0,0,0,hsa00280,"Valine, leucine and isoleucine degradation",M10000000,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.6,GO:0051289,protein homotetramerization,M00000001,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-2.1,0,0,GO:1900015,regulation of cytokine production involved in inflammatory response,M00000100,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.3,0,0,0,GO:1903320,regulation of protein modification by small protein conjugation or removal,M00001000,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-2.1,0,0,GO:0016525,negative regulation of angiogenesis,M00000100,1,0
0,0,1,0,0,0,0,0,0,0,-4.6,0,0,0,0,0,WP5236,Markers of kidney cell lineage,M00100000,1,0
0,1,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,R-HSA-186712,Regulation of beta-cell development,M01000000,1,0
0,1,0,0,0,0,0,0,0,-2.1,0,0,0,0,0,0,GO:0009582,detection of abiotic stimulus,M01000000,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.4,GO:0009311,oligosaccharide metabolic process,M00000001,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.9,0,0,0,GO:0031663,lipopolysaccharide-mediated signaling pathway,M00001000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.3,0,GO:0007519,skeletal muscle tissue development,M00000010,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-5.9,0,0,0,GO:0001818,negative regulation of cytokine production,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-3.6,0,0,0,R-HSA-6791312,TP53 Regulates Transcription of Cell Cycle Genes,M00001000,1,0
0,1,0,0,0,0,0,0,0,-2.1,0,0,0,0,0,0,WP2877,Vitamin D receptor pathway,M01000000,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-2.7,0,0,GO:0032660,regulation of interleukin-17 production,M00000100,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-3.5,0,0,0,GO:0002690,positive regulation of leukocyte chemotaxis,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-7.1,0,0,0,R-HSA-8951664,Neddylation,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.3,0,0,0,GO:0039531,regulation of cytoplasmic pattern recognition receptor signaling pathway,M00001000,1,0
0,0,1,0,0,0,0,0,0,0,-3.2,0,0,0,0,0,GO:0043414,macromolecule methylation,M00100000,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-2.3,0,0,GO:0034764,positive regulation of transmembrane transport,M00000100,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-2.5,0,0,GO:0043331,response to dsRNA,M00000100,1,0
0,0,1,0,0,0,0,0,0,0,-2.5,0,0,0,0,0,GO:0006949,syncytium formation,M00100000,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-3.5,0,0,GO:0050860,negative regulation of T cell receptor signaling pathway,M00000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.1,0,GO:0018126,protein hydroxylation,M00000010,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-6.6,0,0,0,GO:0032675,regulation of interleukin-6 production,M00001000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-5.5,0,GO:0060348,bone development,M00000010,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.1,0,GO:0060840,artery development,M00000010,1,0
0,1,0,0,0,0,0,0,0,-2.6,0,0,0,0,0,0,GO:0030048,actin filament-based movement,M01000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-3.6,0,0,0,GO:0098543,detection of other organism,M00001000,1,0
0,0,1,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,R-HSA-8852135,Protein ubiquitination,M00100000,1,0
1,0,0,0,0,0,0,0,-2.8,0,0,0,0,0,0,0,GO:0007613,memory,M10000000,1,0
0,0,1,0,0,0,0,0,0,0,-2.8,0,0,0,0,0,R-HSA-2894858,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,M00100000,1,0
1,0,0,0,0,0,0,0,-3.4,0,0,0,0,0,0,0,GO:0006026,aminoglycan catabolic process,M10000000,1,0
1,0,0,0,0,0,0,0,-2.4,0,0,0,0,0,0,0,WP4149,White fat cell differentiation,M10000000,1,0
1,0,0,0,0,0,0,0,-2.9,0,0,0,0,0,0,0,R-HSA-418597,G alpha (z) signalling events,M10000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-7.1,0,0,0,WP3646,Hepatitis C and hepatocellular carcinoma,M00001000,1,0
1,0,0,0,0,0,0,0,-3.4,0,0,0,0,0,0,0,hsa04728,Dopaminergic synapse,M10000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-7.4,0,0,0,M45,PID CD40 PATHWAY,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-7.8,0,0,0,R-HSA-69206,G1/S Transition,M00001000,1,0
1,0,0,0,0,0,0,0,-2.4,0,0,0,0,0,0,0,WP2197,Endothelin pathways,M10000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-4.7,0,0,0,GO:0071621,granulocyte chemotaxis,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-4.3,0,0,0,WP4912,SARS coronavirus and innate immunity,M00001000,1,0
0,0,0,1,0,0,0,0,0,0,0,-2.6,0,0,0,0,GO:0008347,glial cell migration,M00010000,1,0
0,0,1,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,R-HSA-4839726,Chromatin organization,M00100000,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.1,GO:0009226,nucleotide-sugar biosynthetic process,M00000001,1,0
0,1,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,GO:0032272,negative regulation of protein polymerization,M01000000,1,0
1,0,0,0,0,0,0,0,-2.8,0,0,0,0,0,0,0,GO:0007173,epidermal growth factor receptor signaling pathway,M10000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.1,0,0,0,WP5072,Modulators of TCR signaling and T cell activation,M00001000,1,0
0,0,1,0,0,0,0,0,0,0,-2,0,0,0,0,0,R-HSA-418360,Platelet calcium homeostasis,M00100000,1,0
0,0,1,0,0,0,0,0,0,0,-2.1,0,0,0,0,0,M151,PID AR TF PATHWAY,M00100000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.8,0,0,0,GO:0002637,regulation of immunoglobulin production,M00001000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-12,0,0,0,R-HSA-69613,p53-Independent G1/S DNA damage checkpoint,M00001000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.2,0,GO:0070527,platelet aggregation,M00000010,1,0
1,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,GO:0010035,response to inorganic substance,M10000000,1,0
0,1,0,0,0,0,0,0,0,-3.1,0,0,0,0,0,0,GO:0060119,inner ear receptor cell development,M01000000,1,0
0,0,1,0,0,0,0,0,0,0,-2.8,0,0,0,0,0,GO:0032886,regulation of microtubule-based process,M00100000,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,GO:0046434,organophosphate catabolic process,M00000001,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.1,0,0,0,GO:0048511,rhythmic process,M00001000,1,0
1,0,0,0,0,0,0,0,-4.7,0,0,0,0,0,0,0,GO:0040008,regulation of growth,M10000000,1,0
0,0,1,0,0,0,0,0,0,0,-2,0,0,0,0,0,GO:0051293,establishment of spindle localization,M00100000,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-3.8,0,0,R-HSA-5619102,SLC transporter disorders,M00000100,1,0
0,1,0,0,0,0,0,0,0,-3.2,0,0,0,0,0,0,GO:0007584,response to nutrient,M01000000,1,0
1,0,0,0,0,0,0,0,-2.6,0,0,0,0,0,0,0,GO:0043502,regulation of muscle adaptation,M10000000,1,0
0,1,0,0,0,0,0,0,0,-2.5,0,0,0,0,0,0,GO:0042490,mechanoreceptor differentiation,M01000000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.5,0,0,0,GO:0071357,cellular response to type I interferon,M00001000,1,0
0,0,1,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,GO:0006304,DNA modification,M00100000,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-5,0,0,0,GO:0002224,toll-like receptor signaling pathway,M00001000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.2,0,GO:0140747,regulation of ncRNA transcription,M00000010,1,0
0,0,0,0,1,0,0,0,0,0,0,0,-2.9,0,0,0,GO:0034142,toll-like receptor 4 signaling pathway,M00001000,1,0
0,1,0,0,0,0,0,0,0,-2.4,0,0,0,0,0,0,GO:0051693,actin filament capping,M01000000,1,0
