GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
GO:0060627,regulation of vesicle-mediated transport,0.0,0.0,0.0,0.0,0.0,-4.9210612706480195,0.0,0.0
GO:0010035,response to inorganic substance,0.0,0.0,0.0,0.0,0.0,-2.357580091679776,-2.505539559456643,0.0
R-HSA-109582,Hemostasis,0.0,-3.086085255114306,0.0,0.0,0.0,-5.684435410319306,-2.7151860909813794,0.0
GO:0046903,secretion,0.0,-3.9221285877188636,0.0,0.0,0.0,-2.3447207677787727,-4.460999116741943,0.0
R-HSA-5653656,Vesicle-mediated transport,0.0,0.0,0.0,0.0,0.0,-10.234296698033567,-2.797942673884876,-4.687937467886773
GO:0006886,intracellular protein transport,0.0,0.0,-2.1429764906096516,0.0,0.0,-2.1429764906096516,-5.229791425073344,-9.192898201706146
GO:0048732,gland development,-3.560921954029238,-3.029829824125564,-3.120340198639554,0.0,0.0,-2.136031577041663,0.0,0.0
GO:0007507,heart development,-2.5418011122500768,0.0,-6.901755678770961,0.0,0.0,-2.5170315471601317,0.0,0.0
GO:0072001,renal system development,0.0,-2.23179335868563,-7.272389125441939,0.0,0.0,-2.0094954249943937,0.0,0.0
GO:0098657,import into cell,0.0,-3.2293926317521358,-4.331669034848387,0.0,0.0,-3.3717899931478326,-2.1926149405310142,0.0
GO:0048871,multicellular organismal-level homeostasis,0.0,-3.240380836997839,-4.198311009127908,0.0,-2.0933946525285028,-3.1989461670823482,0.0,0.0
GO:0040008,regulation of growth,0.0,0.0,-4.5971233977760315,0.0,0.0,-2.2267924666296905,0.0,-2.1610718338323776
GO:0009725,response to hormone,-4.24690173689249,-3.0697568838048355,-2.1163284113381113,0.0,0.0,-6.324223781463687,-2.155209898529238,-2.925506228920128
GO:0060322,head development,0.0,0.0,-3.355287014527329,-7.3687461135451136,0.0,-8.183940535492962,0.0,0.0
GO:0051129,negative regulation of cellular component organization,0.0,0.0,-3.6632388950376966,-7.18196185126093,0.0,-3.6632388950376966,0.0,0.0
GO:0031344,regulation of cell projection organization,0.0,0.0,-8.813950702517818,-7.799755854520723,0.0,-7.511441136643284,0.0,0.0
GO:0031175,neuron projection development,0.0,0.0,-10.675914675349647,-7.630829204169859,0.0,-8.615823696234315,0.0,0.0
GO:0045596,negative regulation of cell differentiation,0.0,0.0,-6.25459301225917,-3.696400705193188,0.0,-3.196959611644316,0.0,0.0
GO:0001501,skeletal system development,-2.979208416499154,0.0,-4.0538475354153904,-6.390864841676244,0.0,-4.62147768828303,0.0,0.0
GO:0016310,phosphorylation,-2.215385225756225,0.0,-3.750287190227913,-6.039486166250088,0.0,0.0,0.0,-2.042303177241389
GO:0009792,embryo development ending in birth or egg hatching,-2.9265547197261745,0.0,-4.65415774872608,-6.5251971342487005,-2.1729558509537648,0.0,0.0,-2.291365050280972
R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,0.0,0.0,0.0,0.0,-11.628696582735575,0.0,0.0,0.0
WP4658,Small cell lung cancer,0.0,0.0,0.0,0.0,-14.94572545193506,0.0,0.0,0.0
R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,0.0,0.0,0.0,0.0,-13.109513550035933,0.0,0.0,0.0
hsa04064,NF-kappa B signaling pathway,0.0,0.0,0.0,-2.0502392437969332,-15.727096349368232,0.0,0.0,0.0
GO:0045785,positive regulation of cell adhesion,0.0,0.0,0.0,0.0,-9.544802754469865,-2.191050354138494,0.0,0.0
GO:0051336,regulation of hydrolase activity,0.0,-2.9606557145439263,0.0,0.0,-3.085930785342522,0.0,0.0,0.0
GO:0010720,positive regulation of cell development,0.0,0.0,-2.884139584802781,-4.889219323812041,-6.912204807541013,0.0,0.0,0.0
GO:0045087,innate immune response,0.0,0.0,0.0,0.0,-10.729303691406605,0.0,0.0,-5.469358700659776
GO:0002237,response to molecule of bacterial origin,0.0,0.0,0.0,0.0,-11.158853059148178,0.0,0.0,-3.0191015948364934
GO:0009615,response to virus,0.0,0.0,0.0,0.0,-7.242227473560099,0.0,0.0,-9.957665933514608
GO:0001819,positive regulation of cytokine production,0.0,0.0,0.0,0.0,-9.305848666554146,0.0,0.0,-5.8116337909453195
GO:0043122,regulation of canonical NF-kappaB signal transduction,0.0,0.0,0.0,0.0,-9.90136924654919,0.0,0.0,-2.491957232625145
WP254,Apoptosis,0.0,0.0,0.0,0.0,-11.33605746494883,0.0,0.0,-2.1695749267242106
M5913,HALLMARK INTERFERON GAMMA RESPONSE,0.0,0.0,0.0,0.0,-18.29278426957849,0.0,-2.970833959061383,-16.299929874369983
M5953,HALLMARK KRAS SIGNALING UP,0.0,-3.6851231925334447,0.0,0.0,-7.195495306115746,0.0,0.0,-3.48435389059594
hsa05022,Pathways of neurodegeneration - multiple diseases,0.0,0.0,0.0,0.0,-12.238461350325393,-4.892158489340749,0.0,-3.0808025263044567
hsa05417,Lipid and atherosclerosis,0.0,0.0,0.0,0.0,-7.788312505601201,-3.677597681423979,0.0,-4.002734359343129
hsa05167,Kaposi sarcoma-associated herpesvirus infection,0.0,0.0,0.0,0.0,-14.911544090115154,-2.6087826490153074,0.0,-3.5732618165973484
GO:0002831,regulation of response to biotic stimulus,0.0,0.0,0.0,0.0,-12.201629910059266,-2.8331893742326497,0.0,-4.917641162655179
M5890,HALLMARK TNFA SIGNALING VIA NFKB,0.0,0.0,0.0,0.0,-42.39813132344965,-2.5352103748009682,0.0,-3.48435389059594
hsa05131,Shigellosis,0.0,0.0,0.0,0.0,-6.206686786500228,-6.981619070848465,0.0,-2.2721301391924986
R-HSA-1280215,Cytokine Signaling in Immune system,0.0,0.0,0.0,0.0,-46.91099082162866,-6.3143919419998555,0.0,-8.377873687153283
GO:0006935,chemotaxis,0.0,0.0,0.0,-2.2684962627276066,-7.825460132879922,-2.788013509829855,0.0,-3.722964810705614
GO:0030163,protein catabolic process,0.0,0.0,0.0,0.0,-13.188336302024515,-2.1155384036632703,-2.9661622693754564,-2.4905780582569186
GO:0071396,cellular response to lipid,0.0,0.0,-4.27208040053581,0.0,-6.587353136762742,0.0,-2.032330550864944,-2.192325825953015
GO:0008285,negative regulation of cell population proliferation,0.0,0.0,-4.671835255047281,0.0,-4.794270196812019,0.0,0.0,-2.4789566419969082
GO:0031401,positive regulation of protein modification process,0.0,0.0,-2.2194370895779607,0.0,-11.622103488678764,-3.013011266786045,0.0,0.0
GO:0010562,positive regulation of phosphorus metabolic process,0.0,0.0,-2.9739006778849535,0.0,-9.487884796292256,-3.4205560368800816,0.0,0.0
GO:0007264,small GTPase-mediated signal transduction,0.0,0.0,-2.490010404715342,0.0,-2.9910985522841127,-9.322474706062822,0.0,0.0
GO:0009612,response to mechanical stimulus,0.0,0.0,-2.9815919358860308,-2.1728926620753364,-3.5079415330982777,-3.6626301899166793,0.0,0.0
hsa05132,Salmonella infection,0.0,0.0,0.0,0.0,-4.57775654110752,-13.572912383032024,0.0,0.0
GO:0030036,actin cytoskeleton organization,0.0,0.0,0.0,-2.4597924917961023,-4.565493371896763,-10.081579981114746,0.0,0.0
M5930,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,0.0,0.0,0.0,-4.574097759886132,-15.849655379304531,-3.1980688502647787,-2.3430673240803004,0.0
R-HSA-9012999,RHO GTPase cycle,0.0,0.0,0.0,-2.575171078712777,-2.0450901224311604,-7.217952359024928,-2.177695260947096,0.0
WP3888,VEGFA VEGFR2 signaling,-2.9244977248370083,0.0,0.0,0.0,-5.755697642053788,-5.4180152478335755,-4.974213272736948,0.0
GO:0043068,positive regulation of programmed cell death,-2.0562280789236773,0.0,0.0,0.0,-5.511122989683227,-2.940331550647734,-2.6134525084410107,0.0
R-HSA-1474244,Extracellular matrix organization,-2.2143485380169614,0.0,-2.6521345000378997,0.0,-6.114071208158697,-3.861360635688648,-2.967545286942909,0.0
GO:0070482,response to oxygen levels,0.0,0.0,-2.2797249113923126,0.0,-3.419987035090393,-3.3748949909135466,-3.0838799914466044,0.0
GO:0035239,tube morphogenesis,-3.8810536209575974,-2.645618720891482,-5.090906978024091,-2.591444006204421,-7.630908644258033,-4.558144951812745,0.0,0.0
GO:0043408,regulation of MAPK cascade,-5.124013956321492,0.0,-2.7522243792911123,-2.663301376390723,-6.456446974747217,-3.193117612759815,0.0,0.0
