Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,,-57,11,27,30293,300,758,79,10,1.1,87|650|655|871|960|1277|1286|1289|1294|1296|1300|1301|1303|1305|1306|1307|1311|1404|1462|1520|1634|1756|2006|2199|2201|2202|2244|3383|3672|3675|3676|3690|3910|3911|3912|4015|4052|4060|4239|4312|4316|4317|4320|4321|4322|4325|5351|5654|6382|6383|6385|7040|7042|7057|7412|8038|8076|8425|9510|9644|10516|11095|11096|22795|22801|50509|50848|55214|59277|63827|64386|80781|84171|136227|140766|169044|170690|222663|284217,ACTN1|BMP2|BMP7|SERPINH1|CD44|COL1A1|COL4A4|COL5A1|COL7A1|COL8A2|COL10A1|COL11A1|COL12A1|COL13A1|COL15A1|COL16A1|COMP|HAPLN1|VCAN|CTSS|DCN|DMD|ELN|FBLN2|FBN2|EFEMP1|FGB|ICAM1|ITGA1|ITGA3|ITGA4|ITGB3|LAMA4|LAMA5|LAMB1|LOX|LTBP1|LUM|MFAP4|MMP1|MMP7|MMP8|MMP11|MMP12|MMP13|MMP16|PLOD1|HTRA1|SDC1|SDC2|SDC4|TGFB1|TGFB2|THBS1|VCAM1|ADAM12|MFAP5|LTBP4|ADAMTS1|SH3PXD2A|FBLN5|ADAMTS8|ADAMTS5|NID2|ITGA11|COL5A3|F11R|P3H2|NTN4|BCAN|MMP25|COL18A1|LOXL4|COL26A1|ADAMTS14|COL22A1|ADAMTS16|SCUBE3|LAMA1,-53
MyList,Reactome Gene Sets,6,R-HSA-1474228,Degradation of the extracellular matrix,,-26,10,18,30293,140,758,36,4.7,0.77,960|1277|1286|1289|1294|1296|1300|1301|1303|1305|1306|1307|1520|1634|2006|2201|3911|3912|4312|4316|4317|4320|4321|4322|4325|5654|9510|11095|11096|50509|63827|64386|80781|136227|170690|222663,CD44|COL1A1|COL4A4|COL5A1|COL7A1|COL8A2|COL10A1|COL11A1|COL12A1|COL13A1|COL15A1|COL16A1|CTSS|DCN|ELN|FBN2|LAMA5|LAMB1|MMP1|MMP7|MMP8|MMP11|MMP12|MMP13|MMP16|HTRA1|ADAMTS1|ADAMTS8|ADAMTS5|COL5A3|BCAN|MMP25|COL18A1|COL26A1|ADAMTS16|SCUBE3,-22
MyList,Reactome Gene Sets,6,R-HSA-1474290,Collagen formation,,-18,11,15,30293,90,758,24,3.2,0.64,871|1277|1286|1289|1294|1296|1300|1301|1303|1305|1306|1307|1520|4015|4316|4322|5351|50509|55214|80781|84171|136227|140766|169044,SERPINH1|COL1A1|COL4A4|COL5A1|COL7A1|COL8A2|COL10A1|COL11A1|COL12A1|COL13A1|COL15A1|COL16A1|CTSS|LOX|MMP7|MMP13|PLOD1|COL5A3|P3H2|COL18A1|LOXL4|COL26A1|ADAMTS14|COL22A1,-15
MyList,Reactome Gene Sets,6,R-HSA-216083,Integrin cell surface interactions,,-17,11,15,30293,85,758,23,3,0.62,960|1277|1286|1289|1294|1296|1300|1305|1307|1311|2244|3383|3672|3675|3676|3690|4060|7057|7412|22801|50509|50848|80781,CD44|COL1A1|COL4A4|COL5A1|COL7A1|COL8A2|COL10A1|COL13A1|COL16A1|COMP|FGB|ICAM1|ITGA1|ITGA3|ITGA4|ITGB3|LUM|THBS1|VCAM1|ITGA11|COL5A3|F11R|COL18A1,-14
MyList,Reactome Gene Sets,6,R-HSA-1442490,Collagen degradation,,-16,12,15,30293,64,758,20,2.6,0.58,1277|1286|1289|1294|1296|1300|1301|1303|1305|1306|1307|4312|4316|4317|4320|4321|4322|50509|80781|136227,COL1A1|COL4A4|COL5A1|COL7A1|COL8A2|COL10A1|COL11A1|COL12A1|COL13A1|COL15A1|COL16A1|MMP1|MMP7|MMP8|MMP11|MMP12|MMP13|COL5A3|COL18A1|COL26A1,-14
MyList,Reactome Gene Sets,6,R-HSA-3000171,Non-integrin membrane-ECM interactions,,-16,13,15,30293,59,758,19,2.5,0.57,87|1277|1286|1289|1300|1301|1756|3690|3910|3911|3912|6382|6383|6385|7040|7057|50509|59277|284217,ACTN1|COL1A1|COL4A4|COL5A1|COL10A1|COL11A1|DMD|ITGB3|LAMA4|LAMA5|LAMB1|SDC1|SDC2|SDC4|TGFB1|THBS1|COL5A3|NTN4|LAMA1,-13
MyList,Reactome Gene Sets,6,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,,-15,11,14,30293,67,758,19,2.5,0.57,871|1277|1286|1289|1294|1296|1300|1301|1303|1305|1306|1307|5351|50509|55214|80781|136227|140766|169044,SERPINH1|COL1A1|COL4A4|COL5A1|COL7A1|COL8A2|COL10A1|COL11A1|COL12A1|COL13A1|COL15A1|COL16A1|PLOD1|COL5A3|P3H2|COL18A1|COL26A1|ADAMTS14|COL22A1,-12
MyList,Reactome Gene Sets,6,R-HSA-1566948,Elastic fibre formation,,-14,15,14,30293,44,758,16,2.1,0.52,650|655|2006|2199|2201|2202|3690|4015|4052|4239|7040|7042|8076|8425|10516|84171,BMP2|BMP7|ELN|FBLN2|FBN2|EFEMP1|ITGB3|LOX|LTBP1|MFAP4|TGFB1|TGFB2|MFAP5|LTBP4|FBLN5|LOXL4,-12
MyList,Reactome Gene Sets,6,R-HSA-1280215,Cytokine Signaling in Immune system,,-14,3.1,9.6,30293,787,758,61,8,0.99,330|567|684|960|1052|1265|1848|1958|2162|2316|2317|2537|2625|2634|2635|2887|2919|2920|3105|3122|3383|3429|3437|3553|3554|3569|3575|3576|3635|3726|3911|4050|4092|4312|4599|4609|4938|4940|5292|6288|6347|6352|6356|6363|6382|6648|6657|6772|7040|7412|8600|8809|8878|8995|9180|9636|10018|23586|54739|58480|84868,BIRC3|B2M|BST2|CD44|CEBPD|CNN2|DUSP6|EGR1|F13A1|FLNA|FLNB|IFI6|GATA3|GBP2|GBP3|GRB10|CXCL1|CXCL2|HLA-A|HLA-DRA|ICAM1|IFI27|IFIT3|IL1B|IL1R1|IL6|IL7R|CXCL8|INPP5D|JUNB|LAMA5|LTB|SMAD7|MMP1|MX1|MYC|OAS1|OAS3|PIM1|SAA1|CCL2|CCL5|CCL11|CCL19|SDC1|SOD2|SOX2|STAT1|TGFB1|VCAM1|TNFSF11|IL18R1|SQSTM1|TNFSF18|OSMR|ISG15|BCL2L11|RIGI|XAF1|RHOU|HAVCR2,-12
MyList,Reactome Gene Sets,6,R-HSA-9675108,Nervous system development,,-14,3.5,9.8,30293,578,758,51,6.7,0.91,60|388|1272|1286|1289|1759|1956|1959|2048|2260|2668|2674|2817|2887|3672|3690|3897|3912|4629|4637|4651|5364|5454|5649|6383|6387|6586|7094|7408|7436|7852|8482|8633|8912|9260|9353|9423|10092|10398|10486|10752|22885|23114|50509|53358|57211|59277|64283|219699|284217|285704,ACTB|RHOB|CNTN1|COL4A4|COL5A1|DNM1|EGFR|EGR2|EPHB2|FGFR1|GDNF|GFRA1|GPC1|GRB10|ITGA1|ITGB3|L1CAM|LAMB1|MYH11|MYL6|MYO10|PLXNB1|POU3F2|RELN|SDC2|CXCL12|SLIT3|TLN1|VASP|VLDLR|CXCR4|SEMA7A|UNC5C|CACNA1H|PDLIM7|SLIT2|NTN1|ARPC5|MYL9|CAP2|CHL1|ABLIM3|NFASC|COL5A3|SHC3|ADGRG6|NTN4|ARHGEF28|UNC5B|LAMA1|RGMB,-12
